scene,seq,N_req,ranking,auroc,prec_top,n_pred,n_ref,acc,comp,chamfer,precision@0.1,recall@0.1,f1@0.1,precision@0.2,recall@0.2,f1@0.2,precision@0.5,recall@0.5,f1@0.5,iou
apartment_2,seq_0011,4,support,0.7082270100054457,0.657500959201944,7819,51469,0.2605325195427315,0.899484221025281,0.5800083702840062,0.49661081979792815,0.26330412481299426,0.3441429286444846,0.657500959201944,0.3727875031572403,0.4758048835044265,0.8393656477810462,0.5477860459694185,0.6629307975357615,0.0980788675429727
apartment_2,seq_0011,4,logit_count,0.7082270100054457,0.657500959201944,7819,51469,0.2605325195427315,0.899484221025281,0.5800083702840062,0.49661081979792815,0.26330412481299426,0.3441429286444846,0.657500959201944,0.3727875031572403,0.4758048835044265,0.8393656477810462,0.5477860459694185,0.6629307975357615,0.0980788675429727
apartment_2,seq_0011,4,mlp_all,0.804522052350543,0.76544315129812,7819,51469,0.2144275418417611,0.983714030645084,0.5990707862434226,0.5698938483181992,0.2773125570731897,0.37308197702870355,0.76544315129812,0.3653267015096466,0.49459546690697,0.8838726179818391,0.514503876119606,0.6504055093401044,0.11532371945740083
apartment_2,seq_0011,4,mlp_noconf,0.804522052350543,0.76544315129812,7819,51469,0.2144275418417611,0.983714030645084,0.5990707862434226,0.5698938483181992,0.2773125570731897,0.37308197702870355,0.76544315129812,0.3653267015096466,0.49459546690697,0.8838726179818391,0.514503876119606,0.6504055093401044,0.11532371945740083
apartment_2,seq_0011,-1,support,0.7181452613518636,0.5264662935020686,16436,51469,0.3461932359153769,0.8197353907212132,0.582964313318295,0.37004137259673886,0.35961452524820764,0.3647534486368244,0.5264662935020686,0.46530921525578506,0.49400215215009863,0.7821246045266488,0.602809458120422,0.6808585646831706,0.11285457579258118
apartment_2,seq_0011,-1,logit_count,0.7181452613518636,0.5264662935020686,16436,51469,0.3461932359153769,0.8197353907212132,0.582964313318295,0.37004137259673886,0.35961452524820764,0.3647534486368244,0.5264662935020686,0.46530921525578506,0.49400215215009863,0.7821246045266488,0.602809458120422,0.6808585646831706,0.11285457579258118
apartment_2,seq_0011,-1,mlp_all,0.7816566848502997,0.5919931856899489,16436,51469,0.36485659738560366,0.8085472762467742,0.586701936816189,0.4399488926746167,0.37867454195729466,0.40701851027044905,0.5919931856899489,0.4506013328411277,0.511709804269041,0.7607690435629106,0.583399716334104,0.6603820256087108,0.14052223099184424
apartment_2,seq_0011,-1,mlp_noconf,0.7816566848502997,0.5919931856899489,16436,51469,0.36485659738560366,0.8085472762467742,0.586701936816189,0.4399488926746167,0.37867454195729466,0.40701851027044905,0.5919931856899489,0.4506013328411277,0.511709804269041,0.7607690435629106,0.583399716334104,0.6603820256087108,0.14052223099184424
frl_apartment_5,seq_0001,4,support,0.5965861600725293,0.6424596172118908,7367,48964,0.34561813340883124,1.2249618626453562,0.7852899980270938,0.4567666621419845,0.2716894044604199,0.340716943970386,0.6424596172118908,0.4023568335920268,0.4948199601819529,0.7704628749830325,0.5623723551997386,0.6501734224698626,0.09735988466390341
frl_apartment_5,seq_0001,4,logit_count,0.5965861600725293,0.6424596172118908,7367,48964,0.34561813340883124,1.2249618626453562,0.7852899980270938,0.4567666621419845,0.2716894044604199,0.340716943970386,0.6424596172118908,0.4023568335920268,0.4948199601819529,0.7704628749830325,0.5623723551997386,0.6501734224698626,0.09735988466390341
frl_apartment_5,seq_0001,4,mlp_all,0.6475902565292782,0.7986968915433691,7367,48964,0.15359310611440907,0.8815731556648684,0.5175831308896387,0.5901995384824216,0.28284045421125725,0.38241617093528407,0.7986968915433691,0.3933910628216649,0.527142679172469,0.9504547305551785,0.5520790785066579,0.698455061233969,0.11878186578475955
frl_apartment_5,seq_0001,4,mlp_noconf,0.6475902565292782,0.7986968915433691,7367,48964,0.15359310611440907,0.8815731556648684,0.5175831308896387,0.5901995384824216,0.28284045421125725,0.38241617093528407,0.7986968915433691,0.3933910628216649,0.527142679172469,0.9504547305551785,0.5520790785066579,0.698455061233969,0.11878186578475955
frl_apartment_5,seq_0001,-1,support,0.6267815569116455,0.6277082906158157,14631,48964,0.35748550327201456,0.9246239721462601,0.6410547377091373,0.42362107853188435,0.37072134629523734,0.39540976698193986,0.6277082906158157,0.4694060942733437,0.5371365121071405,0.7648144351035473,0.6251531737603137,0.6879673575033842,0.1330442883760929
frl_apartment_5,seq_0001,-1,logit_count,0.6267815569116455,0.6277082906158157,14631,48964,0.35748550327201456,0.9246239721462601,0.6410547377091373,0.42362107853188435,0.37072134629523734,0.39540976698193986,0.6277082906158157,0.4694060942733437,0.5371365121071405,0.7648144351035473,0.6251531737603137,0.6879673575033842,0.1330442883760929
