scene,seq,N_req,ranking,auroc,prec_top,n_pred,n_ref,acc,comp,chamfer,precision@0.1,recall@0.1,f1@0.1,precision@0.2,recall@0.2,f1@0.2,precision@0.5,recall@0.5,f1@0.5,iou
frl_apartment_5,seq_0001,4,support,0.5884878960809139,0.6155739828971236,7718,48964,0.34094625572774856,1.1056753389590943,0.7233107973434214,0.44195387406063746,0.26756392451597094,0.3333275450902829,0.6155739828971236,0.40205048607139937,0.48641090418660365,0.775330396475771,0.5702761212319255,0.6571793542270306,0.0933710947871493
frl_apartment_5,seq_0001,4,logit_count,0.5884878960809139,0.6155739828971236,7718,48964,0.34094625572774856,1.1056753389590943,0.7233107973434214,0.44195387406063746,0.26756392451597094,0.3333275450902829,0.6155739828971236,0.40205048607139937,0.48641090418660365,0.775330396475771,0.5702761212319255,0.6571793542270306,0.0933710947871493
frl_apartment_5,seq_0001,4,mlp_all,0.6905261277194527,0.7399585384814719,7718,48964,0.18341950054815126,1.0071319002708523,0.5952757004095017,0.5209898937548588,0.2553100236908749,0.34268699281823023,0.7399585384814719,0.36569724695694794,0.4894847093440771,0.9330137341280125,0.5168899599705906,0.665237882555036,0.10476190476190476
frl_apartment_5,seq_0001,4,mlp_noconf,0.6331113819399723,0.747862140450894,7718,48964,0.17730784771741653,0.9025975170349627,0.5399526823761897,0.5309665716506867,0.2650314516787844,0.3535758561029549,0.747862140450894,0.38659014786373663,0.5097017096913252,0.9289971495206012,0.550669879911772,0.6914673890667629,0.10654306059384656
frl_apartment_5,seq_0001,-1,support,0.6129009924649356,0.5908584858980702,16168,48964,0.35116067968688414,0.7726915170706011,0.5619260983787426,0.4019668480950025,0.3863450698472347,0.39400117255341516,0.5908584858980702,0.5017563924515971,0.5426743278133374,0.7767194458189015,0.6853606731476186,0.7281857612694581,0.13275485105220006
frl_apartment_5,seq_0001,-1,logit_count,0.6129009924649356,0.5908584858980702,16168,48964,0.35116067968688414,0.7726915170706011,0.5619260983787426,0.4019668480950025,0.3863450698472347,0.39400117255341516,0.5908584858980702,0.5017563924515971,0.5426743278133374,0.7767194458189015,0.6853606731476186,0.7281857612694581,0.13275485105220006
frl_apartment_5,seq_0001,-1,mlp_all,0.6797871399983731,0.6532038594755072,16168,48964,0.23704337501357123,0.4934540513160571,0.36524871316481416,0.4200272142503711,0.3816681643656564,0.3999299986568602,0.6532038594755072,0.5114165509353811,0.5736792209451048,0.8919470559129143,0.7252062739972225,0.7999805448965576,0.13244535519125683
frl_apartment_5,seq_0001,-1,mlp_noconf,0.6290318498951009,0.6325457694210787,16168,48964,0.28329051229797325,0.6570886427869116,0.4701895775424424,0.4122340425531915,0.3807286986357324,0.39585549837890915,0.6325457694210787,0.5155216077117882,0.5680694678697517,0.8393740722414647,0.6900580017972388,0.7574272893621802,0.129128924606688
apartment_2,seq_0011,4,support,0.6779678805436046,0.5643386481024029,8906,51469,0.43285285050948,0.6974466323043219,0.565149741406901,0.44677745340220076,0.3023567584371175,0.36064614435858755,0.5643386481024029,0.42612057743496085,0.4855854827699607,0.7151358634628341,0.653344731780295,0.68284526726166,0.0797343513878947
apartment_2,seq_0011,4,logit_count,0.6779678805436046,0.5643386481024029,8906,51469,0.43285285050948,0.6974466323043219,0.565149741406901,0.44677745340220076,0.3023567584371175,0.36064614435858755,0.5643386481024029,0.42612057743496085,0.4855854827699607,0.7151358634628341,0.653344731780295,0.68284526726166,0.0797343513878947
