scene,seq,N_req,N,n_vox,method,param,kept_frac,n_pred,n_ref,acc,comp,chamfer,precision@0.1,recall@0.1,f1@0.1,precision@0.2,recall@0.2,f1@0.2,precision@0.5,recall@0.5,f1@0.5,iou
apartment_2,seq_0005,4,4,22671,support_min,5,0.28260773675620837,6407,37203,0.1447674275219279,0.4446237084730644,0.2946955679974962,0.5656313407210863,0.40534365508157943,0.4722574238630047,0.7498049008896519,0.5965110340563933,0.6644308147302176,0.9605119400655533,0.7532994650969008,0.8443789421531845,0.155257586450247
apartment_2,seq_0005,4,4,22671,support_min,8,0.16355696705041683,3708,37203,0.12591834912938327,0.6368826286204449,0.38140048887491407,0.6423948220064725,0.2890627099965057,0.39871358973845333,0.7885652642934197,0.43896997553960704,0.5639862116306354,0.9719525350593312,0.645324301803618,0.7756551961630197,0.1239718758291324
apartment_2,seq_0005,4,4,22671,support_min,12,0.09884874950377134,2241,37203,0.10567730675432407,0.8524951820282434,0.4790862443912837,0.7228915662650602,0.1978872671558745,0.310717473742854,0.8424810352521196,0.29919630137354514,0.441573466755148,0.9781347612672914,0.4817353439238771,0.6455397421283514,0.09703026437026012
apartment_2,seq_0005,4,4,22671,sor,2.0,0.9570376251598959,21697,37203,0.26721522448004353,0.21798435406710692,0.24259978927357523,0.36521178043047425,0.5881246136064295,0.45060702306907696,0.5556528552334424,0.746122624519528,0.6369534118851564,0.8309904595105314,0.885466225842002,0.8573638847663395,0.1656322989656323
apartment_2,seq_0005,4,4,22671,sor,1.0,0.9128843015305897,20696,37203,0.25144478748663646,0.22193413534400408,0.23668946141532027,0.37756088132972554,0.5823723893234417,0.45811732814603473,0.573299188248937,0.7394027363384673,0.645841954814109,0.8503575570158485,0.8822675590678171,0.8660187125291757,0.16897478296816867
apartment_2,seq_0005,4,4,22671,sor,0.5,0.8244012174143178,18690,37203,0.22273633458047276,0.22875208054341328,0.22574420756194302,0.40476190476190477,0.5697389995430476,0.4732856412004337,0.6098983413590156,0.7284627583797005,0.6639287829933634,0.8837346174424826,0.8770798053920382,0.8803946358377863,0.17486660533578657
apartment_2,seq_0005,4,4,22671,sor,0.0,0.6219840324643818,14101,37203,0.1837630436644693,0.2706523395028084,0.22720769158363885,0.43571377916459825,0.4707684864123861,0.4525633299527985,0.6630735408836252,0.6645969411068999,0.663834367002705,0.9309978015743564,0.8487756363734107,0.8879874647468605,0.1560385656292287
apartment_2,seq_0005,4,4,22671,ror,0.15/4,0.9578757002337789,21716,37203,0.2703235727768251,0.21395110275890497,0.24213733776786506,0.36438570639160067,0.5874526247883235,0.4497808769473268,0.5533247375207221,0.7471978066284977,0.6358106317937614,0.8279609504512802,0.8917022820740262,0.8586502927104033,0.16533306661332267
apartment_2,seq_0005,4,4,22671,ror,0.15/8,0.7579286312910767,17183,37203,0.21270226235657472,0.229658055931967,0.22118015914427086,0.4211138916370832,0.5620245679111899,0.4814710495558846,0.6280626200314264,0.727844528667043,0.674282073206799,0.8936157830413781,0.8767572507593474,0.8851062484752122,0.17574305260309975
apartment_2,seq_0005,4,4,22671,ror,0.15/16,0.04035993118962551,915,37203,0.14577081459398797,0.7309601642595193,0.43836548942675363,0.5737704918032787,0.08144504475445528,0.14264241543846906,0.7704918032786885,0.23516920678439912,0.36035193648317654,0.9453551912568307,0.5878558180791872,0.7249263747099752,0.02335671415142093
apartment_2,seq_0005,4,4,22671,ror,0.3/4,0.9998235631423404,22667,37203,0.2931974429063441,0.20912362191934097,0.25116053241284253,0.3527595182423788,0.5929898126495176,0.44236415252995376,0.538006794017735,0.7574120366637099,0.6291290692162123,0.8088851634534786,0.8964868424589415,0.8504360380986979,0.16149068322981366
apartment_2,seq_0005,4,4,22671,ror,0.3/8,0.9930748533368621,22514,37203,0.2876679085757532,0.20961752512843584,0.24864271685209452,0.35489029048591986,0.5926941375695508,0.4439528308480106,0.5408634627342986,0.7563368545547402,0.6307043942187002,0.8128275739539842,0.8961911673789749,0.8524761897127977,0.16221839342023991
apartment_2,seq_0005,4,4,22671,ror,0.3/16,0.9633452428212254,21840,37203,0.26944347644007477,0.21499769875569272,0.24222058759788373,0.3639194139194139,0.5893073139262963,0.4499671820725415,0.5536172161172161,0.7480310727629492,0.6363053424031727,0.8283424908424909,0.8892831223288444,0.857731732649218,0.16527141053750583
