scene,seq,n_steps,N_req,N,seed,span_m,n_ref_subset,n_ref_fixed,variant,ref,frac,n_pred,n_ref,acc,comp,chamfer,precision@0.1,recall@0.1,f1@0.1,precision@0.2,recall@0.2,f1@0.2,precision@0.5,recall@0.5,f1@0.5,iou,kept_frac_vox
frl_apartment_5,seq_0011,18,1,1,0,0.0,14163,29308,base,subset,1.0,6682,14163,0.27075252000228495,0.16060053506011826,0.2156765275312016,0.38012571086501046,0.43754854197557014,0.4068208090901941,0.6278060460939838,0.7086069335592742,0.6657638379238944,0.8575276863214606,0.9824895855397867,0.9157653398227411,0.13666697138678124,
frl_apartment_5,seq_0011,18,1,1,0,0.0,14163,29308,base,subset,0.25,1670,14163,0.1579766735558636,0.5424817874695542,0.35022923051270893,0.5251497005988024,0.27345901292099134,0.35964275453136113,0.767065868263473,0.48421944503283204,0.5936746880784526,0.9323353293413174,0.7627621266680787,0.8390668938296428,0.09275618374558305,
frl_apartment_5,seq_0011,18,1,1,0,0.0,14163,29308,base,fixed,1.0,6682,29308,0.2595777682082915,0.19434365191381178,0.22696071006105162,0.4146961987428914,0.37726900504981575,0.39509822287248314,0.6445674947620473,0.6333083117237615,0.638888301708058,0.8594732116132895,0.9517879077385014,0.9032780542779603,0.133933143149733,
frl_apartment_5,seq_0011,18,1,1,0,0.0,14163,29308,base,fixed,0.25,1670,29308,0.15468226606767074,1.0617232637557477,0.6082027649117092,0.5461077844311377,0.16374368773031253,0.25194482515814737,0.7754491017964071,0.30431963968882214,0.4371017277849797,0.9323353293413174,0.5258632455302307,0.6724473479246271,0.07106391668368389,
frl_apartment_5,seq_0011,18,1,1,0,0.0,14163,29308,contra0,subset,1.0,6682,14163,0.27075252000228495,0.16060053506011826,0.2156765275312016,0.38012571086501046,0.43754854197557014,0.4068208090901941,0.6278060460939838,0.7086069335592742,0.6657638379238944,0.8575276863214606,0.9824895855397867,0.9157653398227411,0.13666697138678124,1.0
frl_apartment_5,seq_0011,18,1,1,0,0.0,14163,29308,contra0,subset,0.25,1670,14163,0.1579766735558636,0.5424817874695542,0.35022923051270893,0.5251497005988024,0.27345901292099134,0.35964275453136113,0.767065868263473,0.48421944503283204,0.5936746880784526,0.9323353293413174,0.7627621266680787,0.8390668938296428,0.09275618374558305,1.0
frl_apartment_5,seq_0011,18,1,1,0,0.0,14163,29308,contra0,fixed,1.0,6682,29308,0.2595777682082915,0.19434365191381178,0.22696071006105162,0.4146961987428914,0.37726900504981575,0.39509822287248314,0.6445674947620473,0.6333083117237615,0.638888301708058,0.8594732116132895,0.9517879077385014,0.9032780542779603,0.133933143149733,1.0
frl_apartment_5,seq_0011,18,1,1,0,0.0,14163,29308,contra0,fixed,0.25,1670,29308,0.15468226606767074,1.0617232637557477,0.6082027649117092,0.5461077844311377,0.16374368773031253,0.25194482515814737,0.7754491017964071,0.30431963968882214,0.4371017277849797,0.9323353293413174,0.5258632455302307,0.6724473479246271,0.07106391668368389,1.0
frl_apartment_5,seq_0011,18,1,1,0,0.0,14163,29308,support_match0,subset,1.0,6682,14163,0.27075252000228495,0.16060053506011826,0.2156765275312016,0.38012571086501046,0.43754854197557014,0.4068208090901941,0.6278060460939838,0.7086069335592742,0.6657638379238944,0.8575276863214606,0.9824895855397867,0.9157653398227411,0.13666697138678124,1.0
frl_apartment_5,seq_0011,18,1,1,0,0.0,14163,29308,support_match0,subset,0.25,1670,14163,0.15485033058615544,0.5675009008985098,0.3611756157423326,0.5317365269461077,0.2724705217821083,0.3603115122572757,0.7784431137724551,0.46995693002894867,0.58608574673981,0.9347305389221557,0.738473487255525,0.8250921106124318,0.09388356669123066,1.0
