scene,ranking,N_req,frac,n_steps,N_req,N,seed,frac,n_pred,n_ref,acc,comp,chamfer,precision@0.1,recall@0.1,f1@0.1,precision@0.2,recall@0.2,f1@0.2,precision@0.5,recall@0.5,f1@0.5,iou
apartment_2,support,4,0.9,27.416666666666668,4.0,4.0,1.0,0.8999999999999999,26434.416666666668,34399.305555555555,0.6532521188183412,0.4361541295375692,0.5447031241779552,0.2692080576861241,0.5370383634562129,0.3560388349753562,0.3988007907803206,0.6605612295104699,0.4940988223322997,0.6235700020438713,0.7893604489629066,0.6929710852176572,0.11164714346470801
apartment_2,support,4,1.0,27.416666666666668,4.0,4.0,1.0,1.0,29372.11111111111,34399.305555555555,0.7116936842750522,0.4180657124481496,0.5648796983616009,0.2510393694479905,0.547031944519066,0.3416695002563926,0.3784202469309583,0.6746127009155486,0.4818473457833457,0.604944960478981,0.8022292180476787,0.6862634479452263,0.10693774846599458
apartment_2,support,8,0.1,27.416666666666668,8.0,8.0,1.0,0.1,4884.25,45707.88888888889,0.13394091777068617,0.9563385574591398,0.545139737614913,0.6977984416328172,0.30849230324593707,0.42544791403327586,0.8114750311244777,0.39081457903793093,0.5251429660611429,0.948260700195349,0.5271878430039105,0.6757338735791925,0.10854697183165901
apartment_2,support,8,0.25,27.416666666666668,8.0,8.0,1.0,0.25,12211.305555555555,45707.88888888889,0.2475298454810297,0.6039512112522051,0.4257405283666174,0.47210885003801983,0.4373910385802798,0.4514241754670299,0.628339403589739,0.5598293613757982,0.5891550300398487,0.8538542123306142,0.7035412781628645,0.7697327639373008,0.13683334490101376
apartment_2,support,8,0.5,27.416666666666668,8.0,8.0,1.0,0.5,24423.083333333332,45707.88888888889,0.40853979438641314,0.47137764481878264,0.43995871960259797,0.32733361870733707,0.5184245809281314,0.3989456064626586,0.48423774972543066,0.6396429227551107,0.5485109642958585,0.7417841291078773,0.7683590980882185,0.7530752496377766,0.13018782782676663
apartment_2,support,8,0.75,27.416666666666668,8.0,8.0,1.0,0.75,36634.555555555555,45707.88888888889,0.6069961185150071,0.45072718647670407,0.5288616524958556,0.25246734591517894,0.5445344622473682,0.342912989636932,0.39019141365507626,0.6600647720379738,0.4876196846370788,0.6332175711151692,0.7807435070926432,0.6964124226900148,0.11315153234614891
apartment_2,support,8,0.9,27.416666666666668,8.0,8.0,1.0,0.8999999999999999,43961.416666666664,45707.88888888889,0.7288430149496519,0.44404003465610914,0.5864415248028805,0.2233653879444492,0.5584088424431097,0.31708860619910345,0.3518201821770642,0.6694005158336439,0.45830140799052504,0.5845036668866871,0.7846250628488202,0.6667650658064677,0.10465286482693123
apartment_2,support,8,1.0,27.416666666666668,8.0,8.0,1.0,1.0,48846.583333333336,45707.88888888889,0.7902461092893943,0.42360584356576314,0.6069259764275787,0.20986929632912013,0.5729935166464961,0.30528964616580634,0.33502688947431003,0.6869659797189966,0.4475395436216351,0.5674700931195895,0.798392656729619,0.6601632736088711,0.10024074795236965
apartment_2,support,16,0.1,27.416666666666668,16.0,15.916666666666666,1.0,0.1,7556.277777777777,56913.38888888889,0.16490420350023763,1.0063776963411224,0.58564094992068,0.619490176875966,0.3176688186181022,0.4177286603884677,0.7572212628288368,0.3927869121182469,0.5149178686203176,0.9262874291457318,0.5126638171868607,0.6582287983041097,0.12377860756183476
apartment_2,support,16,0.25,27.416666666666668,16.0,15.916666666666666,1.0,0.25,18891.527777777777,56913.38888888889,0.2923789605853453,0.6777307063517425,0.48505483346854394,0.40313066379400914,0.4349931140939461,0.4156551553912886,0.5731346431423778,0.5371614960664709,0.5515799365675865,0.8229985585600871,0.6666734339625829,0.734709845114532,0.13907956129960908
apartment_2,support,16,0.5,27.416666666666668,16.0,15.916666666666666,1.0,0.5,37783.47222222222,56913.38888888889,0.48566593824211485,0.5137414142607365,0.49970367625142564,0.27059704227546477,0.5164272314894454,0.3527907975512268,0.4256603982642504,0.6246018388169331,0.5033114625311133,0.6964779228994762,0.7442986848756672,0.7173314911898943,0.12133193486484507
apartment_2,support,16,0.75,27.416666666666668,16.0,15.916666666666666,1.0,0.75,56675.22222222222,56913.38888888889,0.6841036563021687,0.4707725194469051,0.5774380878745369,0.2077667475565857,0.5478790904237276,0.29945595588841484,0.340798027654914,0.6522122221265607,0.4449809104997089,0.5939669681925508,0.7634116742760835,0.6649606412827993,0.1018679200713739
apartment_2,support,16,0.9,27.416666666666668,16.0,15.916666666666666,1.0,0.8999999999999999,68010.16666666667,56913.38888888889,0.8065424597134192,0.45807371930635654,0.6323080895098879,0.18368862906117,0.5634037119546209,0.2753305724734372,0.306174214356987,0.6630427115766674,0.41612421752511525,0.546245912413933,0.7692355970535416,0.6353436817738676,0.09318963878120495
apartment_2,support,16,1.0,27.416666666666668,16.0,15.916666666666666,1.0,1.0,75567.27777777778,56913.38888888889,0.8642092368437312,0.43305772541253085,0.6486334811281309,0.17394665896878864,0.5863456399189002,0.266694847524305,0.2932784299124918,0.6877246032560074,0.408505970247641,0.5312164416260093,0.7852471178509612,0.6302473648166915,0.08969710225387267
