,,,n_steps,n_steps,N_req,N_req,N,N,seed,seed,frac,frac,n_pred,n_pred,n_ref,n_ref,acc,acc,comp,comp,chamfer,chamfer,precision@0.1,precision@0.1,recall@0.1,recall@0.1,f1@0.1,f1@0.1,precision@0.2,precision@0.2,recall@0.2,recall@0.2,f1@0.2,f1@0.2,precision@0.5,precision@0.5,recall@0.5,recall@0.5,f1@0.5,f1@0.5,iou,iou
,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
ranking,N_req,frac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oracle,32,0.5,23.666666666666668,10.560988720693754,32.0,0.0,21.846153846153847,6.771664320223092,1.0,0.8200084103858011,0.5,0.0,40667.470085470086,14193.673654236829,58515.256410256414,12792.97355916173,0.16829608277687122,0.08005297522834082,0.2517250683023043,0.18768041341841848,0.21001057553958774,0.1311193937933794,0.4018086766644887,0.11940114681127788,0.6610241981158874,0.09865134820889372,0.4951929029136248,0.11662332135691846,0.6953268223681431,0.19143242434883403,0.7796133130079668,0.1057570401203307,0.7290970004071173,0.14943341121018505,0.9695535206295145,0.09414285125216763,0.8800605818846546,0.10137808709177284,0.9213000359859848,0.09244384567081133,0.18480402081780706,0.054622570576695964
oracle,32,0.75,23.666666666666668,10.560988720693754,32.0,0.0,21.846153846153847,6.771664320223092,1.0,0.8200084103858011,0.75,0.0,61001.22222222222,21290.48000589057,58515.256410256414,12792.97355916173,0.3100119284370494,0.16688330269216134,0.2464467442695741,0.18824718758883832,0.27822933635331176,0.17416608625528268,0.26787212357475876,0.0795999973184382,0.6610241981158874,0.09865134820889372,0.37818635662470423,0.09441721331217238,0.46379122874922146,0.12801448297447174,0.7796229367039559,0.10576413450275092,0.577154366003942,0.12671006354834888,0.8263195968408364,0.1725445132818763,0.8832675389025995,0.10290148136228648,0.8506166837527721,0.13878028175131552,0.1317465137014527,0.03861365507611557
oracle,32,0.9,23.666666666666668,10.560988720693754,32.0,0.0,21.846153846153847,6.771664320223092,1.0,0.8200084103858011,0.9,0.0,73201.34188034188,25548.654253364733,58515.256410256414,12792.97355916173,0.44495038358095246,0.24604499138094585,0.24543112419668606,0.18847402638995847,0.3451907538888192,0.21383866482400574,0.22322747021423886,0.06633399011902184,0.6610241981158874,0.09865134820889372,0.3312856287726501,0.08461338254776786,0.38649388589692,0.10667990114884024,0.7796229367039559,0.10576413450275092,0.5130580781108334,0.1157811289241779,0.694886940675628,0.15089005038514858,0.8833097683260428,0.10292115046086188,0.7745077724268314,0.13255106133728906,0.1123953661325929,0.032858093938318456
oracle,32,1.0,23.666666666666668,10.560988720693754,32.0,0.0,21.846153846153847,6.771664320223092,1.0,0.8200084103858011,1.0,0.0,81335.4017094017,28387.313482604382,58515.256410256414,12792.97355916173,0.6009628746226187,0.31640434186766314,0.2450380296750632,0.18863300883545459,0.4230004521488409,0.24919675380333456,0.2009027831534073,0.05969934860797418,0.6610241981158874,0.09865134820889372,0.30599755639115106,0.0791079098604168,0.347841166431833,0.09600982020127863,0.7796229367039559,0.10576413450275092,0.4777101909989598,0.10942544531829446,0.6253923954249493,0.1357977489232029,0.8833097683260428,0.10292115046086188,0.7292129422661239,0.12673777216144733,0.10237165436427657,0.029891108214789748
support,-1,0.1,23.666666666666668,10.653226181311249,-1.0,0.0,23.666666666666668,10.653226181311249,0.0,0.0,0.1,0.0,8403.871794871795,3314.551999413361,59403.743589743586,14547.659990379261,0.22863014002351215,0.1458423797735609,1.0753550666059184,0.22326646761685284,0.6519926033147153,0.15206593685902,0.5676912638192001,0.13342592108966408,0.287967686356787,0.05017178749573013,0.37965886734088333,0.0679884215453472,0.7303839702030944,0.14189330847436693,0.3681192232251084,0.05313905003974471,0.48654763046752436,0.06921662809542907,0.8800194956956324,0.1210179587132605,0.49218702041901125,0.058596815556494736,0.6280659654895406,0.06512776759165674,0.13365913348765304,0.031052387511882967
support,-1,0.25,23.666666666666668,10.653226181311249,-1.0,0.0,23.666666666666668,10.653226181311249,0.0,0.0,0.25,0.0,21010.17948717949,8286.467537884299,59403.743589743586,14547.659990379261,0.28724152398836766,0.12367669926145745,0.5423081195337088,0.20464811638128827,0.4147748217610383,0.13137268680904812,0.4049499803233256,0.10085841068997789,0.42656844964387647,0.06213221647197548,0.41227907477812326,0.07690835915103851,0.5974537512583393,0.12859012717963259,0.5377702305531618,0.06277095781925465,0.5624595005887948,0.08481470157647511,0.8373710161602325,0.1115573803133528,0.6970921458161649,0.07255385231018659,0.7573354204001334,0.07322384671242925,0.15022371192403616,0.03984356075191996
support,-1,0.5,23.666666666666668,10.653226181311249,-1.0,0.0,23.666666666666668,10.653226181311249,0.0,0.0,0.5,0.0,42021.02564102564,16572.95868590121,59403.743589743586,14547.659990379261,0.40214929746603373,0.18222133420601913,0.32753249035062504,0.19869371917209358,0.36484089390832936,0.1800795114367541,0.2891261011304504,0.08084619742002039,0.5413215284772307,0.07710075753679056,0.37371917964342594,0.08367064673668079,0.4675820621633206,0.11821873313204301,0.6759051497658569,0.08572328101021731,0.5485115673820159,0.10501128837975224,0.7491817091809412,0.12812662549898865,0.8267071026204397,0.09906825734024291,0.7831532180257355,0.10694642883748073,0.1320446925328744,0.03748702103661955
support,-1,0.75,23.666666666666668,10.653226181311249,-1.0,0.0,23.666666666666668,10.653226181311249,0.0,0.0,0.75,0.0,63031.53846153846,24859.421888360193,59403.743589743586,14547.659990379261,0.504668961420143,0.2586458201892546,0.27763713535951395,0.1960602470662908,0.39115304838982845,0.22232404771721573,0.23289261320369897,0.0683210975711365,0.6043280129715405,0.09083651138606319,0.33346898766154365,0.08241754010111194,0.3934402770552832,0.10581706679840533,0.7344589036014543,0.10060528176929175,0.5087100530319622,0.11037187089199109,0.6784649969328356,0.13731518419914188,0.8614289699815298,0.10420612149684222,0.7563564973188399,0.12289967207697071,0.11423613813448401,0.033221819794270635
support,-1,0.9,23.666666666666668,10.653226181311249,-1.0,0.0,23.666666666666668,10.653226181311249,0.0,0.0,0.9,0.0,75637.71794871795,29831.356299731186,59403.743589743586,14547.659990379261,0.5651093096919223,0.3077957292378187,0.2641241244188356,0.19778424008721737,0.41461671705537895,0.2482770826806132,0.21126531442436866,0.06487981899631026,0.6355778356571453,0.09667733217065659,0.3145577838693483,0.08271761399745196,0.36259348305045,0.1030543372941646,0.7540689072066171,0.1046256266370412,0.4859396022740853,0.1128809774774475,0.6430314562818991,0.14361497553360666,0.8700433108287114,0.10584940027166702,0.7362030809490009,0.13072039701024224,0.10638681710328306,0.03190323543946336
support,-1,1.0,23.666666666666668,10.653226181311249,-1.0,0.0,23.666666666666668,10.653226181311249,0.0,0.0,1.0,0.0,84042.51282051283,33145.915915659796,59403.743589743586,14547.659990379261,0.6045948985061248,0.32383931942095545,0.24609129909241304,0.1953094282475204,0.4253430987992689,0.25601349036417786,0.19922247917276797,0.06026254313818719,0.6622436542814445,0.10268325241526087,0.30401428022655314,0.07990698023556429,0.34547999199156376,0.09693258658215632,0.7798093618857774,0.10891505622829263,0.47539493479362366,0.11072706251205892,0.6231119701529817,0.1380635422945618,0.8826799284878004,0.10594109896773746,0.7273840963252491,0.1292108711944184,0.10170705697987846,0.030007937719068317
support,1,0.1,23.666666666666668,10.560988720693754,1.0,0.0,1.0,0.0,1.0,0.8200084103858011,0.1,0.0,887.6837606837607,181.4663286698327,14272.649572649572,2647.965293410693,0.19435351425804187,0.15757929316854577,1.1926318129232838,0.20727222235474524,0.6934926635906629,0.1564593330037026,0.6661533580958163,0.18131561785293512,0.18152945407486626,0.04870623380516674,0.2831470484325557,0.07180603122575491,0.7861322021409529,0.15713800500147618,0.2681476860037556,0.0541245931432826,0.3971527137888004,0.07237866043333069,0.8879795850412852,0.1279616604538071,0.4290680858968546,0.06314704958920524,0.5752669112437485,0.0726657467066239,0.05016803468254445,0.019861738285705758
support,1,0.25,23.666666666666668,10.560988720693754,1.0,0.0,1.0,0.0,1.0,0.8200084103858011,0.25,0.0,2219.957264957265,453.54945731081835,14272.649572649572,2647.965293410693,0.22967791511471694,0.13545166499408878,0.6881473537181693,0.1483496574448953,0.45891263441644314,0.1135678299507007,0.5508418444283268,0.13858152585532205,0.3099642349014884,0.06483367870241834,0.3935897339896471,0.0819454991298041,0.7038320486015277,0.14400483325364216,0.45113341589169287,0.07671421303673717,0.5461075968608354,0.0905667095505,0.8714111280626243,0.1132198900365361,0.6576797117035701,0.07064386203164984,0.7458801822826638,0.07182122524582767,0.09080062487531197,0.029727457683764842
support,1,0.5,23.666666666666668,10.560988720693754,1.0,0.0,1.0,0.0,1.0,0.8200084103858011,0.5,0.0,4440.444444444444,907.0559942078285,14272.649572649572,2647.965293410693,0.3026681057537114,0.15667125338002375,0.4441092458194817,0.13869870809118579,0.3733886757865965,0.13101736128159155,0.44571932948266696,0.11771322594820349,0.38835734164817354,0.08144987407350643,0.4117494777842593,0.09151920479436668,0.6096369932660326,0.13859510032774286,0.5438428227745892,0.09419005756355271,0.5714915953970272,0.10738847237808014,0.8184007427997074,0.12442423691659144,0.7541794419330062,0.08040691099384986,0.7821547870820172,0.09264919733848923,0.11577062452488218,0.038363505744603586
support,1,0.75,23.666666666666668,10.560988720693754,1.0,0.0,1.0,0.0,1.0,0.8200084103858011,0.75,0.0,6660.641025641025,1360.6029562327446,14272.649572649572,2647.965293410693,0.3751400132964212,0.2183984649862738,0.4090121119670266,0.14922413545625535,0.3920760626317239,0.17101082222380315,0.3741866218043457,0.10511036571743339,0.4120117621933472,0.08445075994468502,0.3884886767762376,0.0903928639353494,0.5383902534758181,0.133355049867019,0.565926416216724,0.09577550131981974,0.5475431117027805,0.10923609539737104,0.7686244024566532,0.13832999997697284,0.7727054692401636,0.08456944101558095,0.7668299962994471,0.10500760660560127,0.11596454984681803,0.0397924657874807
support,1,0.9,23.666666666666668,10.560988720693754,1.0,0.0,1.0,0.0,1.0,0.8200084103858011,0.9,0.0,7992.777777777777,1632.6593079111187,14272.649572649572,2647.965293410693,0.4210225145937662,0.25386611406590964,0.3870723374476599,0.15579665501467121,0.40404742602071303,0.191320143309179,0.3394852696874092,0.09778355442963396,0.4225778173499273,0.08683247941476108,0.3727775270650929,0.08907322334918048,0.5022046249303723,0.1275521164025069,0.5780941336823394,0.09754786561327634,0.5331048154373572,0.1090884084656861,0.7388140583729793,0.13992361795440325,0.7851038776409395,0.08726646134832665,0.7571293563447629,0.10918974596183294,0.11286909047218105,0.03964006662207459
support,1,1.0,23.666666666666668,10.560988720693754,1.0,0.0,1.0,0.0,1.0,0.8200084103858011,1.0,0.0,8881.367521367521,1814.060517744514,14272.649572649572,2647.965293410693,0.4548148234155179,0.27266256619347295,0.3722192664081865,0.161030230752704,0.41351704491185215,0.20254887103629465,0.31562834115379074,0.09158880814728164,0.42740508605381006,0.08718332482640763,0.3593738218275571,0.08659595467060519,0.47546987639961585,0.12174992493550502,0.5863169330955331,0.09877988000482318,0.5206834933787405,0.10772331480897825,0.7168176378090151,0.13865389111374476,0.7965794894897841,0.09110279740873732,0.7503272534171379,0.11138250067116044,0.10934527999541631,0.038612325141148374
support,2,0.1,23.666666666666668,10.560988720693754,2.0,0.0,2.0,0.0,1.0,0.8200084103858011,0.1,0.0,1555.837606837607,339.9878029573129,21906.358974358973,3868.750258117175,0.1938531312471281,0.15574113999305844,1.1098337333550754,0.20972724000991846,0.6518434323011018,0.15768893681011437,0.671332587635044,0.16711213548427067,0.20325946009997414,0.04752972234743946,0.30955075318341047,0.06829474819141586,0.7937281560644744,0.15267529513354777,0.2933221579154186,0.05163985374270509,0.42505231104500313,0.0679034331115178,0.8924894538075612,0.12558748017658014,0.46208385179326494,0.06289641598906771,0.6046030693648251,0.06838624517851204,0.06563144607561998,0.022845901415782802
support,2,0.25,23.666666666666668,10.560988720693754,2.0,0.0,2.0,0.0,1.0,0.8200084103858011,0.25,0.0,3890.2991452991455,850.0259556377582,21906.358974358973,3868.750258117175,0.2369483954562964,0.13566388521799128,0.6189530749442397,0.17626966784485232,0.42795073520026805,0.12192793289437229,0.5364566997282114,0.13354312998670592,0.33752825785813934,0.06616228587270964,0.41087909178249654,0.08269454653303278,0.6960157518349369,0.1424314239093927,0.4811638721045537,0.07411386963962226,0.5649662227452237,0.08891300976126859,0.8679531262180599,0.1141820540949944,0.6858990301476549,0.07058176669623606,0.7625175190710916,0.07230202052730977,0.1080358861907959,0.03449305488251972
support,2,0.5,23.666666666666668,10.560988720693754,2.0,0.0,2.0,0.0,1.0,0.8200084103858011,0.5,0.0,7781.008547008547,1700.0818261023671,21906.358974358973,3868.750258117175,0.31563550736167917,0.16251971983002886,0.3968721661406338,0.16568402533175797,0.35625383675115646,0.14234194232573816,0.4184462399235611,0.11472977424008593,0.41900923009125424,0.08300548284513229,0.41527645067530383,0.09385970941246036,0.5898223366877084,0.14047661784805698,0.578874468715382,0.09247445040122368,0.5806188407667613,0.11013888006179973,0.8118830647416424,0.12878345811118277,0.7844552271986281,0.08170453052875414,0.7946768286248316,0.09485415180914386,0.12516666261681383,0.042066551451471375
support,2,0.75,23.666666666666668,10.560988720693754,2.0,0.0,2.0,0.0,1.0,0.8200084103858011,0.75,0.0,11671.495726495727,2550.1450453134526,21906.358974358973,3868.750258117175,0.4074453457179535,0.23963589403547272,0.36185107926766247,0.17489213352851846,0.38464821249280795,0.1938132555671038,0.3492196727913117,0.09894351858766402,0.44937944062596663,0.08620858442354762,0.38946909612359265,0.09147859943182426,0.516095165069314,0.13130394576992246,0.6078748688011714,0.09631766739820952,0.5540279655900086,0.11279773429217359,0.7556399772441532,0.1435284609591664,0.805709728766627,0.08682239485657976,0.7759584284413891,0.11112563055946224,0.12226310433036186,0.0413519271896399
support,2,0.9,23.666666666666668,10.560988720693754,2.0,0.0,2.0,0.0,1.0,0.8200084103858011,0.9,0.0,14005.760683760684,3060.1537476857898,21906.358974358973,3868.750258117175,0.4582797298401828,0.2849386103911111,0.3452153959193966,0.17896705667019536,0.40174756287978974,0.2192247032490743,0.31689608303748446,0.0920663418258216,0.46351161067545094,0.08940930207493131,0.37299237995575163,0.09066935474659236,0.4800040087118963,0.12565148166064471,0.6243553810145919,0.09969052016192524,0.5385897258589385,0.11413855011603696,0.725870970993086,0.14557082955532183,0.8186400889652773,0.08883813147390023,0.7653598828722179,0.11666753993992063,0.11782665953261753,0.04043845697111711
support,2,1.0,23.666666666666668,10.560988720693754,2.0,0.0,2.0,0.0,1.0,0.8200084103858011,1.0,0.0,15562.478632478633,3400.205114498268,21906.358974358973,3868.750258117175,0.49475286137620095,0.30940094631613546,0.32880019747889877,0.1840788042397415,0.4117765294275499,0.23405729427726407,0.2957718417322685,0.08713129244759564,0.471204569476806,0.09127758199426671,0.3600350522207868,0.08928902209596348,0.45583115971788785,0.12158753034349383,0.6371547532289888,0.10389023515350809,0.5272995325396361,0.11509433270355118,0.7048261198244072,0.14522381033643317,0.8326222060898181,0.09397512342176097,0.7592340842595677,0.12053802882485964,0.11367686188824602,0.03931435701632837
support,4,0.1,23.666666666666668,10.560988720693754,4.0,0.0,4.0,0.0,1.0,0.8200084103858011,0.1,0.0,2829.4786324786323,525.2482105910958,33477.80341880342,4897.115766623487,0.20967227180847592,0.17097880202303914,1.0259855368912536,0.18589660696588975,0.6178289043498648,0.15551901861424072,0.6749482755072929,0.1566760753599508,0.2452737907856452,0.05017787866334445,0.3581952941288749,0.07205170744620694,0.7830197749159185,0.15080805640569575,0.33804076672476063,0.04753098987136245,0.46999520055178173,0.06756127707630642,0.8816625298773088,0.13577962839613844,0.5036014354327599,0.05762617099875238,0.6373561261774792,0.06960450161580631,0.09265880640210808,0.026661197338881955
support,4,0.25,23.666666666666668,10.560988720693754,4.0,0.0,4.0,0.0,1.0,0.8200084103858011,0.25,0.0,7074.470085470086,1313.0849013483974,33477.80341880342,4897.115766623487,0.25048875996432335,0.1316655964462398,0.5448013243751134,0.14206548155351473,0.3976450421697184,0.10897250289590954,0.5166992036194691,0.11147892423240821,0.3898806225858169,0.06684477364150371,0.4425470483334585,0.07983398961088022,0.6762485356821657,0.1254715620103396,0.5340537415950104,0.0724081790807362,0.5941960757627196,0.08589459283403297,0.8593676971670857,0.10937026551634574,0.7167478015137781,0.06363830299186406,0.7784215916900916,0.06895001644679519,0.13375027859575583,0.03471841834921106
support,4,0.5,23.666666666666668,10.560988720693754,4.0,0.0,4.0,0.0,1.0,0.8200084103858011,0.5,0.0,14149.461538461539,2626.1250250539965,33477.80341880342,4897.115766623487,0.32353134210468293,0.1326236304867966,0.3345221378361551,0.13327935065348462,0.329026739970419,0.11226774154554278,0.39339209457126406,0.09261472205006883,0.4804142795070708,0.07987769091038192,0.4306893688256253,0.08483042915729884,0.5657011389309683,0.11926155988918724,0.6390700125495061,0.0801717013900395,0.5975616482887333,0.09788984258715668,0.8020431693332208,0.11064410844189432,0.8210517864261648,0.07011211671319487,0.8085499450282462,0.08053666344468156,0.14085540519914014,0.03993561490132608
support,4,0.75,23.666666666666668,10.560988720693754,4.0,0.0,4.0,0.0,1.0,0.8200084103858011,0.75,0.0,21224.162393162394,3939.1795202004464,33477.80341880342,4897.115766623487,0.40791301707544864,0.1834251089851022,0.29862304561389924,0.13981217019811168,0.35326803134467394,0.15116171246191576,0.3244594703819375,0.08024147179062235,0.5183894731851313,0.0816337875529773,0.39708049895683617,0.08211820008868702,0.49193127181086505,0.11216844465178676,0.6757693793053045,0.08197464058793703,0.5664340217137722,0.10117655515985628,0.7433736800832688,0.12345576465525657,0.8441215063745445,0.07283449508499061,0.7876116751715667,0.09635778691892086,0.13128985098387452,0.0379151558881486
support,4,0.9,23.666666666666668,10.560988720693754,4.0,0.0,4.0,0.0,1.0,0.8200084103858011,0.9,0.0,25469.02564102564,4726.995554628203,33477.80341880342,4897.115766623487,0.45942940600625737,0.21772540968024326,0.2840686540280137,0.14240028213508887,0.37174903001713555,0.17102618768977654,0.2942033907947992,0.07474676329286861,0.5382892230070653,0.084323585423656,0.3784479363235373,0.08105275306650285,0.45646338737377135,0.10757979125944023,0.6965677943914298,0.08494058977663925,0.5484939286355701,0.10245184830669603,0.7120393104640739,0.12605721071004697,0.8557322263085685,0.0750300518166091,0.7742010091295358,0.1018638280255094,0.1249882249741475,0.0366612515377585
support,4,1.0,23.666666666666668,10.560988720693754,4.0,0.0,4.0,0.0,1.0,0.8200084103858011,1.0,0.0,28299.418803418805,5252.224141748011,33477.80341880342,4897.115766623487,0.4964537374493893,0.23216092272616912,0.2642145039190269,0.14430045177295525,0.38033412068420813,0.18019577188966643,0.27543761450949195,0.07048199825778693,0.5516878329839013,0.08593964854617214,0.36551729136149136,0.07944556994213717,0.4342100323445581,0.1027297333518196,0.7168516738665079,0.08843697133126244,0.5379622401175067,0.10230321142624822,0.691695345893166,0.12333734175904615,0.8729986145029303,0.07891776588761458,0.7688753283267273,0.10363058395003763,0.119915019789628,0.035270641085344584
support,8,0.1,23.666666666666668,10.560988720693754,8.0,0.0,8.0,0.0,1.0,0.8200084103858011,0.1,0.0,4594.615384615385,960.5888446062464,43912.13675213675,6577.321430892336,0.2169020743027952,0.16743815445219104,1.0292582997185973,0.18817557155927533,0.6230801870106962,0.1474617899618418,0.6357535008105473,0.14533095178292482,0.2714212500991518,0.0503804759272459,0.3787100053490341,0.07108244373513702,0.7668548890059881,0.14788837741456784,0.36273223046303116,0.04871198971976938,0.48978557521557853,0.06744993193095793,0.8814311128564761,0.13504825011695332,0.5123854707727111,0.06027418992730022,0.6435561800174956,0.06764714409759945,0.113372696245889,0.028044949583480933
support,8,0.25,23.666666666666668,10.560988720693754,8.0,0.0,8.0,0.0,1.0,0.8200084103858011,0.25,0.0,11487.31623931624,2401.472025760424,43912.13675213675,6577.321430892336,0.26389277099823494,0.12503495407734133,0.5215360539468079,0.13339737191640103,0.3927144124725214,0.09560170400014532,0.46920656215029094,0.09907871584923249,0.41349013304062354,0.058527420555923755,0.43751364902490486,0.07163180441275953,0.6459481225218796,0.12131793150801853,0.5460109471750303,0.06202497323649266,0.58841220250721,0.07741840903763945,0.8523209677669298,0.10916502988821411,0.7124582218521333,0.05499895005682103,0.7727926478313188,0.06284911403591475,0.14470380768819488,0.03449861526824391
support,8,0.5,23.666666666666668,10.560988720693754,8.0,0.0,8.0,0.0,1.0,0.8200084103858011,0.5,0.0,22975.128205128207,4802.9445180812345,43912.13675213675,6577.321430892336,0.3460289756082961,0.13372273617268113,0.3140014697587463,0.13942023563970957,0.3300152226835212,0.12068367847805127,0.3482458632097326,0.08182900303319388,0.5142913969379425,0.06820516122158923,0.4132381493350496,0.07778725962089915,0.5276735963893141,0.11334678140607042,0.668163288191389,0.06821086399930751,0.5864746360553441,0.09276512721595238,0.7849920080016157,0.11123998128093492,0.83468631653802,0.0707929748670593,0.8062913082950575,0.08270511010381847,0.14106168699455307,0.0379151129632552
support,8,0.75,23.666666666666668,10.560988720693754,8.0,0.0,8.0,0.0,1.0,0.8200084103858011,0.75,0.0,34462.65811965812,7204.499887118433,43912.13675213675,6577.321430892336,0.43904456404077186,0.19867271961432859,0.2792824358785596,0.14631962705395035,0.35916349995966573,0.1659597208603294,0.28372426361657815,0.07062593430994653,0.561778568861806,0.07165264442297563,0.37509530621207116,0.07715552156795265,0.4520572160385308,0.10496121567261325,0.7089460347677621,0.07401717296201732,0.5489771073034313,0.09871622904456416,0.7206977689578876,0.12328359787670122,0.8579410191957674,0.0758023891072069,0.780688263770393,0.1006243414426229,0.12674423793177714,0.03465308980138011
support,8,0.9,23.666666666666668,10.560988720693754,8.0,0.0,8.0,0.0,1.0,0.8200084103858011,0.9,0.0,41355.18803418803,8645.334918954273,43912.13675213675,6577.321430892336,0.4949676627328234,0.23976587561979731,0.26562396971462254,0.1496327483238305,0.380295816223723,0.18962634080281918,0.2578467166099412,0.06697676180885491,0.5895778387771855,0.07594256251196885,0.35687721260449545,0.07773899803190519,0.4190292841859998,0.10246565894734998,0.7331642984600906,0.07921417407385545,0.5300881781909362,0.10222340896082215,0.6881477056025042,0.12904894024700153,0.8686798689839241,0.0782757065553898,0.7650036510018011,0.10870857144269047,0.11962716524224302,0.033345852339432935
support,8,1.0,23.666666666666668,10.560988720693754,8.0,0.0,8.0,0.0,1.0,0.8200084103858011,1.0,0.0,45950.743589743586,9605.950682774399,43912.13675213675,6577.321430892336,0.5330234993024765,0.2556595654441278,0.24524539817893426,0.1499887093592847,0.38913444874070535,0.19858404459504317,0.24247119970821934,0.06336874344980342,0.6096536251643041,0.08040595894654036,0.34517312602871075,0.07671858394453702,0.39921070585346524,0.09831076657877046,0.7592257101257401,0.08678212147959748,0.520247176396567,0.10301877573911795,0.6681699254216092,0.12670454003510292,0.8865551234867842,0.08164711126831604,0.759126310393703,0.11039997371960668,0.11453585347336333,0.03206281695017437
support,16,0.1,23.666666666666668,10.560988720693754,16.0,0.0,15.692307692307692,0.6082980562182811,1.0,0.8200084103858011,0.1,0.0,6791.6324786324785,1602.3715807293727,53671.581196581195,8574.152347004536,0.22781020189191595,0.15682219016155652,1.0568601716990331,0.21697134879278399,0.6423351867954744,0.15335565880373003,0.5875845829331682,0.13475979093454435,0.28394736691943684,0.052388991107502246,0.38120503805478523,0.07193862501306732,0.7401497488814502,0.14325355288036962,0.3677584960243276,0.05551220162598973,0.4887147015089964,0.07261948027823761,0.8787191211640132,0.1284313628067857,0.49886812712427886,0.06198492143417189,0.632396297891853,0.0680857495838559,0.1277751623685269,0.030705123843954643
support,16,0.25,23.666666666666668,10.560988720693754,16.0,0.0,15.692307692307692,0.6082980562182811,1.0,0.8200084103858011,0.25,0.0,16979.709401709402,4005.971381316657,53671.581196581195,8574.152347004536,0.2803511435823859,0.12214391725957416,0.5326406525517096,0.17113687581232223,0.4064958980670478,0.11122285093930472,0.42404604451625816,0.09693719041065062,0.4216665656098872,0.06014360372362809,0.4205986178277079,0.07439071663023689,0.6117915803082504,0.12380911972988728,0.5403390485223479,0.05975498518216738,0.570428372845147,0.08057757644340634,0.841690098622171,0.11055828200419973,0.703433095078565,0.06105156527274497,0.7627562394228773,0.06609178660025054,0.14927307498423079,0.03856676913213304
support,16,0.5,23.666666666666668,10.560988720693754,16.0,0.0,15.692307692307692,0.6082980562182811,1.0,0.8200084103858011,0.5,0.0,33959.94017094017,8012.0480186582845,53671.581196581195,8574.152347004536,0.3804055763607349,0.1537601036278056,0.3176955216265577,0.16921526677168197,0.3490505489936463,0.14932031677604107,0.30611261333486056,0.0775524641285925,0.5325994696130293,0.06740918250641197,0.38658256123934104,0.07882286932823146,0.4851282262061425,0.11213974399416352,0.6757865358109139,0.07351738339192959,0.5612426546725087,0.09719169759407352,0.76091232898153,0.11783796310521254,0.8332275920469019,0.08635626776860507,0.7925326141516401,0.09444841202566939,0.1352802683432176,0.037040003083931225
support,16,0.75,23.666666666666668,10.560988720693754,16.0,0.0,15.692307692307692,0.6082980562182811,1.0,0.8200084103858011,0.75,0.0,50939.92307692308,12018.005801751324,53671.581196581195,8574.152347004536,0.4783781520051232,0.22683921555752654,0.2718520485596934,0.17097226748628483,0.37511510028240824,0.19406696209707786,0.24773697707614845,0.06661722763465554,0.5913260969680774,0.07772786181579512,0.34728919056627827,0.07890600921360817,0.41128210838694024,0.10285777388933036,0.7291934386493523,0.08682306525372553,0.5228557527004319,0.10473966065645085,0.6930049752005514,0.12827132628376595,0.8639950956581284,0.09147727307638387,0.7666429154483793,0.11240512841204102,0.11842242506288553,0.03314829810540619
support,16,0.9,23.666666666666668,10.560988720693754,16.0,0.0,15.692307692307692,0.6082980562182811,1.0,0.8200084103858011,0.9,0.0,61127.88034188034,14421.663022355857,53671.581196581195,8574.152347004536,0.5358834266676867,0.27180149847816854,0.25723500235058916,0.1720216335182716,0.39655921450913795,0.21788012617067176,0.22535797171510777,0.06313641559924411,0.6238485143932971,0.08253658220699146,0.3292682185019415,0.07906585833925234,0.38082152755199933,0.10029217938847355,0.751267863830332,0.09081507295318232,0.5022095898746396,0.1072156375894503,0.6596525358071147,0.13437492529825215,0.8740096913185155,0.09265650582517078,0.7488896112776948,0.11978549945017972,0.11102217979602848,0.03168249223303397
support,16,1.0,23.666666666666668,10.560988720693754,16.0,0.0,15.692307692307692,0.6082980562182811,1.0,0.8200084103858011,1.0,0.0,67920.36752136752,16024.022456922929,53671.581196581195,8574.152347004536,0.5754853184655944,0.2845496812475897,0.23841685068352378,0.16947246028564988,0.40695108457455903,0.2238223584668194,0.21232983892637103,0.05901199924410352,0.6491338982918843,0.08853667333939984,0.3183023790477217,0.07686155541549732,0.362860099650488,0.09519088648298286,0.778113990620603,0.09645512249284713,0.4918474274981364,0.10601808286333315,0.6393408281809461,0.1298004613249246,0.888083478432983,0.0931874498083907,0.7405590555165458,0.11872195240864208,0.10615719708602728,0.029974567386267467
support,32,0.1,23.666666666666668,10.560988720693754,32.0,0.0,21.846153846153847,6.771664320223092,1.0,0.8200084103858011,0.1,0.0,8133.136752136752,2838.657887422733,58515.256410256414,12792.97355916173,0.22917332189198214,0.1470957403601866,1.0716748440382622,0.22242486121998925,0.6504240829651221,0.15124020858943657,0.5696423288941368,0.13263267725052846,0.2873566840606027,0.049939348575018326,0.3797460174540838,0.06816760604102551,0.7311602423113662,0.14132606755080507,0.3683264459259531,0.05291685828619848,0.48692493214084953,0.06916580386197523,0.879269471448239,0.12183232485128453,0.4938427058756921,0.05889694367914657,0.6290042021191427,0.06519759927450527,0.13283135014234637,0.030351263227873283
