scene,seq,n_steps,N_req,N,seed,ranking,frac,n_pred,n_ref,acc,comp,chamfer,precision@0.1,recall@0.1,f1@0.1,precision@0.2,recall@0.2,f1@0.2,precision@0.5,recall@0.5,f1@0.5,iou
apartment_2,seq_0011,15,2,2,2,oracle,1.0,15597,20692,0.6052835572967257,0.5576574932115897,0.5814705252541577,0.2692825543373726,0.4836168567562343,0.34594151778859267,0.3758415079823043,0.5609897544944906,0.4501199815522906,0.6122331217541835,0.6981925381790064,0.6523935089253415,0.07794979079497907
apartment_2,seq_0011,15,2,2,2,oracle,0.9,14037,20692,0.41128748959783445,0.5576574932115897,0.4844724914047121,0.2992092327420389,0.4836168567562343,0.3696929128764521,0.4176106005556743,0.5609897544944906,0.47879661410508095,0.6802735627270784,0.6981925381790064,0.6891165841572678,0.0833930170098478
apartment_2,seq_0011,15,2,2,2,oracle,0.75,11697,20692,0.2666148901775234,0.5577116126079242,0.4121632513927238,0.3590664272890485,0.4836168567562343,0.41213722930070423,0.5011541420877148,0.5609897544944906,0.5293865361150244,0.8163631700436009,0.6981925381790064,0.7526678228792187,0.09315
apartment_2,seq_0011,15,2,2,2,oracle,0.5,7798,20692,0.1297735826074026,0.5780959981450263,0.35393479037621445,0.5385996409335727,0.4836168567562343,0.5096295471399692,0.7517312131315722,0.5609897544944906,0.6425028914761025,1.0,0.6899768026290354,0.8165518030255369,0.11570709893795417
apartment_2,seq_0011,15,2,2,2,oracle,0.25,3899,20692,0.05187350936184579,0.6777577186012791,0.3648156139815624,1.0,0.4789773825633095,0.647714276378133,1.0,0.5331045814807656,0.6954575544557577,1.0,0.6310651459501256,0.7738074074074074,0.1500408830744072
apartment_2,seq_0011,15,2,2,2,oracle,0.1,1559,20692,0.0311845460836178,0.8017467800159052,0.41646566304976146,1.0,0.2696211096075778,0.4247268851585398,1.0,0.38725111154069203,0.5582999477442954,1.0,0.5719601778465108,0.7277031389307346,0.1089567766953561
apartment_2,seq_0011,15,4,4,0,support,1.0,32868,30475,0.5948336367518593,0.2811697529867073,0.4380016948692833,0.22353048557867836,0.5804101722723544,0.32275856775210876,0.3705732018985031,0.7368662838392125,0.4931427887302549,0.6191736643543873,0.8870221493027072,0.7292820091084107,0.0874049185682953
apartment_2,seq_0011,15,4,4,0,support,0.9,29581,30475,0.587337085606772,0.32110542687360477,0.4542212562401884,0.23305500152124675,0.552813781788351,0.32788175199699865,0.3764240559818803,0.697391304347826,0.48893855142563714,0.6108988877996011,0.8572272354388843,0.7133980608777353,0.08891402714932127
apartment_2,seq_0011,15,4,4,0,support,0.75,24651,30475,0.5186958812315771,0.32940615839140824,0.4240510198114926,0.26733195407894206,0.5420508613617719,0.3580691687878576,0.41276215975011155,0.6826579163248564,0.5144608211352055,0.6331588982191392,0.8517473338802297,0.7263642536111418,0.09761816258256369
apartment_2,seq_0011,15,4,4,0,support,0.5,16434,30475,0.4391652787050789,0.3506717838920676,0.39491853129857324,0.33497626871120845,0.5012961443806399,0.40159715742171437,0.48223195813557257,0.6556521739130434,0.5557269369996334,0.7032371911889984,0.8431501230516817,0.7668641857381902,0.10355170269578258
apartment_2,seq_0011,15,4,4,0,support,0.25,8217,30475,0.29150409276853995,0.47567372215842313,0.3835889074634815,0.5096750638919314,0.43284659557013944,0.46812954172008325,0.6336862601922842,0.5658408531583266,0.5978448842233147,0.805768528660095,0.7600984413453651,0.7822674779551045,0.1092415744530342
apartment_2,seq_0011,15,4,4,0,support,0.1,3286,30475,0.12470545224831991,1.11196550530075,0.618335478774535,0.7486305538648813,0.2982444626743232,0.42655505910748054,0.8405356055995131,0.3712879409351928,0.5150596968975809,0.9497869750456482,0.48246103363412635,0.6398824825529318,0.07822892253119655
apartment_2,seq_0011,15,4,4,0,oracle,1.0,32868,30475,0.5948336367518594,0.2811697529867073,0.43800169486928336,0.22353048557867836,0.5804101722723544,0.32275856775210876,0.3705732018985031,0.7368662838392125,0.4931427887302549,0.6191736643543873,0.8870221493027072,0.7292820091084107,0.0874049185682953
apartment_2,seq_0011,15,4,4,0,oracle,0.9,29581,30475,0.42100615448836215,0.2811697529867073,0.35108795373753476,0.24836888543321728,0.5804101722723544,0.3478751694823796,0.41175078597748554,0.7368662838392125,0.5282966438580329,0.6879753896081945,0.8870221493027072,0.7749210950254699,0.09466528518359404
apartment_2,seq_0011,15,4,4,0,oracle,0.75,24651,30475,0.26954790973752574,0.2817167424646969,0.2756323261011113,0.2980406474382378,0.5804101722723544,0.39384293267728354,0.4940976025313375,0.7368662838392125,0.5915427223533232,0.8255648858058496,0.8870221493027072,0.8551908012662613,0.10813775583845732
apartment_2,seq_0011,15,4,4,0,oracle,0.5,16434,30475,0.13450257704114912,0.29107976601352803,0.21279117152733856,0.4470609711573567,0.5804101722723544,0.5050822827384608,0.7411464037970062,0.7368662838392125,0.7390001465009259,1.0,0.8852173913043478,0.9391143911439114,0.1417650620647896
apartment_2,seq_0011,15,4,4,0,oracle,0.25,8217,30475,0.05957403936029958,0.32864132621476355,0.19410768278753157,0.8941219423147134,0.5804101722723544,0.703894429205708,1.0,0.7121575061525841,0.8318831691517498,1.0,0.8377030352748154,0.9116848796514534,0.20567882249560632
apartment_2,seq_0011,15,4,4,0,oracle,0.1,3286,30475,0.030931767812009712,0.4178730101308193,0.2244023889714145,1.0,0.38277276456111564,0.5536307546274324,1.0,0.5350615258408532,0.6971206258951284,1.0,0.7593765381460214,0.8632336758863793,0.17766708177667082
apartment_2,seq_0011,15,4,4,1,support,1.0,32966,30120,0.6506729662609156,0.28307058731559326,0.4668717767882544,0.23678941940180792,0.6380810092961487,0.34540162009457465,0.38651944427592066,0.7820053120849934,0.5173365082811349,0.6101134502214403,0.8828685258964143,0.7215759748516318,0.09652956601856882
apartment_2,seq_0011,15,4,4,1,support,0.9,29669,30120,0.6349338678239479,0.33425270222543735,0.4845932850246926,0.24689069399036032,0.6072709163346613,0.3510566060607104,0.3892615187569517,0.7405046480743692,0.5102825211423561,0.5978293842057366,0.8564741035856573,0.7041520428619352,0.09810013752355727
apartment_2,seq_0011,15,4,4,1,support,0.75,24724,30120,0.5527687957403675,0.3433869855307539,0.4480778906355607,0.27091085584856817,0.5740371845949536,0.3681005163013127,0.416235237016664,0.7290836653386454,0.5299315529030959,0.6191959229898075,0.8544488711819389,0.7180444833538889,0.10107012028036574
apartment_2,seq_0011,15,4,4,1,support,0.5,16483,30120,0.4445839635570159,0.3601975534279688,0.40239075849249234,0.34672086392040286,0.5396082337317397,0.422175991905571,0.49978766001334707,0.7004316069057105,0.5833385339887265,0.7030273615239944,0.8469123505976096,0.7682912446545636,0.10896224667481753
apartment_2,seq_0011,15,4,4,1,support,0.25,8241,30120,0.28759307088243447,0.4511036303861316,0.36934835063428306,0.5155927678679771,0.4499667994687915,0.4805495910039328,0.6540468389758525,0.5883466135458167,0.6194595472646011,0.8157990535129231,0.7683266932270917,0.7913515583131864,0.11207957342083676
apartment_2,seq_0011,15,4,4,1,support,0.1,3296,30120,0.11867284007219495,1.1080965713273268,0.6133847056997609,0.7333131067961165,0.3048472775564409,0.43066275225415473,0.8440533980582524,0.38303452855245684,0.5269412050875937,0.9635922330097088,0.4846613545816733,0.6449366615297917,0.07512038523274478
apartment_2,seq_0011,15,4,4,1,oracle,1.0,32966,30120,0.6506729662609158,0.28307058731559326,0.46687177678825453,0.23678941940180792,0.6380810092961487,0.34540162009457465,0.38651944427592066,0.7820053120849934,0.5173365082811349,0.6101134502214403,0.8828685258964143,0.7215759748516318,0.09652956601856882
apartment_2,seq_0011,15,4,4,1,oracle,0.9,29669,30120,0.444721308071791,0.28307058731559326,0.36389594769369216,0.2631029020189423,0.6380810092961487,0.37257870044307606,0.4294718392935387,0.7820053120849934,0.5544458834181052,0.6779129731369443,0.8828685258964143,0.7669337798406048,0.10468333674933387
apartment_2,seq_0011,15,4,4,1,oracle,0.75,24724,30120,0.27475766875572016,0.28329934953878977,0.27902850914725497,0.3157256107425983,0.6380810092961487,0.4224305265465575,0.5153696812813461,0.7820053120849934,0.6212881094676093,0.8135010516097719,0.8828685258964143,0.8467665109931306,0.11986974506410068
apartment_2,seq_0011,15,4,4,1,oracle,0.5,16483,30120,0.12660648473704175,0.30076077517556615,0.21368362995630397,0.47357883880361584,0.6380810092961487,0.5436585012252604,0.7730388885518413,0.7820053120849934,0.7774962500078786,1.0,0.8806440903054449,0.9365345573307441,0.15809022672754006
apartment_2,seq_0011,15,4,4,1,oracle,0.25,8241,30120,0.055158036743642225,0.33136133461407774,0.19325968567885998,0.947215143793229,0.6380810092961487,0.7625073634277654,1.0,0.7514940239043825,0.858117713960762,1.0,0.8546148738379814,0.9216089937523496,0.23126702997275203
apartment_2,seq_0011,15,4,4,1,oracle,0.1,3296,30120,0.028904369480705586,0.4017021924657883,0.21530328097324694,1.0,0.4309428950863214,0.6023201856148491,1.0,0.5915006640106242,0.7433244325767691,1.0,0.8022908366533864,0.8903011881735287,0.19615686834773913
apartment_2,seq_0011,15,4,4,2,support,1.0,31178,29993,0.6600756126518654,0.3347809146550108,0.4974282636534381,0.23471678747835012,0.5774347347714467,0.33376438314987356,0.3651613317082558,0.7111659387190344,0.482548957707074,0.6208865225479505,0.8438635681659054,0.7154032891550626,0.08559183772858986
apartment_2,seq_0011,15,4,4,2,support,0.9,28060,29993,0.6806861840724584,0.3992154936374981,0.5399508388549783,0.24672131147540985,0.5474277331377322,0.3401429219713925,0.37491090520313614,0.6597206014736772,0.47811505117234737,0.6134354953670705,0.7767479078451639,0.685499102526101,0.08846537512469155
apartment_2,seq_0011,15,4,4,2,support,0.75,23383,29993,0.5913230609215775,0.4077530935146701,0.4995380772181238,0.27742376940512337,0.5350248391291301,0.3653858374238699,0.4085019030919899,0.6509852298869736,0.5019951578758539,0.639994868066544,0.7730137031974127,0.7002431733997484,0.09367939112855274
apartment_2,seq_0011,15,4,4,2,support,0.5,15589,29993,0.42734868413529076,0.4142197416746767,0.4207842129049837,0.3506318557957534,0.5081519021104924,0.41494553855452726,0.48944768747193534,0.6426166105424599,0.5556702291782032,0.7183270254666753,0.7712132830993899,0.7438312887047367,0.09805332525374943
