scene,seq,n_steps,N_req,N,ranking,ref,frac,n_cand,k,n_pred,n_ref,acc,comp,chamfer,precision@0.1,recall@0.1,f1@0.1,precision@0.2,recall@0.2,f1@0.2,precision@0.5,recall@0.5,f1@0.5,iou,hit_b0,hit_b1,hit_b2,hit_b3,hit_b4,hit_b5,hit_b6,hit_b7,hit_b8,nref_b0,nref_b1,nref_b2,nref_b3,nref_b4,nref_b5,nref_b6,nref_b7,nref_b8
apartment_2,seq_0003,31,2,2,topk_mass3,subset,0.1,93056,3,9305,19384,0.43927754615558356,0.4496729977480335,0.4444752719518085,0.35765717356260074,0.4488753611225753,0.39810791514730137,0.4708221386351424,0.5904869995872885,0.5239083354122008,0.708006448146158,0.795346677672307,0.7491394624892871,0.10128836905539393,,,,,,,,,,,,,,,,,,
apartment_2,seq_0003,31,2,2,topk_count5,fixed,0.5,157875,5,78937,60016,3.3134155424771374,0.4534945626953621,1.8834550525862497,0.04668279767409453,0.2730271927486004,0.07973271765300555,0.06718015632719763,0.4408324446814183,0.11659235416208155,0.12561916465029074,0.7359037589976006,0.21460512060865283,0.0239848991567328,6505.0,6310.0,748.0,1226.0,6517.0,3935.0,280.0,360.0,576.0,8874.0,7843.0,1512.0,2719.0,13757.0,10885.0,6533.0,2713.0,5180.0
apartment_2,seq_0003,31,2,2,topk_count5,subset,0.5,157875,5,78937,19384,3.3400695999321983,0.2357210159469834,1.787895307939591,0.04365506669875977,0.48024143623607096,0.08003478478267977,0.06292359729911196,0.6645687164671894,0.1149621886067167,0.12132460063088285,0.9236999587288486,0.21447826769583744,0.020105734414585335,,,,,,,,,,,,,,,,,,
apartment_2,seq_0003,31,2,2,topk_count5,fixed,0.25,157875,5,39468,60016,3.0387337640343826,0.5583364191455431,1.798535091589963,0.08191446234924496,0.24665089309517463,0.12298481846038756,0.11102665450491538,0.385563849640096,0.17240709987912126,0.18924191750278707,0.6458777659290855,0.2927176770509145,0.03512924749995712,6505.0,6240.0,748.0,1222.0,5038.0,3371.0,0.0,0.0,16.0,8874.0,7843.0,1512.0,2719.0,13757.0,10885.0,6533.0,2713.0,5180.0
apartment_2,seq_0003,31,2,2,topk_count5,subset,0.25,157875,5,39468,19384,3.063230824538601,0.29178381933085606,1.6775073219347285,0.07874733961690483,0.4587288485348741,0.134419634670202,0.10677004155265025,0.6276310359059017,0.18249480791969036,0.18523867436910915,0.869428394552208,0.30540777845739103,0.03323788312652455,,,,,,,,,,,,,,,,,,
apartment_2,seq_0003,31,2,2,topk_count5,fixed,0.1,157875,5,15787,60016,2.0661458489483366,0.8241869558837505,1.4451664024160435,0.14720972952429215,0.1899826712876566,0.16588332113780768,0.1868626084753278,0.3109004265529192,0.23342699474851014,0.305187812757332,0.5776459610770461,0.3993741803590835,0.04081980242988532,5638.0,5142.0,586.0,1001.0,4273.0,2019.0,0.0,0.0,0.0,8874.0,7843.0,1512.0,2719.0,13757.0,10885.0,6533.0,2713.0,5180.0
apartment_2,seq_0003,31,2,2,topk_count5,subset,0.1,157875,5,15787,19384,2.0723161356685176,0.40373520725952067,1.2380256714640192,0.14543611832520428,0.39161163846471314,0.21210209285562892,0.18375878887692404,0.5463784564589352,0.2750218375208425,0.30303414201558243,0.8342963268675196,0.4445854191303413,0.04609662320294216,,,,,,,,,,,,,,,,,,
apartment_2,seq_0003,31,2,2,topk_mass5,fixed,0.5,157875,5,78937,60016,2.049709164422071,0.2279247575423021,1.1388169609821865,0.07327362326918935,0.3720341242335377,0.12243347848873475,0.11966504934314706,0.5794788056518262,0.19836650033098632,0.24177508646135526,0.8874966675553185,0.3800229356116236,0.03748051138135329,7205.0,6679.0,1056.0,1447.0,6484.0,6175.0,2421.0,871.0,2440.0,8874.0,7843.0,1512.0,2719.0,13757.0,10885.0,6533.0,2713.0,5180.0
apartment_2,seq_0003,31,2,2,topk_mass5,subset,0.5,157875,5,78937,19384,2.1167780261052167,0.16854604755440947,1.142662036829813,0.05750155187047899,0.5431799422203879,0.10399417971036944,0.09321357538290029,0.7096574494428395,0.16478290065090945,0.20587303799232298,0.9391766405282708,0.33771661059595076,0.026888857834917086,,,,,,,,,,,,,,,,,,
apartment_2,seq_0003,31,2,2,topk_mass5,fixed,0.25,157875,5,39468,60016,1.7609512171248118,0.3438221432662709,1.0523866801955415,0.1172088780784433,0.3167322047454012,0.17110076846349412,0.17391304347826086,0.4694414822713943,0.2538009562352348,0.322919833789399,0.74673420421221,0.4508659371016243,0.051323147680354,7104.0,6621.0,1038.0,1304.0,5769.0,4143.0,1077.0,405.0,713.0,8874.0,7843.0,1512.0,2719.0,13757.0,10885.0,6533.0,2713.0,5180.0
apartment_2,seq_0003,31,2,2,topk_mass5,subset,0.25,157875,5,39468,19384,1.7864111694838483,0.20415639628425633,0.9952837828840523,0.10879700010134792,0.5319335534461411,0.18064621562923738,0.1622326948413905,0.6843788691704499,0.2622894204560445,0.31164487686226816,0.9016714816343376,0.46319543274325375,0.04725459001590919,,,,,,,,,,,,,,,,,,
apartment_2,seq_0003,31,2,2,topk_mass5,fixed,0.1,157875,5,15787,60016,0.6175220398570113,0.9978610923945543,0.8076915661257829,0.26312789003610565,0.2799920021327646,0.2712981270267009,0.36321023627034904,0.3625533191149027,0.36288148039184115,0.5971368847786153,0.5451046387629965,0.5699356557447899,0.07838004764565748,6463.0,5789.0,481.0,1260.0,5135.0,2631.0,0.0,0.0,0.0,8874.0,7843.0,1512.0,2719.0,13757.0,10885.0,6533.0,2713.0,5180.0
apartment_2,seq_0003,31,2,2,topk_mass5,subset,0.1,157875,5,15787,19384,0.6266271708317115,0.4087120262216087,0.5176695985266601,0.2541964907835561,0.5077383408997111,0.3387830536841065,0.3518717932476088,0.6250515889393314,0.45026667901017303,0.5886488883258377,0.8414671894345852,0.6927112187970444,0.08963085495385686,,,,,,,,,,,,,,,,,,
apartment_2,seq_0003,31,4,4,B_argmax,fixed,0.5,34452,1,17226,60016,0.663442368447206,0.9574699629107827,0.8104561656789944,0.334204110066179,0.3621700879765396,0.34762555041524995,0.4570416811796122,0.44523127166089044,0.45105917953766117,0.6483223034947173,0.5647160757131432,0.6036379941513886,0.10279859925332098,8605.0,7439.0,1271.0,1363.0,5591.0,2452.0,0.0,0.0,0.0,8874.0,7843.0,1512.0,2719.0,13757.0,10885.0,6533.0,2713.0,5180.0
apartment_2,seq_0003,31,4,4,B_argmax,subset,0.5,34452,1,17226,29410,0.6693306391801552,0.498295384763504,0.5838130119718297,0.32990827818414026,0.5763345800748045,0.419617207987154,0.45309415999071173,0.6767766065963958,0.5427939851801054,0.645535817949611,0.7925535532131928,0.7115297790271048,0.11716337388845481,,,,,,,,,,,,,,,,,,
apartment_2,seq_0003,31,4,4,B_argmax,fixed,0.25,34452,1,8613,60016,0.29929626068449594,1.0719619169631756,0.6856290888238358,0.4992453268315337,0.29758731005065314,0.37289906811164286,0.6154649947753396,0.39789389496134364,0.483322871025795,0.7864855451062348,0.516945481205012,0.6238460499537684,0.09790782518055245,8575.0,7224.0,1235.0,1075.0,4259.0,1512.0,0.0,0.0,0.0,8874.0,7843.0,1512.0,2719.0,13757.0,10885.0,6533.0,2713.0,5180.0
apartment_2,seq_0003,31,4,4,B_argmax,subset,0.25,34452,1,8613,29410,0.30143065641861977,0.5661616620738326,0.43379615924622617,0.4956461163357715,0.4963617817069024,0.4960036908697011,0.6129107163589922,0.6296497789867392,0.6211674981452953,0.7847439916405433,0.7551173070384223,0.769645643007657,0.12333438254118141,,,,,,,,,,,,,,,,,,
apartment_2,seq_0003,31,4,4,B_argmax,fixed,0.1,34452,1,3445,60016,0.1359384069256864,1.5593952328070748,0.8476668198663806,0.7433962264150943,0.19634764062916554,0.3106465500399039,0.8296081277213353,0.2492335377232738,0.38331142598345624,0.9338171262699565,0.3247467342042122,0.48190492612091795,0.0651602732527588,8259.0,5423.0,504.0,0.0,768.0,4.0,0.0,0.0,0.0,8874.0,7843.0,1512.0,2719.0,13757.0,10885.0,6533.0,2713.0,5180.0
apartment_2,seq_0003,31,4,4,B_argmax,subset,0.1,34452,1,3445,29410,0.13689789484992454,0.9244900934998221,0.5306939941748734,0.7419448476052249,0.3485549132947977,0.4742935877640608,0.8272859216255443,0.43308398503910234,0.5685383026201812,0.9332365747460087,0.5466848010880653,0.689477508148825,0.08684016859570483,,,,,,,,,,,,,,,,,,
apartment_2,seq_0003,31,4,4,topk_count1,fixed,0.5,34608,1,17304,60016,0.6696461742037162,0.9550169937341386,0.8123315839689274,0.33298659269533054,0.3620201279658758,0.34689693010104794,0.45579056865464634,0.44499800053319116,0.4503296303950088,0.6463245492371706,0.5647327379365502,0.6027801263441905,0.10266258519117477,8605.0,7430.0,1271.0,1363.0,5590.0,2448.0,0.0,0.0,0.0,8874.0,7843.0,1512.0,2719.0,13757.0,10885.0,6533.0,2713.0,5180.0
apartment_2,seq_0003,31,4,4,topk_count1,subset,0.5,34608,1,17304,29410,0.6756324590245755,0.4975254179123754,0.5865789384684754,0.3287679149329635,0.576300578034682,0.41868464295750746,0.45162968099861306,0.6764705882352942,0.5416436894871494,0.6434350439204808,0.792485549132948,0.7102244742216487,0.11699009313198026,,,,,,,,,,,,,,,,,,
apartment_2,seq_0003,31,4,4,topk_count1,fixed,0.25,34608,1,8652,60016,0.2995447656946188,1.0708234628039026,0.6851841142492607,0.4989597780859917,0.2978872300719808,0.3730546634163935,0.6158113730929264,0.39811050386563585,0.48358947883365067,0.7871012482662968,0.5170787789922687,0.6241367662290341,0.09817411029712543,8575.0,7229.0,1237.0,1075.0,4256.0,1521.0,0.0,0.0,0.0,8874.0,7843.0,1512.0,2719.0,13757.0,10885.0,6533.0,2713.0,5180.0
apartment_2,seq_0003,31,4,4,topk_count1,subset,0.25,34608,1,8652,29410,0.3016708865663763,0.5653024194194981,0.4334866529929372,0.49537679149329633,0.4969398163889833,0.4961570729596138,0.6132686084142395,0.629887793267596,0.6214671137303915,0.7853675450762829,0.7553553213192792,0.7700691244398318,0.12372970141435306,,,,,,,,,,,,,,,,,,
apartment_2,seq_0003,31,4,4,topk_count1,fixed,0.1,34608,1,3460,60016,0.13509040317128151,1.5590340233552316,0.8470622132632566,0.7427745664739884,0.19701412956544923,0.31142550510329986,0.8294797687861272,0.2503832311383631,0.38465587706421184,0.9341040462427745,0.3247300719808051,0.48192477433329817,0.06558381857186638,8259.0,5439.0,541.0,0.0,784.0,4.0,0.0,0.0,0.0,8874.0,7843.0,1512.0,2719.0,13757.0,10885.0,6533.0,2713.0,5180.0
apartment_2,seq_0003,31,4,4,topk_count1,subset,0.1,34608,1,3460,29410,0.1360505493810369,0.9239218849255448,0.5299862171532909,0.7416184971098266,0.3496769806188371,0.4752643479842627,0.8271676300578035,0.4346140768446107,0.5698270849335118,0.9335260115606936,0.5466848010880653,0.6895564842245115,0.08740720925566776,,,,,,,,,,,,,,,,,,
apartment_2,seq_0003,31,4,4,topk_mass1,fixed,0.5,34608,1,17304,60016,0.39812991120272034,0.9907873436989473,0.6944586274508338,0.3720527045769764,0.37320047987203414,0.37262570837177217,0.5194752658344891,0.44641428952279394,0.48018157031708997,0.7300046232085067,0.5648327112769927,0.6368838457001069,0.11646198830409357,8615.0,7429.0,1295.0,1289.0,5706.0,2458.0,0.0,0.0,0.0,8874.0,7843.0,1512.0,2719.0,13757.0,10885.0,6533.0,2713.0,5180.0
apartment_2,seq_0003,31,4,4,topk_mass1,subset,0.5,34608,1,17304,29410,0.40149071128238745,0.5110871566023024,0.45628893394234493,0.3669671752196024,0.5883713022781367,0.4520135216218121,0.5151987979657883,0.6781026861611696,0.5855313069742865,0.7261904761904762,0.7922815368922135,0.7577977092704544,0.13292187264790004,,,,,,,,,,,,,,,,,,
apartment_2,seq_0003,31,4,4,topk_mass1,fixed,0.25,34608,1,8652,60016,0.23951727658834485,1.0860831561839586,0.6628002163861517,0.5444983818770227,0.30735137296720877,0.3929151221718163,0.6763754045307443,0.4028092508664356,0.5049187247816078,0.8459315765141008,0.5137963209810718,0.6392992783561038,0.11010450342079543,8565.0,7306.0,1245.0,1000.0,4621.0,1438.0,0.0,0.0,0.0,8874.0,7843.0,1512.0,2719.0,13757.0,10885.0,6533.0,2713.0,5180.0
apartment_2,seq_0003,31,4,4,topk_mass1,subset,0.25,34608,1,8652,29410,0.24161531352407306,0.5746329326958094,0.40812412310994123,0.5410309754969949,0.508092485549133,0.5240446588149528,0.6726768377253814,0.635226113566814,0.6534152903203381,0.8443134535367545,0.7528731723903435,0.7959757963626692,0.13924588422729686,,,,,,,,,,,,,,,,,,
apartment_2,seq_0003,31,4,4,topk_mass1,fixed,0.1,34608,1,3460,60016,0.11545053489144136,1.6582071829045446,0.886828858897993,0.7765895953757226,0.20359570781125033,0.3226130974118733,0.8606936416184972,0.244168221807518,0.38041685200965963,0.958092485549133,0.3143994934684084,0.47343919980557053,0.06923516232482538,8251.0,5139.0,443.0,0.0,821.0,0.0,0.0,0.0,0.0,8874.0,7843.0,1512.0,2719.0,13757.0,10885.0,6533.0,2713.0,5180.0
apartment_2,seq_0003,31,4,4,topk_mass1,subset,0.1,34608,1,3460,29410,0.1163430682865089,0.9864819232003946,0.5514124957434517,0.7751445086705202,0.3612376742604556,0.4928120199943512,0.8583815028901735,0.42573954437266237,0.5691783507751873,0.9572254335260115,0.5356681400884054,0.6869279588105857,0.09244826659500134,,,,,,,,,,,,,,,,,,
apartment_2,seq_0003,31,4,4,topk_count2,fixed,0.5,102001,2,51000,60016,2.0967584434428077,0.48724263792418077,1.2920005406834942,0.1182156862745098,0.37698280458544386,0.17998956693250953,0.16619607843137255,0.47125766462276725,0.24573132292166636,0.27462745098039215,0.6458944281524927,0.3853908188973112,0.05477944413465207,8651.0,7623.0,1323.0,1362.0,5679.0,2819.0,458.0,167.0,201.0,8874.0,7843.0,1512.0,2719.0,13757.0,10885.0,6533.0,2713.0,5180.0
apartment_2,seq_0003,31,4,4,topk_count2,subset,0.5,102001,2,51000,29410,2.107061299576166,0.2836898845938891,1.1953755920850275,0.116,0.5884053043182591,0.1937947226759655,0.16411764705882353,0.6918395103706222,0.26530083100266405,0.27288235294117646,0.8243114586875212,0.4100279239984382,0.05393573965474519,,,,,,,,,,,,,,,,,,
apartment_2,seq_0003,31,4,4,topk_count2,fixed,0.25,102001,2,25500,60016,1.373760442748618,0.8374712629409842,1.1056158528448012,0.2112549019607843,0.3421254332178086,0.26121519055928655,0.28352941176470586,0.4388496400959744,0.3444916626224696,0.44588235294117645,0.5676486270327913,0.4994509501262807,0.07725361763407892,8606.0,7403.0,1258.0,1322.0,5304.0,2445.0,0.0,0.0,0.0,8874.0,7843.0,1512.0,2719.0,13757.0,10885.0,6533.0,2713.0,5180.0
apartment_2,seq_0003,31,4,4,topk_count2,subset,0.25,102001,2,25500,29410,1.3773506320067637,0.4496004336023668,0.9134755328045652,0.20941176470588235,0.5509010540632437,0.3034676229620323,0.2814509803921569,0.6689901394083645,0.39621166779629186,0.4443137254901961,0.7909554573274397,0.5689972207358772,0.08400316993094079,,,,,,,,,,,,,,,,,,
apartment_2,seq_0003,31,4,4,topk_count2,fixed,0.1,102001,2,10200,60016,0.8140147428306809,1.1150362597593186,0.9645255012949998,0.37058823529411766,0.2715775793121834,0.3134500578311002,0.4356862745098039,0.35150626499600107,0.38909529086520067,0.6348039215686274,0.48215475873100505,0.5480484409025961,0.08040742543280262,8472.0,6979.0,1043.0,609.0,3151.0,842.0,0.0,0.0,0.0,8874.0,7843.0,1512.0,2719.0,13757.0,10885.0,6533.0,2713.0,5180.0
apartment_2,seq_0003,31,4,4,topk_count2,subset,0.1,102001,2,10200,29410,0.8150610472102721,0.6045350098922934,0.7097980285512827,0.36970588235294116,0.4625977558653519,0.4109680737976893,0.43480392156862746,0.5758925535532132,0.4955005718347278,0.633921568627451,0.7230193811628698,0.67554535858858,0.09869112448648132,,,,,,,,,,,,,,,,,,
apartment_2,seq_0003,31,4,4,topk_mass2,fixed,0.5,102001,2,51000,60016,1.372336134332963,0.43164480416974116,0.9019904692513521,0.14950980392156862,0.41787190082644626,0.22022545117009693,0.22409803921568627,0.5189116235670488,0.3130163258767946,0.39062745098039214,0.6934817382031458,0.4997522507852938,0.06962797619047618,8759.0,7701.0,1396.0,1606.0,6831.0,4337.0,322.0,30.0,161.0,8874.0,7843.0,1512.0,2719.0,13757.0,10885.0,6533.0,2713.0,5180.0
apartment_2,seq_0003,31,4,4,topk_mass2,subset,0.5,102001,2,51000,29410,1.3819464341799874,0.25557719516814814,0.8187618146740678,0.1441764705882353,0.6272356341380483,0.23445994534733208,0.21970588235294117,0.7248894933696022,0.33720784548055044,0.38554901960784316,0.8490649438966338,0.530297188237736,0.0677109482210396,,,,,,,,,,,,,,,,,,
apartment_2,seq_0003,31,4,4,topk_mass2,fixed,0.25,102001,2,25500,60016,0.553782784434242,0.9622727736643771,0.7580277790493095,0.27862745098039216,0.39217875233271127,0.32579235418945734,0.4027450980392157,0.45701146360970407,0.42816568067484195,0.648,0.571614236203679,0.6074150564410518,0.10513022136440536,8617.0,7462.0,1302.0,1426.0,5913.0,2708.0,0.0,0.0,0.0,8874.0,7843.0,1512.0,2719.0,13757.0,10885.0,6533.0,2713.0,5180.0
apartment_2,seq_0003,31,4,4,topk_mass2,subset,0.25,102001,2,25500,29410,0.558432037361065,0.4958316315283214,0.5271318344446931,0.27372549019607845,0.6097245834750085,0.3778304297440879,0.3982352941176471,0.6879972798367902,0.5044680221483355,0.6436078431372549,0.7974838490309418,0.7123306071376545,0.11249891073866441,,,,,,,,,,,,,,,,,,
apartment_2,seq_0003,31,4,4,topk_mass2,fixed,0.1,102001,2,10200,60016,0.2639820237789787,1.067980315581186,0.6659811696800824,0.48470588235294115,0.31881498267128766,0.384635929717555,0.6168627450980392,0.4127899226872834,0.49460314691434376,0.8415686274509804,0.5206611570247934,0.6433159813093007,0.10952839955731677,8560.0,7335.0,1258.0,1074.0,4859.0,1688.0,0.0,0.0,0.0,8874.0,7843.0,1512.0,2719.0,13757.0,10885.0,6533.0,2713.0,5180.0
apartment_2,seq_0003,31,4,4,topk_mass2,subset,0.1,102001,2,10200,29410,0.26617643253895423,0.5625518427159524,0.4143641376274533,0.48127450980392156,0.5221013260795647,0.5008573074827333,0.6133333333333333,0.6455627337640258,0.6290354759598243,0.8394117647058823,0.7594695681740904,0.797442158278403,0.13518582498395934,,,,,,,,,,,,,,,,,,
apartment_2,seq_0003,31,4,4,topk_count3,fixed,0.5,165151,3,82575,60016,2.5818269625918586,0.35794246500553617,1.4698847137986975,0.0758340902210112,0.38836310317248735,0.12689073964102418,0.10941568271268544,0.519861370301253,0.18078201477403583,0.18767181350287618,0.7566149026926153,0.30074613668975647,0.03869477911646586,8653.0,7629.0,1344.0,1531.0,6543.0,3283.0,937.0,310.0,970.0,8874.0,7843.0,1512.0,2719.0,13757.0,10885.0,6533.0,2713.0,5180.0
apartment_2,seq_0003,31,4,4,topk_count3,subset,0.5,165151,3,82575,29410,2.5934749576884166,0.2187527639805053,1.406113860834461,0.0737632455343627,0.5959537572254335,0.13127778790204117,0.10733272782319103,0.7197211832709962,0.1868067772520658,0.1859763851044505,0.8803468208092485,0.30708085215497066,0.03633558257543654,,,,,,,,,,,,,,,,,,
apartment_2,seq_0003,31,4,4,topk_count3,fixed,0.25,165151,3,41287,60016,1.9045156488533235,0.5125793439835603,1.208547496418442,0.14353186232954684,0.3702179418821648,0.20686361427501906,0.2008622568847337,0.46484270861103705,0.2805127207620887,0.3242667183374912,0.6378132498000533,0.42994681580412114,0.062430570984225726,8653.0,7629.0,1344.0,1382.0,5643.0,2822.0,17.0,34.0,374.0,8874.0,7843.0,1512.0,2719.0,13757.0,10885.0,6533.0,2713.0,5180.0
apartment_2,seq_0003,31,4,4,topk_count3,subset,0.25,165151,3,41287,29410,1.909689572126974,0.29883708348625454,1.1042633278066143,0.14120667522464697,0.5853791227473648,0.2275283659542708,0.1983917455857776,0.6891873512410744,0.3080944157814662,0.3226439315038632,0.815946956817409,0.46243182998650256,0.06334414626953701,,,,,,,,,,,,,,,,,,
apartment_2,seq_0003,31,4,4,topk_count3,fixed,0.1,165151,3,16515,60016,1.4360116678602366,1.0472723845601062,1.2416420262101715,0.24710868907054193,0.2901892828579046,0.2669218832595448,0.30378443838934305,0.39054585443881634,0.3417444241780899,0.45037844383893433,0.512396694214876,0.479390081125697,0.07146131805157593,8580.0,7237.0,1242.0,945.0,4155.0,1280.0,0.0,0.0,0.0,8874.0,7843.0,1512.0,2719.0,13757.0,10885.0,6533.0,2713.0,5180.0
apartment_2,seq_0003,31,4,4,topk_count3,subset,0.1,165151,3,16515,29410,1.4377938882859185,0.5613146875139778,0.9995542878999482,0.24577656675749318,0.4874192451547093,0.32677826768600937,0.3028156221616712,0.6213192791567494,0.40718121090432596,0.449470178625492,0.7512750765045902,0.5624436014062223,0.08209368424938171,,,,,,,,,,,,,,,,,,
apartment_2,seq_0003,31,4,4,topk_mass3,fixed,0.5,165151,3,82575,60016,1.590922963673545,0.2185597087401093,0.9047413362068271,0.10483802603693612,0.4715409224206878,0.17153790794930635,0.16858613381774146,0.6337643295121301,0.26632720474946936,0.31548289433848015,0.8739336177019461,0.46360733079000305,0.053342157511581736,8817.0,7722.0,1415.0,1788.0,7179.0,5577.0,2009.0,880.0,2649.0,8874.0,7843.0,1512.0,2719.0,13757.0,10885.0,6533.0,2713.0,5180.0
apartment_2,seq_0003,31,4,4,topk_mass3,subset,0.5,165151,3,82575,29410,1.60502987028759,0.15614371878951333,0.8805867945385517,0.09584014532243415,0.6501870112206732,0.16705562819159328,0.15991522858007873,0.7708942536552194,0.264882842594808,0.30918558885861336,0.9282896973818429,0.46386994537621645,0.04678856791641057,,,,,,,,,,,,,,,,,,
apartment_2,seq_0003,31,4,4,topk_mass3,fixed,0.25,165151,3,41287,60016,1.212460087047974,0.7840025784404855,0.9982313327442298,0.17787681352483833,0.4025759797387363,0.24673473298301377,0.26209218398042966,0.47670621167688615,0.3382275134051176,0.443795867948749,0.6156191682218075,0.5157737690309687,0.07861542465515746,8622.0,7492.0,1341.0,1531.0,6235.0,3389.0,0.0,0.0,0.0,8874.0,7843.0,1512.0,2719.0,13757.0,10885.0,6533.0,2713.0,5180.0
apartment_2,seq_0003,31,4,4,topk_mass3,subset,0.25,165151,3,41287,29410,1.221326420496646,0.4261948519436974,0.8237606362201717,0.1737108532952261,0.6180550833049983,0.2711985220414264,0.2583379756339768,0.6968378102686161,0.37693516085083334,0.4395572456221086,0.8155049302958177,0.5712244505972914,0.0788702052540243,,,,,,,,,,,,,,,,,,
apartment_2,seq_0003,31,4,4,topk_mass3,fixed,0.1,165151,3,16515,60016,0.38376314900682323,1.0008056203765177,0.6922843846916704,0.3632455343627006,0.36300319914689416,0.3631243263235001,0.5022101120193764,0.4437150093308451,0.47115392013829016,0.7497426581895247,0.5498367102106105,0.6344145601372162,0.11027315914489311,8604.0,7425.0,1271.0,1286.0,5607.0,2437.0,0.0,0.0,0.0,8874.0,7843.0,1512.0,2719.0,13757.0,10885.0,6533.0,2713.0,5180.0
apartment_2,seq_0003,31,4,4,topk_mass3,subset,0.1,165151,3,16515,29410,0.38674992923035256,0.5190972716098062,0.4529236004200794,0.3593097184377838,0.5749744984699082,0.44225070147907747,0.4979109900090827,0.6748044882692962,0.5730163488760227,0.7464729034211323,0.7804488269296158,0.7630828617206753,0.12637362637362637,,,,,,,,,,,,,,,,,,
apartment_2,seq_0003,31,4,4,topk_count5,fixed,0.5,273832,5,136916,60016,3.336436738478762,0.29952916006097363,1.8179829492698678,0.0473209851295685,0.40607504665422556,0.0847641792038299,0.06960472114289053,0.5704145561183684,0.12406984453456558,0.12260071868883111,0.827995867768595,0.21357722067595186,0.025928598828401827,8657.0,7643.0,1353.0,1566.0,7356.0,4415.0,1391.0,659.0,1194.0,8874.0,7843.0,1512.0,2719.0,13757.0,10885.0,6533.0,2713.0,5180.0
apartment_2,seq_0003,31,4,4,topk_count5,subset,0.5,273832,5,136916,29410,3.3490753017368906,0.19052232731236318,1.7697988145246268,0.045692249262321426,0.6073784427065624,0.0849907599345498,0.06782991030997108,0.7473648418905134,0.12437197383182348,0.12127143650121243,0.9160829649778987,0.21418851061653632,0.023440223669909152,,,,,,,,,,,,,,,,,,
apartment_2,seq_0003,31,4,4,topk_count5,fixed,0.25,273832,5,68458,60016,2.8488695765783874,0.3660704049645052,1.6074699907714463,0.08855064419059862,0.3798487070114636,0.14362038553004283,0.12544918051944257,0.503649026926153,0.20086643690767336,0.20548365421134127,0.747084110903759,0.32231528030593404,0.043754089167211886,8657.0,7643.0,1353.0,1417.0,5748.0,3734.0,928.0,112.0,635.0,8874.0,7843.0,1512.0,2719.0,13757.0,10885.0,6533.0,2713.0,5180.0
apartment_2,seq_0003,31,4,4,topk_count5,subset,0.25,273832,5,68458,29410,2.8556252432037725,0.22842204412612827,1.5420236436649504,0.08646177218148354,0.5893233594015641,0.15079923975966558,0.12334570101376026,0.7042162529751785,0.20992276643415614,0.20421280200999153,0.869942196531792,0.3307778370563965,0.04196960954029621,,,,,,,,,,,,,,,,,,
apartment_2,seq_0003,31,4,4,topk_count5,fixed,0.1,273832,5,27383,60016,2.249681120510766,0.9222053188402554,1.5859432196755108,0.15641091187963335,0.2991868834977339,0.20542721560601687,0.19482890844684658,0.399243535057318,0.26186766610773554,0.29405105357338496,0.5362736603572381,0.37983172651868635,0.05728744495804763,8586.0,7310.0,1243.0,954.0,4262.0,1606.0,0.0,0.0,0.0,8874.0,7843.0,1512.0,2719.0,13757.0,10885.0,6533.0,2713.0,5180.0
apartment_2,seq_0003,31,4,4,topk_count5,subset,0.1,273832,5,27383,29410,2.2513228014863684,0.509985005571607,1.3806539035289878,0.1554248986597524,0.4993539612376743,0.2370633616145446,0.1940985282839718,0.6293097585855151,0.29668901788828117,0.2934302304349414,0.7633117987079224,0.42390432255305893,0.06169414500105686,,,,,,,,,,,,,,,,,,
apartment_2,seq_0003,31,4,4,topk_mass5,fixed,0.5,273832,5,136916,60016,2.074119196032468,0.16473355797480368,1.119426377003636,0.07013059101931111,0.5119301519594774,0.12336157196855395,0.1174515761488796,0.713193148493735,0.20168829561931267,0.23086417949691782,0.9521794188216476,0.371624715390951,0.03785188108392528,8817.0,7723.0,1417.0,1897.0,8048.0,7270.0,3120.0,1267.0,3244.0,8874.0,7843.0,1512.0,2719.0,13757.0,10885.0,6533.0,2713.0,5180.0
apartment_2,seq_0003,31,4,4,topk_mass5,subset,0.5,273832,5,136916,29410,2.0915829898162555,0.12532315086488693,1.1084530703405713,0.06159250927576032,0.6689221353281197,0.11279881417654412,0.10931520056092787,0.812104726283577,0.1926925790159258,0.22490432089748458,0.9741924515470928,0.36544188388061305,0.03088893479308683,,,,,,,,,,,,,,,,,,
apartment_2,seq_0003,31,4,4,topk_mass5,fixed,0.25,273832,5,68458,60016,1.850292232386428,0.5226643184449751,1.1864782754157015,0.1132957433755003,0.42565315915755797,0.1789583051759815,0.17242688947968096,0.519861370301253,0.2589617194145528,0.3067720354085717,0.6886996800853106,0.42446972496889845,0.0563550153125776,8804.0,7715.0,1417.0,1705.0,6927.0,4309.0,218.0,6.0,99.0,8874.0,7843.0,1512.0,2719.0,13757.0,10885.0,6533.0,2713.0,5180.0
apartment_2,seq_0003,31,4,4,topk_mass5,subset,0.25,273832,5,68458,29410,1.8618414199233995,0.296921953215817,1.0793816865696082,0.10876741943965643,0.6356681400884053,0.18575142558008234,0.1682053229717491,0.727881672900374,0.27326269087582306,0.30237517894183297,0.8509690581434886,0.4462014253097016,0.0531513666938839,,,,,,,,,,,,,,,,,,
