scene,seq,N_req,N,method,frac,n_cand,kept,n_pred,n_ref,acc,comp,chamfer,precision@0.1,recall@0.1,f1@0.1,precision@0.2,recall@0.2,f1@0.2,precision@0.5,recall@0.5,f1@0.5,iou,grid_voxel
apartment_2,seq_0000,1,1,A_point,1.0,8039,8039,8039,90479,0.5606212912387593,2.1455798416193903,1.3531005664290747,0.23659659161587263,0.09302711126338709,0.133545599181926,0.36434879960194055,0.14111561798870456,0.20343788496269452,0.5753203134718249,0.19775859591728467,0.2943413305241643,0.03367012950049808,
apartment_2,seq_0000,1,1,A_point,0.5,8039,4019,4019,90479,0.31351124345680953,2.160652271676052,1.2370817575664308,0.40009952724558345,0.088937764564153,0.1455265606625387,0.5434187608857924,0.1359873561820975,0.2175372836250929,0.7773077880069669,0.19623338012135413,0.3133585710165979,0.032974062110212046,
apartment_2,seq_0000,1,1,A_point,0.25,8039,2009,2009,90479,0.18143999514196268,2.2192869457312767,1.2003634704366197,0.5968143354902937,0.07703444998286896,0.13645573032858796,0.6988551518168243,0.10498568728655268,0.18254804896221946,0.9148830263812843,0.17152046331192874,0.2888819155127162,0.02570354566697145,
apartment_2,seq_0000,1,1,A_point,0.1,8039,803,803,90479,0.1160657050929282,3.2217267457282164,1.6688962254105724,0.7359900373599004,0.04185501608107959,0.07920568425019973,0.8306351183063512,0.05857712839443407,0.1094366843337676,0.9887920298879203,0.10000110522883764,0.18163284216455747,0.012040645879732739,
apartment_2,seq_0000,1,1,A_point,0.05,8039,401,401,90479,0.09382450373242655,3.5729183416403423,1.8333714226863844,0.8179551122194514,0.023585583395041944,0.045849116063402674,0.912718204488778,0.03437261685031886,0.06625027384564022,1.0,0.06638004398810773,0.12449603565321034,0.005962820063135742,
apartment_2,seq_0000,1,1,A_point,0.02,8039,160,160,90479,0.07204769786833012,3.7712707188632146,1.9216592083657724,0.9125,0.01121807270195294,0.02216367015660841,0.96875,0.019043092872379225,0.037351944153553245,1.0,0.04450756529139358,0.08522210230038305,0.0021848680269232123,
apartment_2,seq_0000,1,1,B_argmax,1.0,9416,9416,9416,90479,0.5264488982975397,1.3402940760077102,0.933371487152625,0.28663976210705183,0.13467213386531682,0.1832485091573828,0.4084536958368734,0.19830015804772377,0.2669828363547047,0.6136363636363636,0.32637407575238453,0.42611229117860283,0.046269568113689354,
apartment_2,seq_0000,1,1,B_argmax,0.5,9416,4708,4708,90479,0.3290554540588811,1.700263939707813,1.014659696883347,0.40994052676295667,0.1065993213894937,0.1692004290444807,0.5620220900594732,0.1649554040164016,0.2550521348663012,0.7582837723024639,0.25327424043148133,0.37971869936032604,0.03850270746757335,
apartment_2,seq_0000,1,1,B_argmax,0.25,9416,2354,2354,90479,0.20530795707275729,2.3484588201405323,1.2768833886066449,0.5063721325403568,0.07105516197128615,0.12462297587034186,0.6881903143585386,0.11531957691840096,0.1975378691730753,0.8742565845369583,0.19374661523668477,0.31719802738104197,0.026815942077565113,
apartment_2,seq_0000,1,1,B_argmax,0.1,9416,941,941,90479,0.1514114906668466,3.09470781925652,1.6230596549616834,0.5951115834218916,0.038152499475016304,0.0717078229676768,0.7874601487778958,0.0619370240608318,0.11484130096360254,0.9500531349628055,0.10758297505498514,0.19327922288488175,0.01394961482406829,
