scene,seq,n_steps,N_req,N,seed,n_vox,ranking,frac,ref,n_pred,n_ref,acc,comp,chamfer,precision@0.1,recall@0.1,f1@0.1,precision@0.2,recall@0.2,f1@0.2,precision@0.5,recall@0.5,f1@0.5,iou,recall_r0,recall_r1,recall_r2,prec_r0,prec_r1,prec_r2,kept_r0,kept_r1,kept_r2,nref_r0,nref_r1,nref_r2
apartment_2,seq_0005,18,4,4,1,23755,cells0.3,0.1,subset,2375,37359,0.0907193075250844,0.7362817969483917,0.41350055223673804,0.7389473684210527,0.17404106105623812,0.2817279604262801,0.9305263157894736,0.30544179448058034,0.4599174126653458,0.9936842105263158,0.580904199791215,0.7331888478012482,0.06746485504809309,,,,,,,,,,,,
apartment_2,seq_0005,18,4,4,1,23755,cells0.6,0.5,fixed,11877,53901,0.1923616742993122,0.3855394099784738,0.288950542138893,0.42637029552917405,0.3616259438600397,0.3913383157110843,0.662709438410373,0.5554813454295838,0.6043761541467072,0.9236339142881199,0.7470547856254987,0.8260128124055998,0.12161078132520456,0.9174121665582303,0.28944581715495943,0.0,0.6773682124455014,0.5804823331463825,0.0,10092.0,1783.0,2.0,24592.0,25497.0,3812.0
apartment_2,seq_0005,18,4,4,1,23755,cells0.6,0.5,subset,11877,37359,0.1928131299327878,0.2842018550065533,0.23850749246967057,0.4248547613033594,0.4411520650981022,0.4328500644609283,0.6618674749515872,0.6570572017452287,0.6594535665327279,0.9235497179422413,0.8324901630129287,0.8756589910954403,0.13045802887185884,,,,,,,,,,,,
apartment_2,seq_0005,18,4,4,1,23755,cells0.6,0.25,fixed,5938,53901,0.13431681939027862,0.6102684709809171,0.37229264518559785,0.5235769619400471,0.23096046455538857,0.3205290396841668,0.7802290333445605,0.4023858555499898,0.5309473608957525,0.9860222297069721,0.6472050611305913,0.7814694023712495,0.09034653465346534,0.7347104749512037,0.14201670784798212,0.0,0.7760500446827524,0.8483965014577259,0.0,5595.0,343.0,0.0,24592.0,25497.0,3812.0
apartment_2,seq_0005,18,4,4,1,23755,cells0.6,0.25,subset,5938,37359,0.13460293947985522,0.44397853029445816,0.2892907348871567,0.5215560794880432,0.2911212826895795,0.37366876923519227,0.7798922196025598,0.4913140073342434,0.6028478520358609,0.9860222297069721,0.7511978372012099,0.8527391324766921,0.09958694053075312,,,,,,,,,,,,
apartment_2,seq_0005,18,4,4,1,23755,cells0.6,0.1,fixed,2375,53901,0.11555071297748695,1.2867705096458866,0.7011606113116867,0.6126315789473684,0.10369009851394223,0.17736117940458562,0.8677894736842106,0.20355837554034248,0.3297637003742973,0.9873684210526316,0.41579933581937256,0.585171846590766,0.040933694181326113,0.42936727391021473,0.016197984076558026,0.0,0.8687686408180656,0.7857142857142857,0.0,2347.0,28.0,0.0,24592.0,25497.0,3812.0
apartment_2,seq_0005,18,4,4,1,23755,cells0.6,0.1,subset,2375,37359,0.11566595088979782,0.9805424680970375,0.5481042094934176,0.6147368421052631,0.1347466473942022,0.22104217014494312,0.8665263157894737,0.2592681816965122,0.3991184941632054,0.9873684210526316,0.5124869509355175,0.6747496338724019,0.04738648363252376,,,,,,,,,,,,
apartment_2,seq_0005,18,4,4,1,23755,cells1.0,0.5,fixed,11877,53901,0.1923616742993122,0.3855394099784738,0.288950542138893,0.42637029552917405,0.3616259438600397,0.3913383157110843,0.662709438410373,0.5554813454295838,0.6043761541467072,0.9236339142881199,0.7470547856254987,0.8260128124055998,0.12161078132520456,0.9174121665582303,0.28944581715495943,0.0,0.6773682124455014,0.5804823331463825,0.0,10092.0,1783.0,2.0,24592.0,25497.0,3812.0
apartment_2,seq_0005,18,4,4,1,23755,cells1.0,0.5,subset,11877,37359,0.1928131299327878,0.2842018550065533,0.23850749246967057,0.4248547613033594,0.4411520650981022,0.4328500644609283,0.6618674749515872,0.6570572017452287,0.6594535665327279,0.9235497179422413,0.8324901630129287,0.8756589910954403,0.13045802887185884,,,,,,,,,,,,
apartment_2,seq_0005,18,4,4,1,23755,cells1.0,0.25,fixed,5938,53901,0.13431681939027862,0.6102684709809171,0.37229264518559785,0.5235769619400471,0.23096046455538857,0.3205290396841668,0.7802290333445605,0.4023858555499898,0.5309473608957525,0.9860222297069721,0.6472050611305913,0.7814694023712495,0.09034653465346534,0.7347104749512037,0.14201670784798212,0.0,0.7760500446827524,0.8483965014577259,0.0,5595.0,343.0,0.0,24592.0,25497.0,3812.0
apartment_2,seq_0005,18,4,4,1,23755,cells1.0,0.25,subset,5938,37359,0.13460293947985522,0.44397853029445816,0.2892907348871567,0.5215560794880432,0.2911212826895795,0.37366876923519227,0.7798922196025598,0.4913140073342434,0.6028478520358609,0.9860222297069721,0.7511978372012099,0.8527391324766921,0.09958694053075312,,,,,,,,,,,,
apartment_2,seq_0005,18,4,4,1,23755,cells1.0,0.1,fixed,2375,53901,0.11555071297748695,1.2867705096458866,0.7011606113116867,0.6126315789473684,0.10369009851394223,0.17736117940458562,0.8677894736842106,0.20355837554034248,0.3297637003742973,0.9873684210526316,0.41579933581937256,0.585171846590766,0.040933694181326113,0.42936727391021473,0.016197984076558026,0.0,0.8687686408180656,0.7857142857142857,0.0,2347.0,28.0,0.0,24592.0,25497.0,3812.0
apartment_2,seq_0005,18,4,4,1,23755,cells1.0,0.1,subset,2375,37359,0.11566595088979782,0.9805424680970375,0.5481042094934176,0.6147368421052631,0.1347466473942022,0.22104217014494312,0.8665263157894737,0.2592681816965122,0.3991184941632054,0.9873684210526316,0.5124869509355175,0.6747496338724019,0.04738648363252376,,,,,,,,,,,,
apartment_2,seq_0005,18,4,4,1,23755,cells1.5,0.5,fixed,11877,53901,0.1948977754432799,0.3869107025679447,0.2909042390056123,0.4244337795739665,0.35990055843119795,0.389512346671551,0.657994443041172,0.5507133448359028,0.599592927662171,0.9200976677612192,0.7463497894287675,0.8241660397087404,0.12111614481016718,0.9172901756668835,0.2794838608463741,0.0,0.674893869088755,0.5607101947308133,0.0,10129.0,1746.0,2.0,24592.0,25497.0,3812.0
apartment_2,seq_0005,18,4,4,1,23755,cells1.5,0.5,subset,11877,37359,0.19532339322085934,0.28497169115545795,0.24014754218815865,0.4230024416940305,0.43986723413367596,0.4312700266845332,0.6570682832365076,0.6540057282047164,0.6555334287893171,0.9200134714153406,0.8321421879600631,0.8738744402757046,0.1300552289328345,,,,,,,,,,,,
apartment_2,seq_0005,18,4,4,1,23755,cells1.5,0.25,fixed,5938,53901,0.13916034299345698,0.7235735895750769,0.43136696628426696,0.5229033344560458,0.23201795885048515,0.3214188430298836,0.7649040080835298,0.38264596204152057,0.5101083833597986,0.9811384304479622,0.6033283241498303,0.7471896816811742,0.09186000396589332,0.7493087182823682,0.0862062203396478,0.0,0.7626852659110723,0.8275862068965517,0.0,5735.0,203.0,0.0,24592.0,25497.0,3812.0
apartment_2,seq_0005,18,4,4,1,23755,cells1.5,0.25,subset,5938,37359,0.1392201939053217,0.5089996869372413,0.3241099404212815,0.5222297069720444,0.2975454375117107,0.3790967991362139,0.7645671943415291,0.4828823041301962,0.591921306503079,0.9811384304479622,0.7282582510238497,0.8359933830632051,0.10176890803946026,,,,,,,,,,,,
apartment_2,seq_0005,18,4,4,1,23755,cells1.5,0.1,fixed,2375,53901,0.11060038444062326,1.1928689942428221,0.6517346893417226,0.6703157894736842,0.12309604645553886,0.20799594819327727,0.8618947368421053,0.20979202612196435,0.3374468163549107,0.984421052631579,0.3799001873805681,0.5482312103457149,0.05491114793440375,0.4536841249186727,0.005922265364552692,0.0,0.8618947368421053,0.0,0.0,2375.0,0.0,0.0,24592.0,25497.0,3812.0
apartment_2,seq_0005,18,4,4,1,23755,cells1.5,0.1,subset,2375,37359,0.11077118733206769,0.9027724914125925,0.5067718393723301,0.6703157894736842,0.16368211140555153,0.2631150596754781,0.8606315789473684,0.2721700259642924,0.413555415479945,0.984421052631579,0.47795711876656227,0.6434875180324835,0.06367292225201072,,,,,,,,,,,,
apartment_2,seq_0005,18,4,4,1,23755,span,0.5,fixed,11877,53901,0.19319922178675802,0.3857772254475878,0.2894882236171729,0.4258651174539025,0.3610508153837591,0.39078875260733054,0.6615306895680727,0.555221609988683,0.6037319751155751,0.9210238275658836,0.7468321552475835,0.8248316608429095,0.12084652691490641,0.9176561483409239,0.28866141114640936,0.0,0.6756649856620192,0.5811577752553916,0.0,10113.0,1762.0,2.0,24592.0,25497.0,3812.0
apartment_2,seq_0005,18,4,4,1,23755,span,0.5,subset,11877,37359,0.19363518735258314,0.2843840819123096,0.2390096346324464,0.4243495832280879,0.4408843919805134,0.43245899571522034,0.6606045297634082,0.6568430632511577,0.6587184267945149,0.9210238275658836,0.8322492572070986,0.8743890532728921,0.12970301438176232,,,,,,,,,,,,
apartment_2,seq_0005,18,4,4,1,23755,span,0.25,fixed,5938,53901,0.14987684868867301,0.5379304405726941,0.34390364463068357,0.5210508588750421,0.2224448526001373,0.31178412924444426,0.7652408218255304,0.39424129422459697,0.5203866930138119,0.9600875715729201,0.6572048756052763,0.7802846469068198,0.08829923905524262,0.7057986337020169,0.15268462956426246,0.0,0.7757428518034012,0.6695059625212947,0.0,5351.0,587.0,0.0,24592.0,25497.0,3812.0
apartment_2,seq_0005,18,4,4,1,23755,span,0.25,subset,5938,37359,0.1501875943986856,0.4100211007111782,0.2801043475549319,0.519029976423038,0.2785941807864236,0.36257360005509565,0.7643987874705288,0.47758237640193796,0.5878726667652131,0.9599191647019198,0.7573810862175112,0.8467064734355008,0.0973516291151392,,,,,,,,,,,,
apartment_2,seq_0005,18,4,4,1,23755,span,0.1,fixed,2375,53901,0.11800836863413779,1.3248756021411703,0.721441985387654,0.6197894736842106,0.1036715459824493,0.17763094672356072,0.8534736842105263,0.19491289586464072,0.31735054701255416,0.984421052631579,0.3890280328750858,0.5576724898903813,0.04505830408694668,0.41578562134027325,0.011020904420127858,0.0,0.85297845373891,1.0,0.0,2367.0,8.0,0.0,24592.0,25497.0,3812.0
apartment_2,seq_0005,18,4,4,1,23755,span,0.1,subset,2375,37359,0.11814488833980177,1.0118274217209389,0.5649861550303703,0.6223157894736842,0.13490725126475547,0.22174421025191898,0.8522105263157894,0.2492036724751733,0.38563874174315327,0.984421052631579,0.4844615755239701,0.6493564087359558,0.05210819411296738,,,,,,,,,,,,
apartment_2,seq_0005,18,4,4,1,23755,conf_sum,0.5,fixed,11877,53901,0.18163842921038767,0.45609906147498813,0.3188687453426879,0.4300749347478319,0.3526836236804512,0.3875534411161498,0.6739075524122253,0.532327786126417,0.5948088303632132,0.9371053296286941,0.7084098625257417,0.806865425368979,0.12381947514367239,0.9090761223162004,0.24853904380907557,0.0,0.6817876021143681,0.6182065217391305,0.0,10405.0,1472.0,0.0,24592.0,25497.0,3812.0
apartment_2,seq_0005,18,4,4,1,23755,conf_sum,0.5,subset,11877,37359,0.18198765464946753,0.3265330404133637,0.2542603475314156,0.42864359686789594,0.4347011429642121,0.431651118923828,0.6734865706828324,0.6392034048020557,0.6558973056984126,0.9370211332828156,0.80473246071897,0.8658530402109048,0.13348820586132953,,,,,,,,,,,,
apartment_2,seq_0005,18,4,4,1,23755,conf_sum,0.25,fixed,5938,53901,0.13610733883842638,0.7454961833256789,0.44080176108205266,0.5232401481980464,0.23018125823268584,0.31971503501780657,0.772482317278545,0.3750579766609154,0.5049507306278713,0.9858538228359717,0.5973915140720951,0.743966451880277,0.09278094765566856,0.7349544567338973,0.08400988351570773,0.0,0.7702888583218707,0.8770491803278688,0.0,5816.0,122.0,0.0,24592.0,25497.0,3812.0
apartment_2,seq_0005,18,4,4,1,23755,conf_sum,0.25,subset,5938,37359,0.13617473829000934,0.5242874950930475,0.33023111669152844,0.5225665207140451,0.29604646805321344,0.3779660838590325,0.7721455035365443,0.472657191038304,0.5863742525060791,0.9858538228359717,0.7219679327605129,0.833523573692084,0.10320749361339768,,,,,,,,,,,,
apartment_2,seq_0005,18,4,4,1,23755,conf_sum,0.1,fixed,2375,53901,0.09631310830675725,1.2436218909694687,0.669967499638113,0.6757894736842105,0.11407951614997866,0.19520638781711672,0.9132631578947369,0.18574794530713715,0.3087079914105197,0.999578947368421,0.3363945010296655,0.5033825509675299,0.05539358600583091,0.4069616135328562,0.0001568812017100051,0.0,0.9132631578947369,0.0,0.0,2375.0,0.0,0.0,24592.0,25497.0,3812.0
apartment_2,seq_0005,18,4,4,1,23755,conf_sum,0.1,subset,2375,37359,0.09650324190066317,0.9427824186498633,0.5196428302752633,0.6757894736842105,0.15415294841939023,0.2510413664966386,0.9128421052631579,0.24840065312240692,0.3905308748021727,0.999578947368421,0.4356647661875318,0.6068395552310707,0.06253347616497054,,,,,,,,,,,,
apartment_2,seq_0005,18,4,4,1,23755,conf_mean,0.5,fixed,11877,53901,0.18582023313612733,0.5526089265193079,0.36921457982771766,0.4092784373158205,0.30060666777981854,0.34662461954055146,0.6563947124694788,0.4600285708984991,0.5409423576543918,0.9344952429064579,0.6584664477467951,0.7725656764294857,0.11802334879257956,0.808027000650618,0.1931599796054438,0.0,0.6669234472797304,0.5831099195710456,0.0,10385.0,1492.0,0.0,24592.0,25497.0,3812.0
apartment_2,seq_0005,18,4,4,1,23755,conf_mean,0.5,subset,11877,37359,0.18625035543708537,0.39963639807113005,0.2929433767541077,0.4073419213606129,0.3745817607537675,0.39027556684172954,0.6553001599730571,0.5556626248025911,0.6013823240515972,0.9337374757935506,0.7621189003988329,0.8392443939276545,0.1267430500044409,,,,,,,,,,,,
apartment_2,seq_0005,18,4,4,1,23755,conf_mean,0.25,fixed,5938,53901,0.13598033951893101,0.8929696993256384,0.5144750194222847,0.5082519366790165,0.1917033079163652,0.27839944987508225,0.7834287638935669,0.290959351403499,0.42432696670381664,0.9826540922869653,0.46030685887089295,0.6269364645166452,0.09115679960366609,0.5590029277813924,0.07593050162764246,0.0,0.7755681818181818,0.9281045751633987,0.0,5632.0,306.0,0.0,24592.0,25497.0,3812.0
apartment_2,seq_0005,18,4,4,1,23755,conf_mean,0.25,subset,5938,37359,0.1363750620170081,0.6833709117727583,0.4098729868948832,0.5053890198720108,0.2398351133595653,0.32529819544643673,0.7827551364095655,0.36189405498005833,0.49495414403399224,0.9828224991579656,0.5574025000669183,0.7113606368269054,0.10151910214261421,,,,,,,,,,,,
