scene,seq,n_steps,N_req,N,seed,n_vox,ranking,frac,ref,n_pred,n_ref,acc,comp,chamfer,precision@0.1,recall@0.1,f1@0.1,precision@0.2,recall@0.2,f1@0.2,precision@0.5,recall@0.5,f1@0.5,iou
frl_apartment_5,seq_0006,18,1,1,0,10103,support,1.0,fixed,10103,45500,0.3952924949581677,0.41498626673168354,0.4051393808449256,0.2777392853607839,0.22615384615384615,0.24930606783052855,0.4611501534197763,0.4065934065934066,0.432156734939457,0.7489854498663763,0.768087912087912,0.758416415183783,0.07559254273242769
frl_apartment_5,seq_0006,18,1,1,0,10103,support,1.0,subset,10103,12664,0.4163412472224927,0.24992689129809093,0.3331340692602918,0.24151242205285559,0.4103758686039166,0.30407317142856766,0.42066712857567057,0.6006790903348074,0.49480958258433105,0.7345342967435415,0.9086386607706886,0.8123627602694541,0.09298189901556049
frl_apartment_5,seq_0006,18,1,1,0,10103,support,0.5,fixed,5051,45500,0.34676150196256605,0.9247891596207861,0.635775330791676,0.37556919421896656,0.17195604395604397,0.23590288946282284,0.5486042367847951,0.3383516483516483,0.4185577905721403,0.7748960601861018,0.6319120879120879,0.6961378322538316,0.06735439931894437
frl_apartment_5,seq_0006,18,1,1,0,10103,support,0.5,subset,5051,12664,0.36245999457551875,0.4804043555703223,0.4214321750729205,0.3419124925757276,0.35320593809222994,0.347467474196061,0.5169273411205701,0.5450884396715098,0.5306345214282999,0.7669768362700455,0.8322804801010739,0.7982953624569878,0.10548331363099027
frl_apartment_5,seq_0006,18,1,1,0,10103,support,0.25,fixed,2525,45500,0.3186659014718374,1.2035924770430653,0.7611291892574513,0.48356435643564355,0.1176923076923077,0.1893095192855786,0.638019801980198,0.2310989010989011,0.3392992800513766,0.7932673267326733,0.5107472527472527,0.6214027269303353,0.053257091602197555
frl_apartment_5,seq_0006,18,1,1,0,10103,support,0.25,subset,2525,12664,0.32764107556378186,0.6492929745509434,0.4884670250573626,0.4645544554455446,0.29572015161086546,0.36139077307277856,0.6178217821782178,0.44622552116235,0.5181872006487068,0.7920792079207921,0.7403663929248263,0.7653502685582747,0.10030846566891352
frl_apartment_5,seq_0006,18,1,1,0,10103,support,0.1,fixed,1010,45500,0.28896827845006984,2.388386011351111,1.3386771449005903,0.5425742574257426,0.056373626373626376,0.10213535866941087,0.6603960396039604,0.08731868131868131,0.15424308151949156,0.7910891089108911,0.16575824175824175,0.27408664438578073,0.027482005829516386
frl_apartment_5,seq_0006,18,1,1,0,10103,support,0.1,subset,1010,12664,0.292746392514163,1.4126875210160204,0.8527169567650916,0.5415841584158416,0.17877447883765002,0.2688145061650681,0.6504950495049505,0.2515792798483891,0.36283279719690614,0.7891089108910891,0.400584333543904,0.5314053326628523,0.0577349146357357
frl_apartment_5,seq_0006,18,1,1,0,10103,views,0.5,fixed,5051,45500,0.34676150196256605,0.9247891596207861,0.635775330791676,0.37556919421896656,0.17195604395604397,0.23590288946282284,0.5486042367847951,0.3383516483516483,0.4185577905721403,0.7748960601861018,0.6319120879120879,0.6961378322538316,0.06735439931894437
frl_apartment_5,seq_0006,18,1,1,0,10103,views,0.5,subset,5051,12664,0.36245999457551875,0.4804043555703223,0.4214321750729205,0.3419124925757276,0.35320593809222994,0.347467474196061,0.5169273411205701,0.5450884396715098,0.5306345214282999,0.7669768362700455,0.8322804801010739,0.7982953624569878,0.10548331363099027
frl_apartment_5,seq_0006,18,1,1,0,10103,views,0.25,fixed,2525,45500,0.3186659014718374,1.2035924770430653,0.7611291892574513,0.48356435643564355,0.1176923076923077,0.1893095192855786,0.638019801980198,0.2310989010989011,0.3392992800513766,0.7932673267326733,0.5107472527472527,0.6214027269303353,0.053257091602197555
frl_apartment_5,seq_0006,18,1,1,0,10103,views,0.25,subset,2525,12664,0.32764107556378186,0.6492929745509434,0.4884670250573626,0.4645544554455446,0.29572015161086546,0.36139077307277856,0.6178217821782178,0.44622552116235,0.5181872006487068,0.7920792079207921,0.7403663929248263,0.7653502685582747,0.10030846566891352
frl_apartment_5,seq_0006,18,1,1,0,10103,views,0.1,fixed,1010,45500,0.28896827845006984,2.388386011351111,1.3386771449005903,0.5425742574257426,0.056373626373626376,0.10213535866941087,0.6603960396039604,0.08731868131868131,0.15424308151949156,0.7910891089108911,0.16575824175824175,0.27408664438578073,0.027482005829516386
