scene,seq,n_steps,N_req,N,seed,n_vox,ranking,frac,ref,n_pred,n_ref,acc,comp,chamfer,precision@0.1,recall@0.1,f1@0.1,precision@0.2,recall@0.2,f1@0.2,precision@0.5,recall@0.5,f1@0.5,iou
frl_apartment_5,seq_0006,18,1,1,0,9492,support,1.0,fixed,9492,45500,0.3338985290439128,0.23687940084834141,0.2853889649461271,0.38811630847029077,0.31041758241758244,0.3449456862259047,0.5781710914454278,0.5371428571428571,0.5569023365474716,0.8041508638853772,0.9278021978021977,0.8615625392877717,0.10788488837269325
frl_apartment_5,seq_0006,18,1,1,0,9492,support,1.0,subset,9492,12664,0.3558264034244321,0.16352782746077793,0.259677115442605,0.33796881584492205,0.5093177511054959,0.40631711617822974,0.5339233038348082,0.693461781427669,0.6033239443248625,0.789401601348504,0.9714939987365762,0.8710328065628206,0.1366157638841334
frl_apartment_5,seq_0006,18,1,1,0,9492,support,0.5,fixed,4746,45500,0.32598338520332626,0.6998704515040768,0.5129269183537015,0.4648124736620312,0.2291868131868132,0.3069999972241553,0.6125158027812895,0.3935824175824176,0.47922846017746823,0.7903497682258744,0.7099120879120879,0.7479745643689405,0.08838004455266021
frl_apartment_5,seq_0006,18,1,1,0,9492,support,0.5,subset,4746,12664,0.3398857819660667,0.4013531998655021,0.3706194909157844,0.4283607248209018,0.44464624131396085,0.4363515839086996,0.5855457227138643,0.6150505369551484,0.5999355874492533,0.7817109144542773,0.8701042324699937,0.8235424847642941,0.14071222329162655
frl_apartment_5,seq_0006,18,1,1,0,9492,support,0.25,fixed,2373,45500,0.3641481590426493,1.4519117772796628,0.9080299681611561,0.5444584913611462,0.13949450549450548,0.22208826736301765,0.6363253265908133,0.22505494505494505,0.33250857055119476,0.7366203118415507,0.44259340659340657,0.5529503059318964,0.06315249015916481
frl_apartment_5,seq_0006,18,1,1,0,9492,support,0.25,subset,2373,12664,0.3686553382724408,0.7565507904052734,0.5626030643388571,0.5351875263379688,0.3460991787744788,0.42035801126100414,0.6333754740834386,0.47102021478205935,0.5402640644983597,0.7349346818373367,0.7248104864181933,0.7298374754885607,0.12084663592290411
frl_apartment_5,seq_0006,18,1,1,0,9492,support,0.1,fixed,949,45500,0.3248131706620372,2.520457095708215,1.4226351331851261,0.547945205479452,0.057076923076923074,0.10338473542494679,0.6153846153846154,0.08063736263736264,0.14259030306268933,0.7281348788198103,0.15692307692307692,0.25820041469150906,0.02911808669656203
frl_apartment_5,seq_0006,18,1,1,0,9492,support,0.1,subset,949,12664,0.3275313884048604,1.5172587015166237,0.9223950449607421,0.5458377239199157,0.17837965887555274,0.2688870753651619,0.6153846153846154,0.23444409349336703,0.33953498345353056,0.7281348788198103,0.3832122552116235,0.5021477096874206,0.06070582038451409
frl_apartment_5,seq_0006,18,1,1,0,9492,views,0.5,fixed,4746,45500,0.32598338520332626,0.6998704515040768,0.5129269183537015,0.4648124736620312,0.2291868131868132,0.3069999972241553,0.6125158027812895,0.3935824175824176,0.47922846017746823,0.7903497682258744,0.7099120879120879,0.7479745643689405,0.08838004455266021
frl_apartment_5,seq_0006,18,1,1,0,9492,views,0.5,subset,4746,12664,0.3398857819660667,0.4013531998655021,0.3706194909157844,0.4283607248209018,0.44464624131396085,0.4363515839086996,0.5855457227138643,0.6150505369551484,0.5999355874492533,0.7817109144542773,0.8701042324699937,0.8235424847642941,0.14071222329162655
