scene,seq,N_req,N,n_vox,method,param,n_cand,kept,kept_frac,n_pred,n_ref,acc,comp,chamfer,precision@0.1,recall@0.1,f1@0.1,precision@0.2,recall@0.2,f1@0.2,precision@0.5,recall@0.5,f1@0.5,iou
apartment_2,seq_0006,-1,18,86240,fake_posterior_same_cand,0.05,86240,43120,0.5,43120,54151,0.7092661026933909,0.6680756109181842,0.6886708568057875,0.261873840445269,0.5127883141585566,0.34669525125525774,0.400904452690167,0.5762959132795331,0.4728602357238064,0.6068645640074212,0.6534320695832025,0.629287990536496,0.12441069564904451
apartment_2,seq_0006,-1,18,86240,fake_posterior_same_cand,0.05,86240,21560,0.25,21560,54151,0.3933312702387728,0.7857657397346565,0.5895485049867146,0.41637291280148425,0.4346549463537146,0.42531755953682504,0.5667439703153989,0.5070266477073369,0.5352247315287942,0.7818181818181819,0.6078004099647283,0.6839134338542366,0.15825220738057505
apartment_2,seq_0006,-1,18,86240,fake_posterior_same_cand,0.05,86240,8624,0.1,8624,54151,0.18146404936411914,1.1097660085668533,0.6456150289654862,0.6971243042671614,0.30959723735480416,0.42877349847163326,0.7680890538033395,0.3548041587412975,0.4853911084839866,0.9132653061224489,0.4643312219534265,0.6156484673372384,0.15645527783515803
apartment_2,seq_0006,-1,18,86240,fake_posterior_same_cand,0.05,86240,4312,0.05,4312,54151,0.12002210339068749,1.3770378191133543,0.7485299612520209,0.8457792207792207,0.21818618308064486,0.34688597813664535,0.8787105751391465,0.25722516666358886,0.3979564438751084,0.9339053803339518,0.34296688888478516,0.501692503670511,0.10871804476074538
apartment_2,seq_0006,-1,18,86240,fake_posterior_same_cand,0.05,86240,1724,0.019990723562152132,1724,54151,0.10976514734111555,1.7649693514427227,0.9373672493919192,0.8578886310904872,0.12066259164189028,0.21156800617641636,0.882830626450116,0.14996952964857527,0.25638589038987214,0.9344547563805105,0.22461265719931303,0.362171109987311,0.053441214663869745
apartment_2,seq_0006,-1,18,86240,fake_posterior_same_cand,0.05,86240,862,0.009995361781076066,862,54151,0.11460472665602207,2.039837179901865,1.0772209532789434,0.8236658932714617,0.06806891839485882,0.12574600820833054,0.8596287703016241,0.09551070155675795,0.1719199119059226,0.9350348027842227,0.16210226957950916,0.2763032395589329,0.030512964189292446
apartment_2,seq_0006,-1,18,86240,fake_posterior_same_cand,0.05,86240,431,0.004997680890538033,431,54151,0.08701701262342701,2.2344105823265834,1.1607137974750052,0.8491879350348028,0.03868811286956843,0.07400465133763959,0.8932714617169374,0.05756126387324334,0.10815327014835639,0.9721577726218097,0.1142730512825248,0.20450714865818145,0.017315794882334805
apartment_2,seq_0006,-1,18,86240,fake_posterior_same_cand,0.05,86240,172,0.00199443413729128,172,54151,0.061936159984709624,2.513380510106429,1.2876583350455693,0.9069767441860465,0.020812173367066165,0.040690628833290894,0.9534883720930233,0.032797178260789275,0.06341313242986572,1.0,0.06954626876696644,0.13004817238461938,0.007735946364105209
apartment_2,seq_0006,-1,18,86240,fake_posterior,0.1,699048,349524,0.5,349524,54151,1.2160112808227153,0.21583196539251015,0.7159216231076126,0.0730622217644568,0.8254325866558327,0.13424215283756513,0.16347947494306542,0.8582297649166221,0.27464359893299545,0.40924228379167094,0.8918948865210246,0.5610493783284333,0.040307502277220186
apartment_2,seq_0006,-1,18,86240,fake_posterior,0.1,699048,174762,0.25,174762,54151,1.234856056617619,0.41444052404102233,0.8246482903293206,0.10220185166111626,0.6820003324038337,0.17776460770324937,0.21081814124351975,0.7336891285479492,0.327525225645338,0.4288918643641066,0.7898653764473417,0.5559217579304085,0.057629445606694564
