scene,seq,N_req,N,method,frac,n_cand,kept,n_pred,n_ref,acc,comp,chamfer,precision@0.1,recall@0.1,f1@0.1,precision@0.2,recall@0.2,f1@0.2,precision@0.5,recall@0.5,f1@0.5,iou
apartment_2,seq_0000,1,1,C_on_B,0.25,9416,2354,2354,14393,0.13774678141139118,0.8440683919495879,0.49090758668048956,0.6202209005947323,0.2912526922809699,0.39637134530079055,0.8050127442650807,0.4173556590009032,0.5497141835296127,0.953695836873407,0.5578406169665809,0.7039331042111142,0.05490360435875943
apartment_2,seq_0000,1,1,C_on_B,0.1,9416,941,941,14393,0.08308209487536548,1.0874446278588135,0.5852633613670895,0.7470775770456961,0.17869797818383937,0.288409543350812,0.946865037194474,0.2906968665323421,0.4448273634031046,1.0,0.45202529007156256,0.6226135221780946,0.028276107876915767
apartment_2,seq_0000,1,1,C_on_B,0.05,9416,470,470,14393,0.07083202934549945,1.381829170349045,0.7263305998472722,0.7957446808510639,0.10637115264364622,0.18765722930341272,0.9936170212765958,0.16799833252275412,0.2874032306730817,1.0,0.3127909400402974,0.47652818205874575,0.01274594728375201
apartment_2,seq_0000,1,1,C_on_B,0.02,9416,188,188,14393,0.07143129390240348,1.536726534179965,0.8040789140411843,0.8776595744680851,0.05071909956228722,0.09589643662535303,1.0,0.10762176057805878,0.19432944423535317,1.0,0.2302508163690683,0.3743152425594398,0.00037979491074819596
apartment_2,seq_0000,1,1,C_grid,1.0,446775,446775,446775,14393,0.9826546492884145,0.04510741954017609,0.5138810344142953,0.041291477813216945,1.0,0.07930820273288294,0.11864361255665604,1.0,0.21212048453125562,0.37549101896927983,1.0,0.5459737850569943,0.0172659616137877
apartment_2,seq_0000,1,1,C_grid,0.5,446775,223387,223387,14393,0.9476506098626931,0.24999516795700125,0.5988228889098471,0.046305290818176525,0.73883137636351,0.08714865367557491,0.12805579554763705,0.7834363926908914,0.22013040116312968,0.38217532801819265,0.8556242617939276,0.5283544858195529,0.021097885351219037
apartment_2,seq_0000,1,1,C_grid,0.25,446775,111693,111693,14393,0.8952267363114638,0.385798567729271,0.6405126520203674,0.06533981538681922,0.6214826651844647,0.11824762222542519,0.16595489421897522,0.6725491558396443,0.26621892644794365,0.4081992604729034,0.7763496143958869,0.5350650280258425,0.03135337761386113
apartment_2,seq_0000,1,1,C_grid,0.1,446775,44677,44677,14393,0.7220518155442689,0.4734998270736463,0.5977758213089576,0.1211585379501757,0.5361634127700966,0.19765284005020534,0.27112384448373883,0.6001528520808727,0.3735110767351512,0.5149853392125703,0.7175710414784965,0.599629472523973,0.05701603954403309
apartment_2,seq_0000,1,1,C_grid,0.05,446775,22338,22338,14393,0.48837483408652627,0.5257624895892752,0.5070686618379008,0.18734891216760677,0.4866949211422219,0.27055143754006317,0.38235294117647056,0.5515180990759397,0.45161389143568614,0.6362700331274063,0.6865837559924963,0.6604700727519156,0.08299398176510865
apartment_2,seq_0000,1,1,C_grid,0.02,446775,8935,8935,14393,0.25154602422399763,0.7025903535649581,0.4770681888944779,0.33732512590934527,0.4318766066838046,0.37878965830143413,0.5992165640738668,0.4887097894809977,0.5383507806850789,0.8482372691662003,0.6152991037309803,0.7132308306571131,0.1190348165075951
apartment_2,seq_0000,1,1,oracle,1.0,9416,9416,9416,14393,0.5470330455916502,0.57013335729195,0.5585832014418002,0.26380628717077315,0.3883832418536789,0.31419682921320274,0.3935853865760408,0.5110122976446884,0.4446771779807451,0.5994052676295667,0.6629611616758146,0.6295833021493771,0.06133828996282528
apartment_2,seq_0000,1,1,oracle,0.5,9416,4708,4708,14393,0.12503345994043003,0.5904508099460174,0.3577421349432237,0.5276125743415463,0.3883832418536789,0.4474166332258911,0.7871707731520816,0.5110122976446884,0.6197183655773673,1.0,0.6592788160911555,0.794657063897496,0.08659902029391182
apartment_2,seq_0000,1,1,oracle,0.25,9416,2354,2354,14393,0.05552168407589131,0.6476390800209214,0.35158038204840636,1.0,0.3813659417772528,0.5521577306106026,1.0,0.48037240325158065,0.6489885952973202,1.0,0.6155770166052943,0.7620522083172064,0.10844434658152592
apartment_2,seq_0000,1,1,oracle,0.1,9416,941,941,14393,0.03104400598599085,0.706134372308587,0.36858918914728894,1.0,0.24275689571319392,0.3906747917481971,1.0,0.37163899117626625,0.5418903859791308,1.0,0.5847981657750295,0.738009644892591,0.09988562714449103
apartment_2,seq_0000,1,1,oracle,0.05,9416,470,470,14393,0.02028793983877192,0.7651808827465856,0.3927344112926788,1.0,0.16959633155005904,0.29000831650231673,1.0,0.30077120822622105,0.4624505928853755,1.0,0.5413742791634822,0.7024566148298399,0.056818181818181816
apartment_2,seq_0000,1,1,oracle,0.02,9416,188,188,14393,0.011925481005714505,0.910401025544584,0.4611632532751493,1.0,0.08156742861113041,0.15083188796813773,1.0,0.1925936218995345,0.3229828138654238,1.0,0.4428541652192038,0.6138585255453364,0.0229126213592233
apartment_2,seq_0000,2,2,A_point,1.0,13229,13229,13229,29090,0.4484776224860943,0.4520714016739677,0.450274512080031,0.23894474261093054,0.30735647988999654,0.2688671082993678,0.4184745634590672,0.4620488140254383,0.4391835144649013,0.6913598911482349,0.7171536610519079,0.7040205985479263,0.062304917102436255
apartment_2,seq_0000,2,2,A_point,0.5,13229,6614,6614,29090,0.24782446488488077,0.46368948564776286,0.35575697526632183,0.3778348956758391,0.2911653489171537,0.32888606580244695,0.5715149682491685,0.43966998968717774,0.49699706908020974,0.8666465074085273,0.7085940185630801,0.7796911280954884,0.06449684851119322
apartment_2,seq_0000,2,2,A_point,0.25,13229,3307,3307,29090,0.17360447635447532,0.5399333959241737,0.3567689361393245,0.5204112488660417,0.23805431419731868,0.3266757226234846,0.6960991835500454,0.3657614300446889,0.4795473710363591,0.9404293921983671,0.628325885183912,0.7533311776863153,0.04868624420401855
apartment_2,seq_0000,2,2,A_point,0.1,13229,1322,1322,29090,0.12089966020697952,0.9573190698921196,0.5391093650495495,0.6391830559757943,0.13011344104503267,0.21621392322143587,0.8063540090771558,0.20085940185630802,0.3216076795434424,0.9984871406959153,0.3790993468545892,0.5495492679426422,0.02509140440174923
apartment_2,seq_0000,2,2,A_point,0.05,13229,661,661,29090,0.10102882972042061,1.1508179202944187,0.6259233750074197,0.7261724659606656,0.0779305603300103,0.1407556626906236,0.8895612708018155,0.12756961155036095,0.22313939677851768,1.0,0.28559642488827774,0.444301834322691,0.015109787867510235
apartment_2,seq_0000,2,2,A_point,0.02,13229,264,264,29090,0.07727055731154842,1.3192978760907086,0.6982842167011285,0.875,0.03977311790993469,0.07608767133583233,0.9810606060606061,0.07414919216225507,0.13787751312415794,1.0,0.19034032313509797,0.31980824212319864,0.007456440690862056
apartment_2,seq_0000,2,2,B_argmax,1.0,16705,16705,16705,29090,0.41651526573000014,0.369772505701616,0.39314388571580805,0.283328344806944,0.4075971124097628,0.33428733592291654,0.45004489673750375,0.5547610862839464,0.4969464752586257,0.7239748578269979,0.7919903746992093,0.7564568192210154,0.08562232544530193
apartment_2,seq_0000,2,2,B_argmax,0.5,16705,8352,8352,29090,0.2529069162785554,0.4060935223051224,0.3295002192918389,0.3726053639846743,0.33764180130629085,0.35426300144579237,0.5726772030651341,0.5029907184599519,0.535576662743586,0.859794061302682,0.7632176005500172,0.8086324650132346,0.07874772405421808
apartment_2,seq_0000,2,2,B_argmax,0.25,16705,4176,4176,29090,0.1912418702843512,0.46071448456708974,0.32597817742572044,0.4664750957854406,0.2563080096253008,0.3308359103733998,0.6726532567049809,0.41921622550704707,0.5165217344102421,0.9173850574712644,0.7127535235476109,0.8022255773541502,0.05876180482686254
apartment_2,seq_0000,2,2,B_argmax,0.1,16705,1670,1670,29090,0.13367277756742282,0.8669688793715085,0.5003208284694657,0.6047904191616766,0.14544517016156755,0.2344965946134448,0.8005988023952095,0.23447920247507734,0.36272390642028146,0.9772455089820359,0.40914403575111724,0.5767991730513568,0.03607554643842399
apartment_2,seq_0000,2,2,B_argmax,0.05,16705,835,835,29090,0.11261453391221965,1.062311669117321,0.5874631015147702,0.6826347305389222,0.08899965623925747,0.15746902262510792,0.8718562874251496,0.15486421450670335,0.26301089509905995,0.9904191616766467,0.3218975592987281,0.485878912812218,0.022959561546437565
apartment_2,seq_0000,2,2,B_argmax,0.02,16705,334,334,29090,0.0975241748060102,1.2696207523722771,0.6835724635891437,0.7155688622754491,0.040563767617738056,0.07677533780794732,0.9131736526946108,0.08387762117566173,0.15364271771299037,1.0,0.2074252320385012,0.34358273545154305,0.009862681131932326
apartment_2,seq_0000,2,2,C_on_B,1.0,16705,16705,16705,29090,0.4165152657300001,0.369772505701616,0.39314388571580805,0.283328344806944,0.4075971124097628,0.33428733592291654,0.45004489673750375,0.5547610862839464,0.4969464752586257,0.7239748578269979,0.7919903746992093,0.7564568192210154,0.08562232544530193
apartment_2,seq_0000,2,2,C_on_B,0.5,16705,8352,8352,29090,0.20795641564532635,0.42616419163307284,0.31706030363919957,0.4166666666666667,0.34008250257820555,0.3744993678217485,0.6257183908045977,0.49673427294602956,0.553815372287868,0.9094827586206896,0.7409419044345136,0.8166066616761762,0.08721582220409828
apartment_2,seq_0000,2,2,C_on_B,0.25,16705,4176,4176,29090,0.14550132514494335,0.5451427347832617,0.34532202996410255,0.5407088122605364,0.255689240288759,0.34719679432108147,0.7634099616858238,0.4011000343760743,0.5258928869837638,0.9640804597701149,0.6430732210381574,0.7715184104764855,0.07226354941551541
apartment_2,seq_0000,2,2,C_on_B,0.1,16705,1670,1670,29090,0.09231770413192465,0.7850382243138103,0.4386779642228675,0.6976047904191617,0.15575799243726365,0.25465727789675086,0.918562874251497,0.25500171880371264,0.39918571700192873,1.0,0.45507047095221725,0.6254961254961254,0.04308503062241846
apartment_2,seq_0000,2,2,C_on_B,0.05,16705,835,835,29090,0.07469998946800079,1.0742502616808418,0.5744751255744213,0.8155688622754491,0.09903746992093503,0.17662654154621066,0.9916167664670659,0.15806118941216912,0.27266092169083483,1.0,0.31251289102784463,0.4762054424975773,0.025237529691211402
apartment_2,seq_0000,2,2,C_on_B,0.02,16705,334,334,29090,0.07201555520138758,1.2768586200683818,0.6744370876348846,0.9401197604790419,0.04981093159161224,0.09460913062346425,1.0,0.0942591955998625,0.17227946720281478,1.0,0.20684083877621176,0.34278064203720054,0.008332702068025149
apartment_2,seq_0000,2,2,C_grid,1.0,450660,450660,450660,29090,0.953754279347768,0.0471294231484266,0.5004418512480973,0.0612457284871078,1.0,0.11542233215754578,0.1514556428349532,1.0,0.2630681325457927,0.4178848799538455,1.0,0.589448249095439,0.028795544312785692
apartment_2,seq_0000,2,2,C_grid,0.5,450660,225330,225330,29090,0.8412765707873207,0.16090399404390918,0.5010902824156149,0.08425864287933253,0.8579580611894122,0.15344746398792108,0.1927439755025962,0.8812306634582331,0.31630523710332276,0.4726933830382106,0.9208319009969061,0.6247050577099761,0.04281863452971705
apartment_2,seq_0000,2,2,C_grid,0.25,450660,112665,112665,29090,0.6911124171327926,0.23215612746965458,0.46163427230122356,0.12756401721918964,0.7363355104847027,0.21745564785345398,0.27946567256912086,0.7994499828119629,0.41415438921034764,0.5685172857586651,0.8846682708834651,0.6922023162983284,0.0640323167994851
apartment_2,seq_0000,2,2,C_grid,0.1,450660,45066,45066,29090,0.3578338922493534,0.29951810600236234,0.3286759991258579,0.22236275684551546,0.6060158129941561,0.32534725492823435,0.44643411884791195,0.6906153317291165,0.5423057843735533,0.7750410509031199,0.8369886558954968,0.80482458198306,0.10747948864720473
apartment_2,seq_0000,2,2,C_grid,0.05,450660,22533,22533,29090,0.22815140447843255,0.3561679821358181,0.2921596933071253,0.31802245595349043,0.520178755586112,0.39472270645485646,0.5907335907335908,0.6227913372292884,0.6063390284644999,0.8984156570363467,0.7820556892402888,0.8362071480059199,0.13276764067883118
apartment_2,seq_0000,2,2,C_grid,0.02,450660,9013,9013,29090,0.1588551734062082,0.46842652891877373,0.31364085116249096,0.43448352379895705,0.36314884840151257,0.3956263482178902,0.725174747586819,0.5089377793056034,0.5981121131225806,0.9689337623432819,0.7036094877964937,0.8152267370952729,0.12045246102109447
apartment_2,seq_0000,2,2,oracle,1.0,16705,16705,16705,29090,0.4165152657300001,0.369772505701616,0.39314388571580805,0.283328344806944,0.4075971124097628,0.33428733592291654,0.45004489673750375,0.5547610862839464,0.4969464752586257,0.7239748578269979,0.7919903746992093,0.7564568192210154,0.08562232544530193
apartment_2,seq_0000,2,2,oracle,0.5,16705,8352,8352,29090,0.10378518766440979,0.3913183800352056,0.2475517838498077,0.5666906130268199,0.4075971124097628,0.4741545058385012,0.9001436781609196,0.5547610862839464,0.6864568690840964,1.0,0.7612581643176349,0.8644481311603397,0.12328839266905414
apartment_2,seq_0000,2,2,oracle,0.25,16705,4176,4176,29090,0.05327550298853302,0.46307853495872525,0.25817701897362916,1.0,0.39484358886215193,0.566147476340694,1.0,0.508903403231351,0.6745341048890509,1.0,0.679614987968374,0.8092509209987719,0.15461766289714593
apartment_2,seq_0000,2,2,oracle,0.1,16705,1670,1670,29090,0.0320275268185682,0.5383196731939532,0.28517360000626074,1.0,0.2484015125472671,0.3979513162242538,1.0,0.39584049501546925,0.5671715305996798,1.0,0.627569611550361,0.7711739112068602,0.109201060204468
apartment_2,seq_0000,2,2,oracle,0.05,16705,835,835,29090,0.0230767252659171,0.5924801890086401,0.3077784571372786,1.0,0.1598487452732898,0.27563722584469474,1.0,0.3111378480577518,0.47460737788731283,1.0,0.5855620488140254,0.7386176394068164,0.05952746241178276
apartment_2,seq_0000,2,2,oracle,0.02,16705,334,334,29090,0.014836371602522337,0.6940095024748252,0.3544229370386738,1.0,0.07645238913716054,0.14204509165229612,1.0,0.18996218631832246,0.31927432401201755,1.0,0.489377793056033,0.6571573650925542,0.02431704501731435
apartment_2,seq_0000,4,4,A_point,1.0,28253,28253,28253,45945,0.5308474381875893,0.38727401554027996,0.4590607268639346,0.2829787987116412,0.4951137229295897,0.36012860333045377,0.4236010335185644,0.6298835564261617,0.5065462334147108,0.6580186174919478,0.8004135379257808,0.7222646698939599,0.11596160682545326
apartment_2,seq_0000,4,4,A_point,0.5,28253,14126,14126,45945,0.2428099325758647,0.39567986409064554,0.3192448983332551,0.4329604983717967,0.4657960605071281,0.4487784651014796,0.5990372363018547,0.6113614103819784,0.6051365815059216,0.8612487611496531,0.7978670149091305,0.8283472293717902,0.13631192470782916
apartment_2,seq_0000,4,4,A_point,0.25,28253,7063,7063,45945,0.16463422194267865,0.4473972365570514,0.30601572924986503,0.5882769361461135,0.3905756883229949,0.46946121104681576,0.7307093303128982,0.5263467189030362,0.6119161651096148,0.9293501345037519,0.7631298291435412,0.8380776429754806,0.12292416424576161
apartment_2,seq_0000,4,4,A_point,0.1,28253,2825,2825,45945,0.08913630695333727,0.8520056959122564,0.47057100143279684,0.7886725663716814,0.24418326259658288,0.3729090449524383,0.8846017699115044,0.32240722603112415,0.47257643271607747,0.9939823008849558,0.4767004026553488,0.6443698044772211,0.07825567502986858
apartment_2,seq_0000,4,4,A_point,0.05,28253,1412,1412,45945,0.07155982070781496,1.0591094710472564,0.5653346458775357,0.8505665722379604,0.1427794101643269,0.24451378601428103,0.9369688385269122,0.21179671346174775,0.3454959461006365,1.0,0.3686581782566112,0.5387147559753829,0.04473684210526316
apartment_2,seq_0000,4,4,A_point,0.02,28253,565,565,45945,0.06158072384509863,1.2456005047907328,0.6535906143179158,0.904424778761062,0.06348895418435085,0.1186489691952559,0.9752212389380531,0.10741103493307215,0.1935089597661825,1.0,0.25857002938295787,0.41089494163424123,0.019871727473451794
apartment_2,seq_0000,4,4,B_argmax,1.0,32188,32188,32188,45945,0.5039305480918164,0.35375002601694344,0.42884028705437993,0.28793339132595996,0.5384263793666341,0.3752141352681224,0.43329812352429475,0.668930242681467,0.5259277075589667,0.6888592021871505,0.8316465338992274,0.7535484467399416,0.12541632662064098
apartment_2,seq_0000,4,4,B_argmax,0.5,32188,16094,16094,45945,0.25711286583772164,0.3808663873677032,0.3189896266027124,0.42755063999005843,0.4786157362063337,0.45164435516415863,0.5960606437181558,0.6316682990532158,0.6133481093963697,0.8468373306822419,0.8161715094134291,0.8312216817450022,0.14360082506629998
apartment_2,seq_0000,4,4,B_argmax,0.25,32188,8047,8047,45945,0.18300984813348634,0.4282614474818292,0.3056356478076578,0.5656766496831117,0.3784742627054086,0.4535165938183857,0.7171616751584441,0.5418870388507999,0.6173241943774944,0.905554865167143,0.7817390358036783,0.8391040668798508,0.12439350844905471
apartment_2,seq_0000,4,4,B_argmax,0.1,32188,3218,3218,45945,0.15078109816487079,0.8573321480815927,0.5040566231232317,0.7122436295835923,0.22611818478615736,0.3432604229640699,0.8175885643256681,0.3144194145173577,0.4541765120314768,0.9220012430080795,0.4746109478724562,0.6266476646000843,0.0721995332555426
apartment_2,seq_0000,4,4,B_argmax,0.05,32188,1609,1609,45945,0.1557375048725064,1.0282591232646674,0.5919983140685869,0.7458048477315102,0.13355098487321798,0.22653621718236844,0.8328154133001865,0.20548481880509303,0.32963668697846443,0.911124922311995,0.3794319294809011,0.535753053870818,0.0418386587168119
apartment_2,seq_0000,4,4,B_argmax,0.02,32188,643,643,45945,0.1438493806943471,1.2107650255864446,0.6773072031403958,0.7776049766718507,0.06105125693764284,0.11321387554102007,0.8678071539657853,0.10945695940798782,0.19439480305415577,0.9191290824261276,0.2662748938948743,0.41292420775959265,0.018990321736855872
apartment_2,seq_0000,4,4,C_on_B,1.0,32188,32188,32188,45945,0.5039305480918165,0.35375002601694344,0.42884028705437993,0.28793339132595996,0.5384263793666341,0.3752141352681224,0.43329812352429475,0.668930242681467,0.5259277075589667,0.6888592021871505,0.8316465338992274,0.7535484467399416,0.12541632662064098
apartment_2,seq_0000,4,4,C_on_B,0.5,32188,16094,16094,45945,0.2665381587512483,0.454009966132393,0.36027406244182064,0.45029203429849635,0.4538469909674611,0.45206252382010537,0.6196719274263701,0.5836978996626401,0.601147202425108,0.8428606934261216,0.7629121776036566,0.8008961897903752,0.1469429303211401
apartment_2,seq_0000,4,4,C_on_B,0.25,32188,8047,8047,45945,0.1510333899574062,0.6848605850071415,0.4179469874822739,0.6510500807754442,0.3443900315594733,0.4504844743279047,0.820429973903318,0.4384154967896398,0.5714588850876763,0.9361252640735678,0.5927522037218413,0.7258793787306336,0.1409532702347099
apartment_2,seq_0000,4,4,C_on_B,0.1,32188,3218,3218,45945,0.0655606997712411,0.9965565790196572,0.5310586393954492,0.8816034804226227,0.2214386766786375,0.353968534753192,0.9770043505282784,0.29128305582762,0.4487702256642889,0.9968924798011187,0.43118946566546956,0.6019956166463925,0.08995205851826224
apartment_2,seq_0000,4,4,C_on_B,0.05,32188,1609,1609,45945,0.05638461629090487,1.208568191201913,0.632476403746409,0.9415786202610317,0.13805637174883012,0.240805325858353,0.9944064636420137,0.1964522798998803,0.3280883110428765,0.9987569919204475,0.3232125367286974,0.48837855024388543,0.04851779669709714
apartment_2,seq_0000,4,4,C_on_B,0.02,32188,643,643,45945,0.05200326853288173,1.4196874392996353,0.7358453539162585,0.9937791601866252,0.06788551529002068,0.1270894886720512,1.0,0.11735771030580042,0.21006291758380896,1.0,0.23016650342801176,0.37420382165605093,0.019096949720085805
apartment_2,seq_0000,4,4,C_grid,1.0,700640,700640,700640,45945,1.7273124108422653,0.049353231130647573,0.8883328209864564,0.05456868006394154,1.0,0.10349004497389944,0.13132279059145924,1.0,0.23215795117643345,0.3537094656314227,1.0,0.5225781079493876,0.026882564512445764
apartment_2,seq_0000,4,4,C_grid,0.5,700640,350320,350320,45945,1.5955726464896922,0.16069908449381928,0.8781358654917557,0.07162594199588947,0.8741538796386984,0.13240311042007832,0.15496688741721854,0.8959843290891283,0.26423282160539463,0.36520895181548296,0.925258461203613,0.5237058593893806,0.03854507193617177
apartment_2,seq_0000,4,4,C_grid,0.25,700640,175160,175160,45945,0.9544565002811857,0.25063710778882425,0.6025468040350049,0.11519753368348938,0.7829143541190554,0.20084313303231988,0.2384848138844485,0.8240722603112417,0.3699165426505245,0.4711064169901804,0.8877788660354772,0.6155608952160271,0.062072627931040146
apartment_2,seq_0000,4,4,C_grid,0.1,700640,70064,70064,45945,0.548577670571268,0.3213789742531572,0.4349783224122126,0.20989381137245947,0.6675808031341822,0.3193735222703938,0.404358871888559,0.7401458265317227,0.5229939761059681,0.6703442566796072,0.840722603112417,0.7459280372738835,0.10650718179781435
apartment_2,seq_0000,4,4,C_grid,0.05,700640,35032,35032,45945,0.3347115416486961,0.4164473724346154,0.37557945704165574,0.3150262617035853,0.5498966155185548,0.4005718421199132,0.5516099566110985,0.6441179671346174,0.5942855006522604,0.8013245033112583,0.7853738165197519,0.7932689857557605,0.1389335250338295
apartment_2,seq_0000,4,4,C_grid,0.02,700640,14012,14012,45945,0.16174037357350055,0.6640452579489639,0.4128928157612322,0.5271909791607193,0.40938078136902817,0.4608762810816425,0.8029546103339994,0.48394819893350743,0.6039126415734165,0.9429060805024265,0.6050712808793122,0.7371236868338165,0.16515909332765777
apartment_2,seq_0000,4,4,oracle,1.0,32188,32188,32188,45945,0.5039305480918165,0.35375002601694344,0.42884028705437993,0.28793339132595996,0.5384263793666341,0.3752141352681224,0.43329812352429475,0.668930242681467,0.5259277075589667,0.6888592021871505,0.8316465338992274,0.7535484467399416,0.12541632662064098
apartment_2,seq_0000,4,4,oracle,0.5,32188,16094,16094,45945,0.10424855922842964,0.3637441092519975,0.23399633424021357,0.5758667826519199,0.5384263793666341,0.556517579662977,0.8665962470485895,0.668930242681467,0.755040621861197,1.0,0.820568070519099,0.9014417904024102,0.19443969496973634
apartment_2,seq_0000,4,4,oracle,0.25,32188,8047,8047,45945,0.04743546311092715,0.4260327465439186,0.23673410482742288,1.0,0.5269996735226902,0.6902420251432482,1.0,0.6293394275764501,0.7725086828746994,1.0,0.7543802372401784,0.8599962781465169,0.2597000937207123
apartment_2,seq_0000,4,4,oracle,0.1,32188,3218,3218,45945,0.029501451877178682,0.4815871341874913,0.255544293032335,1.0,0.37309826967025794,0.543440011412811,1.0,0.5373163565132223,0.6990316004077473,1.0,0.720100119708347,0.8372769834240162,0.14134147603767727
apartment_2,seq_0000,4,4,oracle,0.05,32188,1609,1609,45945,0.022669716252196905,0.5321527454153329,0.2774112308337649,1.0,0.24701273261508325,0.39616713792020103,1.0,0.43118946566546956,0.6025609830281647,1.0,0.6851235172488845,0.8131433811658034,0.07923771313941826
apartment_2,seq_0000,4,4,oracle,0.02,32188,643,643,45945,0.015955142453600454,0.6287720238712913,0.32236358316244584,1.0,0.13355098487321798,0.2356329563564448,1.0,0.3030362389813908,0.46512327119663266,1.0,0.5961475677440418,0.746983023113111,0.03282252505435071
apartment_2,seq_0000,8,8,A_point,1.0,48228,48228,48228,58523,0.6307244988841753,0.421955464559917,0.5263399817220461,0.22849796798540267,0.5292449122567195,0.3191884481412266,0.35464875176246163,0.6474206722143431,0.4582655208754187,0.6037986232064361,0.8021461647557371,0.688981180536754,0.10306154326772883
apartment_2,seq_0000,8,8,A_point,0.5,48228,24114,24114,58523,0.30528801618928136,0.45264994983087253,0.378968983010077,0.3677117027452932,0.4904054816055226,0.42028720078182374,0.5243012357966327,0.6182013909061395,0.5673925742450106,0.8048021895994029,0.774823573637715,0.7895284099937302,0.13551789812960882
