scene,seq,n_steps,selection,n,span_m,frac,ref,delta,n_pred,n_ref,acc,comp,chamfer,precision@0.1,recall@0.1,f1@0.1,precision@0.2,recall@0.2,f1@0.2,precision@0.5,recall@0.5,f1@0.5,iou,sid
apartment_2,seq_0011,15,consec_n0.5,4,0.4499999999999999,0.25,subset,0.5,8057,28494,0.26997008888690777,0.5826262778081365,0.4262981833475221,0.5114807000124115,0.474415666456096,0.492251448385006,0.6177237185056472,0.5789990875271988,0.5977348598282856,0.8160605684497952,0.7203270864041552,0.7652112144270503,0.10383241831458878,apartment_2/seq_0011
apartment_2,seq_0011,15,spaced1.0,3,2.1,1.0,fixed,1.0,27021,51469,0.49857442901700233,0.4112519188474366,0.4549131739322195,0.261389289811628,0.4645514775884513,0.33454184214692567,0.4023537248806484,0.6228215042064155,0.4888814029897668,0.6456089708004885,0.8011035769103733,0.7149998893865446,0.09187833176544372,apartment_2/seq_0011
apartment_2,seq_0011,15,spaced1.0,3,2.1,1.0,subset,1.0,27021,26223,0.5086510646021598,0.27125691979444566,0.38995399219830273,0.2468820546981977,0.594668802196545,0.3489107153735852,0.38817956404278153,0.7363764634099836,0.5083718152937634,0.635616742533585,0.8868931853716203,0.7405195160031073,0.08990069430997759,apartment_2/seq_0011
apartment_2,seq_0011,15,spaced1.0,3,2.1,0.25,fixed,1.0,6755,51469,0.31672560442917896,0.7636576199608097,0.5401916121949943,0.5422649888971133,0.27805086556956615,0.3676077908525611,0.6528497409326425,0.38763138976859857,0.48643852333436244,0.778238341968912,0.5771629524568187,0.6627857609597243,0.08488109703176532,apartment_2/seq_0011
apartment_2,seq_0011,15,spaced1.0,3,2.1,0.25,subset,1.0,6755,26223,0.3184305380894504,0.4951539094602574,0.4067922237748539,0.5367875647668394,0.4419784158944438,0.48479109865913356,0.6512213175425611,0.5651145940586508,0.6051201267599531,0.7776461880088823,0.7349654883117873,0.7557036868761848,0.10786243631310792,apartment_2/seq_0011
apartment_2,seq_0011,15,random_n1.0,3,1.3499999999999999,1.0,fixed,1.0,25823,51469,0.5294217827473432,0.45698063330401834,0.4932012080256808,0.25802579096154593,0.437214634051565,0.3245284586810109,0.3757115749525617,0.5742680059841847,0.4542395253599694,0.6294388723231228,0.7721541121840331,0.6935306026858876,0.0867838910947249,apartment_2/seq_0011
apartment_2,seq_0011,15,random_n1.0,3,1.3499999999999999,1.0,subset,1.0,25823,26363,0.5404169240211548,0.3164488995884005,0.42843291180477766,0.24412345583394648,0.5678792246709403,0.3414585743405998,0.35921465360337684,0.6899821719834617,0.4724598871387472,0.6193316036091856,0.8580586427948261,0.7194075316610917,0.08336643777311163,apartment_2/seq_0011
apartment_2,seq_0011,15,random_n1.0,3,1.3499999999999999,0.25,fixed,1.0,6455,51469,0.28049003863541283,0.8226758110179024,0.5515829248266576,0.5696359411309063,0.28183955390623483,0.377100551860955,0.6604182804027885,0.37756707921273,0.4804541776634257,0.8171959721146398,0.5693912840739086,0.6711503539725431,0.07949827367684979,apartment_2/seq_0011
apartment_2,seq_0011,15,random_n1.0,3,1.3499999999999999,0.25,subset,1.0,6455,26363,0.28417294184288366,0.5598225508897594,0.42199774636632154,0.558017041053447,0.43523119523574705,0.4890346941807077,0.6520526723470178,0.538671623108144,0.5899640625555664,0.8150271107668474,0.7153586465880211,0.7619473561991881,0.09359376816649227,apartment_2/seq_0011
apartment_2,seq_0011,15,consec_n1.0,3,0.30000000000000016,1.0,fixed,1.0,25683,51469,0.5772194877816759,0.44705071561537757,0.5121351016985267,0.28953003932562393,0.47966737259321146,0.3610987533192206,0.4203169411673091,0.6347898735160971,0.5057553116085758,0.6452517229295643,0.792477025005343,0.7113263423316402,0.09877685785037145,apartment_2/seq_0011
apartment_2,seq_0011,15,consec_n1.0,3,0.30000000000000016,1.0,subset,1.0,25683,25108,0.603779502288376,0.31843945021541076,0.46110947625189336,0.25861464782151616,0.6153815516966704,0.3641816368437903,0.3791223766693922,0.745539270352079,0.5026411647001751,0.6194369816610209,0.8618766926875896,0.7208173479086396,0.09041247955129703,apartment_2/seq_0011
apartment_2,seq_0011,15,consec_n1.0,3,0.30000000000000016,0.25,fixed,1.0,6420,51469,0.22501109134473132,0.8600628359539719,0.5425369636493517,0.5718068535825546,0.3023761876080748,0.39557110647896393,0.6866043613707166,0.4045541976723853,0.5091261471225258,0.8741433021806854,0.5691969923643359,0.6894558966823812,0.08018743978278006,apartment_2/seq_0011
apartment_2,seq_0011,15,consec_n1.0,3,0.30000000000000016,0.25,subset,1.0,6420,25108,0.2353573224629838,0.5918839612396801,0.41362064185133196,0.5518691588785046,0.4706069778556635,0.5080088770797054,0.664797507788162,0.5803727895491477,0.6197230770849612,0.8640186915887851,0.7201290425362434,0.7855390500569844,0.09658228616524009,apartment_2/seq_0011
apartment_2,seq_0005,18,all,18,2.55,1.0,fixed,0.0,48022,53901,0.3143908249734111,0.1996283512929582,0.25700958813318464,0.27874724084794467,0.6950705923823306,0.3979163313911216,0.47338719753446334,0.7992430567150888,0.5945975738103779,0.8015701136978884,0.8940279401124284,0.8452782497533766,0.14211145157842228,apartment_2/seq_0005
apartment_2,seq_0005,18,all,18,2.55,1.0,subset,0.0,48022,53901,0.3143908249734111,0.1996283512929582,0.25700958813318464,0.27874724084794467,0.6950705923823306,0.3979163313911216,0.47338719753446334,0.7992430567150888,0.5945975738103779,0.8015701136978884,0.8940279401124284,0.8452782497533766,0.14211145157842228,apartment_2/seq_0005
apartment_2,seq_0005,18,all,18,2.55,0.25,fixed,0.0,12005,53901,0.15915028383858873,0.6882564426355,0.4237033632370444,0.48696376509787587,0.3970612790115211,0.43744112610932123,0.7082049146189088,0.49036195988942693,0.5794866474652218,0.9649312786339025,0.6201369176824177,0.7550331402750149,0.16767811123119128,apartment_2/seq_0005
apartment_2,seq_0005,18,all,18,2.55,0.25,subset,0.0,12005,53901,0.15915028383858873,0.6882564426355,0.4237033632370444,0.48696376509787587,0.3970612790115211,0.43744112610932123,0.7082049146189088,0.49036195988942693,0.5794866474652218,0.9649312786339025,0.6201369176824177,0.7550331402750149,0.16767811123119128,apartment_2/seq_0005
apartment_2,seq_0005,18,spaced0.3,9,2.55,1.0,fixed,0.3,34309,53901,0.27194414687957325,0.2582122305907618,0.26507818873516753,0.31496108892710367,0.6128643253371923,0.4160877947621979,0.5237109796263371,0.7471104432199773,0.6157748603756723,0.8365443469643534,0.8638615239049369,0.8499835089527717,0.15138222526844872,apartment_2/seq_0005
apartment_2,seq_0005,18,spaced0.3,9,2.55,1.0,subset,0.3,34309,45841,0.27269434625975475,0.21049047116604463,0.2415924087128997,0.312512751756099,0.6559630025523003,0.4233390501844895,0.522282782943251,0.7855849566981523,0.6274296474889142,0.8361071438981026,0.895377500490827,0.8647278820196667,0.15247510802179223,apartment_2/seq_0005
apartment_2,seq_0005,18,spaced0.3,9,2.55,0.25,fixed,0.3,8577,53901,0.14396998668368857,0.7715431157604741,0.4577565512220813,0.5335198787454821,0.34563366171314075,0.4194999412533918,0.7423341494695115,0.4536836051279197,0.5631769793488638,0.9764486417162178,0.5877627502272685,0.7338140382646443,0.15139349236730312,apartment_2/seq_0005
apartment_2,seq_0005,18,spaced0.3,9,2.55,0.25,subset,0.3,8577,45841,0.1439866228534473,0.6403211786500375,0.3921539007517424,0.5311880610936225,0.38858227351061275,0.4488300104400946,0.7421009677043255,0.5067079688488471,0.6022193836378137,0.9763320508336248,0.6498549333566022,0.7803213357341457,0.15861829371184674,apartment_2/seq_0005
apartment_2,seq_0005,18,random_n0.3,9,2.55,1.0,fixed,0.3,36752,53901,0.3092568321612878,0.2118833323507739,0.26057008225603084,0.3093709185894645,0.6314910669560861,0.41528932928874734,0.504952111449717,0.7751804233687687,0.6115444782286504,0.8001469307792773,0.8914120331719263,0.8433174575672759,0.1501240694789082,apartment_2/seq_0005
apartment_2,seq_0005,18,random_n0.3,9,2.55,1.0,subset,0.3,36752,46972,0.30994776519518696,0.1933174586296524,0.2516326119124197,0.3081464954288202,0.6600740866899429,0.4201511934228557,0.5032107096212451,0.7970280166907945,0.6169221478344682,0.7998748367435786,0.9049859490760453,0.8491901441963496,0.1503042371943799,apartment_2/seq_0005
apartment_2,seq_0005,18,random_n0.3,9,2.55,0.25,fixed,0.3,9188,53901,0.15616206631294233,0.6098931027744705,0.38302758454370645,0.5314540705267741,0.37084655201202205,0.4368564194338323,0.7294296909011755,0.49609469212073987,0.5905491607421964,0.9541793643883326,0.6489118940279401,0.7724804627770325,0.15929731217319512,apartment_2/seq_0005
apartment_2,seq_0005,18,random_n0.3,9,2.55,0.25,subset,0.3,9188,46972,0.1562893523571253,0.5329007787865203,0.3445950655718228,0.5314540705267741,0.40734905901388063,0.461198538279485,0.7273617762298651,0.5414715149450736,0.6207997309459368,0.9542882020026121,0.6965851996934344,0.8053228516179927,0.1642673276766136,apartment_2/seq_0005
apartment_2,seq_0005,18,consec_n0.3,9,1.2000000000000002,1.0,fixed,0.3,28049,53901,0.2462518326992737,0.6604591296763676,0.45335548118782065,0.3304930657064423,0.5074488413944083,0.4002862772715714,0.5495383079610682,0.6092094766330866,0.5778374715081774,0.8849156832685657,0.7160535055008256,0.7915792277853604,0.14883648289864126,apartment_2/seq_0005
apartment_2,seq_0005,18,consec_n0.3,9,1.2000000000000002,1.0,subset,0.3,28049,40148,0.2526916189118325,0.49755406983078854,0.3751228443713105,0.3168740418553246,0.5729799740958453,0.408072508612183,0.5316410567221648,0.671889010660556,0.5935934519764641,0.8811722343042533,0.7778967819069443,0.8263201092579167,0.15010895680840364,apartment_2/seq_0005
apartment_2,seq_0005,18,consec_n0.3,9,1.2000000000000002,0.25,fixed,0.3,7012,53901,0.13679056770655815,1.0717174517619643,0.6042540097342612,0.5233884768967484,0.2662473794549266,0.35294955083347407,0.760125499144324,0.35633847238455685,0.4852139721351152,0.9853108956075299,0.4961874547782045,0.6600060072013444,0.13014335339302313,apartment_2/seq_0005
apartment_2,seq_0005,18,consec_n0.3,9,1.2000000000000002,0.25,subset,0.3,7012,40148,0.13943060474770544,0.8700376985521163,0.5047341516499109,0.5092698231602967,0.3181976686260835,0.39167332140477323,0.7477181973759269,0.41710670519079407,0.535493829212341,0.9851682829435254,0.5671017236225964,0.7198369213504332,0.1447907188353048,apartment_2/seq_0005
apartment_2,seq_0005,18,spaced0.5,5,2.4,1.0,fixed,0.5,25003,53901,0.2695943451846827,0.2861317985983607,0.2778630718915217,0.3552373715154182,0.5392849854362628,0.42832731733379525,0.5518137823461184,0.6939203354297694,0.6147616886724395,0.8325000999880015,0.8381106101927608,0.8352959340371802,0.15880312473561015,apartment_2/seq_0005
apartment_2,seq_0005,18,spaced0.5,5,2.4,1.0,subset,0.5,25003,38923,0.27134599578320295,0.20304863463080663,0.2371973152070048,0.35007799064112305,0.6204814634021016,0.4476117419349713,0.5479342478902531,0.7696477661023046,0.6401368042081694,0.8311802583689957,0.8953061172057653,0.8620522934282563,0.16459260604959577,apartment_2/seq_0005
apartment_2,seq_0005,18,spaced0.5,5,2.4,0.25,fixed,0.5,6250,53901,0.14720952188056896,0.76455760111117,0.4558835614958695,0.56112,0.29875141463052635,0.38990805119277355,0.73968,0.4317916179662715,0.5452759060979442,0.96144,0.584553162278993,0.7270572807877569,0.1321338063862139,apartment_2/seq_0005
apartment_2,seq_0005,18,spaced0.5,5,2.4,0.25,subset,0.5,6250,38923,0.14740445560761983,0.5324836087827934,0.33994403219520664,0.55952,0.3779770315751612,0.4511709404596209,0.7392,0.5394239909565038,0.6237051970482103,0.96128,0.7045962541427947,0.8131627850484122,0.1486013986013986,apartment_2/seq_0005
apartment_2,seq_0005,18,random_n0.5,5,1.9499999999999997,1.0,fixed,0.5,21972,53901,0.22367933409034582,0.6761316097853746,0.4499054719378602,0.370471509193519,0.4715496929556038,0.41494377092434365,0.5978518113963226,0.5842563217751062,0.5909758853547196,0.8878572728927726,0.7033821264911597,0.7849264376808972,0.15107065085894023,apartment_2/seq_0005
apartment_2,seq_0005,18,random_n0.5,5,1.9499999999999997,1.0,subset,0.5,21972,35394,0.2259764376846,0.36246825806694155,0.2942223478757708,0.3628254141634808,0.595581171950048,0.4509401093684682,0.5909794283633716,0.7148104198451715,0.6470233382313981,0.886400873839432,0.8312425834887269,0.8579360859011905,0.16312757762704932,apartment_2/seq_0005
apartment_2,seq_0005,18,random_n0.5,5,1.9499999999999997,0.25,fixed,0.5,5493,53901,0.12166896489086466,1.0326856290374615,0.5771772969641631,0.595121063171309,0.2671379009665869,0.3687509164849052,0.8083014746040416,0.38004860763251147,0.5170090103286951,0.9856180593482614,0.506799502792156,0.6693981029066328,0.12677527151211362,apartment_2/seq_0005
apartment_2,seq_0005,18,random_n0.5,5,1.9499999999999997,0.25,subset,0.5,5493,35394,0.1235845623861836,0.6556379579121886,0.3896112601491861,0.584380120152922,0.3614736961066847,0.4466610766519699,0.8010194793373384,0.5068373170593886,0.6208425340422248,0.9856180593482614,0.6524269650223201,0.785135682554104,0.15340871952415192,apartment_2/seq_0005
apartment_2,seq_0005,18,consec_n0.5,5,0.6000000000000001,1.0,fixed,0.5,19026,53901,0.18008120552426385,0.7757441488622131,0.4779126771932385,0.4018185640702197,0.46032541140238586,0.42908679078420847,0.6498475769998949,0.5670395725496744,0.6056260720985644,0.9526437506569957,0.689950093690284,0.8002911337835201,0.161951090373606,apartment_2/seq_0005
apartment_2,seq_0005,18,consec_n0.5,5,0.6000000000000001,1.0,subset,0.5,19026,31696,0.18804114387307466,0.4867929774742864,0.33741706067368055,0.38111005991800695,0.5793160020191822,0.4597608602908357,0.627772521812257,0.6898977788995457,0.6573706157275968,0.9481236203090507,0.8048334174659263,0.8706221054705102,0.1710465652374366,apartment_2/seq_0005
apartment_2,seq_0005,18,consec_n0.5,5,0.6000000000000001,0.25,fixed,0.5,4756,53901,0.12009810068136356,1.2130851027194256,0.6665916017003946,0.5664423885618166,0.20517244578022673,0.3012341522799285,0.8111858704793945,0.28797239383313855,0.42505095862909925,0.9911690496215307,0.45229216526595056,0.6211431120895918,0.10813972034664257,apartment_2/seq_0005
apartment_2,seq_0005,18,consec_n0.5,5,0.6000000000000001,0.25,subset,0.5,4756,31696,0.12275362959056767,0.8466677302820976,0.48471067993633266,0.5527754415475189,0.3020570418980313,0.39064897027478723,0.8017241379310345,0.40730691569914185,0.540180973651201,0.9909587888982339,0.5994131751640586,0.7469872049215206,0.13499509872566867,apartment_2/seq_0005
apartment_2,seq_0005,18,spaced1.0,3,2.1,1.0,fixed,1.0,17783,53901,0.24277919607771883,0.28603745905286826,0.26440832756529353,0.41365348928752177,0.5004174319585908,0.45291762820280707,0.6280717539222853,0.6902840392571566,0.6577100195315659,0.8580104594275432,0.8469045101204059,0.8524213122632582,0.16889839867476533,apartment_2/seq_0005
apartment_2,seq_0005,18,spaced1.0,3,2.1,1.0,subset,1.0,17783,32764,0.24664441482033103,0.1985939421623423,0.22261917849133667,0.40347522915143674,0.5992247588816995,0.48224264443696846,0.6195804982286454,0.7798498351849591,0.690537767962786,0.8562672215036833,0.9105115370528629,0.8825566644419789,0.17809286382050482,apartment_2/seq_0005
apartment_2,seq_0005,18,spaced1.0,3,2.1,0.25,fixed,1.0,4445,53901,0.1189898701538039,0.8205694822320633,0.4697796761929336,0.6386951631046119,0.2534461327248103,0.3628905417463298,0.8227221597300337,0.4005306024006976,0.5387691120698346,0.9770528683914511,0.5684866700061223,0.7187671590047731,0.12123197903014417,apartment_2/seq_0005
apartment_2,seq_0005,18,spaced1.0,3,2.1,0.25,subset,1.0,4445,32764,0.11983481942296548,0.5121014772343523,0.3159681483286589,0.6323959505061867,0.3607923330484678,0.45945691098353514,0.8186726659167604,0.5466365523135148,0.6555531854536604,0.9770528683914511,0.731351483335368,0.8365338848181844,0.1442301184433164,apartment_2/seq_0005
apartment_2,seq_0005,18,random_n1.0,3,1.9499999999999997,1.0,fixed,1.0,17731,53901,0.24327165167124423,0.2829392727549185,0.26310546221308134,0.40262816536010376,0.49524127567206544,0.44415830881874724,0.6244430658169308,0.694977829724866,0.6578250930155058,0.8582708251085669,0.855253149292221,0.8567593299958643,0.1681116369037339,apartment_2/seq_0005
apartment_2,seq_0005,18,random_n1.0,3,1.9499999999999997,1.0,subset,1.0,17731,32271,0.24753920811351243,0.197758601888727,0.22264890500111972,0.39123568890643506,0.5855411979796101,0.4690623151515624,0.6155321188878236,0.78101081466332,0.6884675437819803,0.8562968811685748,0.9115304762790121,0.8830508257941871,0.17452054794520547,apartment_2/seq_0005
apartment_2,seq_0005,18,random_n1.0,3,1.9499999999999997,0.25,fixed,1.0,4432,53901,0.11961065646777536,0.8637911479615652,0.4917009022146703,0.6401173285198556,0.2526483738706147,0.3623002131553881,0.8131768953068592,0.3862451531511475,0.5237282987594988,0.9760830324909747,0.5587094859093523,0.7106456967307535,0.12457524936972487,apartment_2/seq_0005
apartment_2,seq_0005,18,random_n1.0,3,1.9499999999999997,0.25,subset,1.0,4432,32271,0.12031983887961865,0.5329674794565316,0.3266436591680751,0.6342509025270758,0.36320535465278425,0.4619016068784984,0.8100180505415162,0.5361470050509746,0.645223629941751,0.9760830324909747,0.7273713240990363,0.8335706853863655,0.14892739273927394,apartment_2/seq_0005
apartment_2,seq_0005,18,consec_n1.0,3,0.2999999999999996,1.0,fixed,1.0,13123,53901,0.16469873757898937,0.8070295963228541,0.4858641669509217,0.4459346186085499,0.38429713734439064,0.4128278547411816,0.6887906728644365,0.524684143151333,0.5956407817165783,0.9641850186695116,0.6767592437988164,0.795299558969049,0.15372462279800933,apartment_2/seq_0005
apartment_2,seq_0005,18,consec_n1.0,3,0.2999999999999996,1.0,subset,1.0,13123,25676,0.17353135485195184,0.42001199257774113,0.2967716737148465,0.42337880057913585,0.5369216388845615,0.47343774955030216,0.66821610912139,0.6967206730020252,0.6821707545071556,0.9589270746018441,0.8366957470010905,0.8936511558561372,0.17836821784190204,apartment_2/seq_0005
