scene,seq,n_steps,selection,n,span_m,frac,ref,delta,n_pred,n_ref,acc,comp,chamfer,precision@0.1,recall@0.1,f1@0.1,precision@0.2,recall@0.2,f1@0.2,precision@0.5,recall@0.5,f1@0.5,iou,sid
apartment_2,seq_0009,25,consec_n0.3,10,1.3622161922108196,0.25,fixed,0.3,11463,60306,0.23313953016604974,1.2636894983762446,0.7484145142711471,0.37416034196981596,0.2616157596259079,0.3079267743491453,0.593038471604292,0.3825987463933937,0.4651232478902717,0.8836255779464364,0.4991045667097801,0.63789968406928,0.08575267866614802,apartment_2/seq_0009
apartment_2,seq_0009,25,consec_n0.3,10,1.3622161922108196,0.25,subset,0.3,11463,40373,0.2358005521424851,0.882412974111134,0.5591067631268095,0.3699729564686382,0.3389889282441235,0.35380388902973664,0.5845764634039955,0.48834617194659796,0.53214587652005,0.8824914943732007,0.6234612240854036,0.7306992053376298,0.09202191405581236,apartment_2/seq_0009
apartment_2,seq_0009,25,spaced0.5,7,3.599999999999999,1.0,fixed,0.5,38102,60306,0.6007438200739833,0.42378822961222506,0.5122660248431041,0.24174584011337988,0.4747786289921401,0.3203680083022566,0.38420555351425123,0.6296056777103439,0.4772052043815423,0.6373156264763005,0.778844559413657,0.7010079979030612,0.10636696893690913,apartment_2/seq_0009
apartment_2,seq_0009,25,spaced0.5,7,3.599999999999999,1.0,subset,0.5,38102,42961,0.6037372917647621,0.2860945620821437,0.4449159269234529,0.23870138050496037,0.5733339540513489,0.33706810651829944,0.38281455041730095,0.7321524173087218,0.5027567750112045,0.6351635084772453,0.8616652312562557,0.731277128624645,0.1070658535082856,apartment_2/seq_0009
apartment_2,seq_0009,25,spaced0.5,7,3.599999999999999,0.25,fixed,0.5,9525,60306,0.1736447757562295,0.821703801232959,0.4976742884945943,0.5413123359580052,0.3428514575664113,0.41980846703095825,0.729238845144357,0.47466255430637083,0.5750344224096321,0.9275590551181102,0.622989420621497,0.7453613832545509,0.11314913706369475,apartment_2/seq_0009
apartment_2,seq_0009,25,spaced0.5,7,3.599999999999999,0.25,subset,0.5,9525,42961,0.17429867962654882,0.5510881474772962,0.3626934135519225,0.5402624671916011,0.43236889271664997,0.4803313862675227,0.7299737532808399,0.584856032215265,0.6494065736486642,0.9273490813648294,0.7331067712576523,0.8188665658221369,0.12319900696014541,apartment_2/seq_0009
apartment_2,seq_0009,25,random_n0.5,7,3.1505673779741734,1.0,fixed,0.5,36917,60306,0.6233075619014492,0.7269094825664759,0.6751085222339626,0.2544898014464881,0.45784830696779755,0.327141629393441,0.4103529539236666,0.589626239511823,0.4839198068978399,0.6445269117208874,0.6903956488574935,0.6666732416760759,0.11378195593106047,apartment_2/seq_0009
apartment_2,seq_0009,25,random_n0.5,7,3.1505673779741734,1.0,subset,0.5,36917,42359,0.6266433455058624,0.45321751120225234,0.5399304283540574,0.2512663542541377,0.5612266578531127,0.34712268075573655,0.406885716607525,0.7077362543969404,0.516709306887099,0.6428745564374136,0.8018602894308176,0.7136196366646358,0.11504669517305934,apartment_2/seq_0009
apartment_2,seq_0009,25,random_n0.5,7,3.1505673779741734,0.25,fixed,0.5,9229,60306,0.15284160254570672,0.8746002985417998,0.5137209505437532,0.5471882110737891,0.3096706795343747,0.395510035581592,0.7608624986455738,0.42657447020197,0.5466639927360286,0.9512406544587713,0.5795443239478659,0.7202659155616442,0.12232427957582687,apartment_2/seq_0009
apartment_2,seq_0009,25,random_n0.5,7,3.1505673779741734,0.25,subset,0.5,9229,42359,0.15346021706466725,0.5762121094510143,0.3648361632578408,0.5466464405677754,0.3963266366061522,0.4595052614911316,0.7584787084191137,0.5382327250407234,0.6296513651129647,0.9514573626611768,0.699048608324087,0.8059527889510921,0.13530762167125804,apartment_2/seq_0009
apartment_2,seq_0009,25,consec_n0.5,7,0.9182227149887687,1.0,fixed,0.5,34935,60306,0.6075525956560914,0.6224065399203774,0.6149795677882344,0.20054386718190925,0.37414187643020597,0.2611230906909442,0.3469586374695864,0.5194342188173647,0.416028796886252,0.6524116215829397,0.6808609425264485,0.6663327567726423,0.08784964157346238,apartment_2/seq_0009
apartment_2,seq_0009,25,consec_n0.5,7,0.9182227149887687,1.0,subset,0.5,34935,34150,0.6226320855020908,0.3891022490759726,0.5058671672890317,0.1859739516244454,0.49013177159590043,0.2696375411413962,0.3256905681980822,0.6510395314787701,0.4341781521771177,0.6377272076713897,0.7961932650073207,0.7082040006184563,0.08298603160064118,apartment_2/seq_0009
apartment_2,seq_0009,25,consec_n0.5,7,0.9182227149887687,0.25,fixed,0.5,8733,60306,0.2327793491491043,1.2809270548025131,0.7568532019758087,0.3448986602542082,0.20999568865452858,0.261048726910062,0.5688766746822398,0.33147613836102546,0.4188781122145919,0.8834306652925684,0.4664544158126886,0.6105410610993011,0.07245821193068548,apartment_2/seq_0009
apartment_2,seq_0009,25,consec_n0.5,7,0.9182227149887687,0.25,subset,0.5,8733,34150,0.23728751300508227,0.7856734555223445,0.5114804842637134,0.3384862017634261,0.2980966325036603,0.31701010917393757,0.5584564296347189,0.46181551976573937,0.5055590256496391,0.8810259933585252,0.6301610541727672,0.7347710789811032,0.08241814636149031,apartment_2/seq_0009
apartment_2,seq_0009,25,spaced1.0,4,3.1499999999999995,1.0,fixed,1.0,23523,60306,0.5553039903070108,0.7568492642655703,0.6560766272862906,0.3197721379075798,0.4190627798229032,0.36274571708952774,0.46975300769459677,0.5653666301860512,0.5131439212646427,0.6825234876503847,0.689251484097768,0.6858709868355575,0.10690065745198529,apartment_2/seq_0009
apartment_2,seq_0009,25,spaced1.0,4,3.1499999999999995,1.0,subset,1.0,23523,36252,0.5604130786797493,0.4315660655265327,0.495989572103141,0.3124176338052119,0.551666114972967,0.39892017998040785,0.4646941291501934,0.7074092463864062,0.5609213838358421,0.6796752114951324,0.8177479863179963,0.7423459665405349,0.10953430292346114,apartment_2/seq_0009
apartment_2,seq_0009,25,spaced1.0,4,3.1499999999999995,0.25,fixed,1.0,5880,60306,0.17498895191314812,0.9937898719936108,0.5843894119533795,0.6062925170068028,0.27453321394222796,0.3779349931198411,0.7557823129251701,0.3846051802474049,0.50978775974071,0.9156462585034013,0.5221371007859914,0.6650416137752465,0.07322595804673815,apartment_2/seq_0009
apartment_2,seq_0009,25,spaced1.0,4,3.1499999999999995,0.25,subset,1.0,5880,36252,0.17588570491023658,0.609143985410113,0.3925148451601748,0.604421768707483,0.39451616462539996,0.47741536295651926,0.7540816326530613,0.5376255103166722,0.6277173967521069,0.9149659863945578,0.6842381110007724,0.7829577215068968,0.08212768246114129,apartment_2/seq_0009
apartment_2,seq_0009,25,random_n1.0,4,2.85,1.0,fixed,1.0,25450,60306,0.6232222603492259,0.6633342394221599,0.6432782498856928,0.2606679764243615,0.3561834643319073,0.3010307401386205,0.38585461689587425,0.4898020097502736,0.4316586229716109,0.6082514734774067,0.6927337246708454,0.6477495814068728,0.09418764077955147,apartment_2/seq_0009
apartment_2,seq_0009,25,random_n1.0,4,2.85,1.0,subset,1.0,25450,36760,0.6281353140847675,0.45857762766366245,0.543356470874215,0.2538310412573674,0.4513057671381937,0.3249168428997411,0.3798428290766208,0.6040805223068553,0.46640961261969316,0.60475442043222,0.7940968443960827,0.6866113488609562,0.091903660361954,apartment_2/seq_0009
apartment_2,seq_0009,25,random_n1.0,4,2.85,0.25,fixed,1.0,6362,60306,0.19274501194707333,1.0097084763332882,0.6012267441401807,0.5259352404904118,0.23576426889530064,0.32557914487957507,0.7068531908204967,0.3507279541007528,0.4688305472475535,0.8939012889028607,0.4856564852585149,0.6293740882298661,0.07847514743049705,apartment_2/seq_0009
apartment_2,seq_0009,25,random_n1.0,4,2.85,0.25,subset,1.0,6362,36760,0.19375815342325695,0.7145885940433928,0.4541733737333249,0.5218484753222257,0.3220076169749728,0.39826502526772284,0.7038667085822069,0.47121871599564746,0.5645124340970246,0.8934297390757623,0.6266594124047878,0.7366359463441561,0.08216288521891238,apartment_2/seq_0009
apartment_2,seq_0009,25,consec_n1.0,4,0.48542038927237685,1.0,fixed,1.0,24156,60306,0.5239751779589755,0.7021596864263329,0.6130674321926541,0.18082463984103328,0.2587304745796438,0.21287362311060806,0.33668653750620964,0.42758597817795907,0.37673065437939784,0.6664596787547608,0.6294232746327065,0.6474122254883271,0.06430410790925813,apartment_2/seq_0009
apartment_2,seq_0009,25,consec_n1.0,4,0.48542038927237685,1.0,subset,1.0,24156,26786,0.5618663972827261,0.4319471888865543,0.49690679308464025,0.15602748799470112,0.36007615918763536,0.21771510010266662,0.30526577247888725,0.5730978869558725,0.39834792181676454,0.6221642656068885,0.7643918464869708,0.6859834775633902,0.05556237344296496,apartment_2/seq_0009
apartment_2,seq_0009,25,consec_n1.0,4,0.48542038927237685,0.25,fixed,1.0,6039,60306,0.2623027109434373,1.4632040774039194,0.8627533941736784,0.3177678423580063,0.1428547739860047,0.19710127852763035,0.5371750289783077,0.2467581998474447,0.3381725337813153,0.8415300546448088,0.39758896295559315,0.5400337771752146,0.045016741763465755,apartment_2/seq_0009
apartment_2,seq_0009,25,consec_n1.0,4,0.48542038927237685,0.25,subset,1.0,6039,26786,0.2734949321157305,0.8471928284222213,0.560343880268976,0.29392283490644144,0.22022698424550138,0.2517932988446891,0.515979466799139,0.3803852758903905,0.43792662179741426,0.8286140089418778,0.5856044202195176,0.6862306646363203,0.048133848133848134,apartment_2/seq_0009
apartment_2,seq_0002,24,all,24,3.4499999999999993,1.0,fixed,0.0,106219,62100,1.090732109127469,0.4629763547287964,0.7768542319281327,0.11500767282689538,0.5235748792270531,0.18858995823437127,0.20703452301377342,0.6271819645732689,0.3113060477954642,0.41452094258089417,0.7142028985507246,0.524578374112204,0.06278097707310182,apartment_2/seq_0002
apartment_2,seq_0002,24,all,24,3.4499999999999993,1.0,subset,0.0,106219,62100,1.090732109127469,0.4629763547287964,0.7768542319281327,0.11500767282689538,0.5235748792270531,0.18858995823437127,0.20703452301377342,0.6271819645732689,0.3113060477954642,0.41452094258089417,0.7142028985507246,0.524578374112204,0.06278097707310182,apartment_2/seq_0002
apartment_2,seq_0002,24,all,24,3.4499999999999993,0.25,fixed,0.0,26554,62100,0.4363920047053175,0.8584860490504136,0.6474390268778656,0.27750997966408075,0.40027375201288246,0.3277740541406262,0.43059426075167584,0.48515297906602256,0.45624836044058326,0.6964299163967764,0.5885829307568438,0.6379807986628712,0.10573858816516496,apartment_2/seq_0002
apartment_2,seq_0002,24,all,24,3.4499999999999993,0.25,subset,0.0,26554,62100,0.4363920047053175,0.8584860490504136,0.6474390268778656,0.27750997966408075,0.40027375201288246,0.3277740541406262,0.43059426075167584,0.48515297906602256,0.45624836044058326,0.6964299163967764,0.5885829307568438,0.6379807986628712,0.10573858816516496,apartment_2/seq_0002
apartment_2,seq_0002,24,spaced0.3,9,3.1500000000000004,1.0,fixed,0.3,58637,62100,0.9005892994172577,0.6117403968442284,0.756164848130743,0.1639408564558214,0.46454106280193236,0.24235306493650327,0.2704776847383052,0.5701288244766506,0.3668949092269828,0.48953732285075974,0.6863768115942029,0.571482316560917,0.08043533827505953,apartment_2/seq_0002
apartment_2,seq_0002,24,spaced0.3,9,3.1500000000000004,1.0,subset,0.3,58637,45351,0.9046790559083175,0.478402487817543,0.6915407718629303,0.15909749816668656,0.5507706555533506,0.24688030559748878,0.2667257874720739,0.6546713413155167,0.3790281597199,0.4878489690809557,0.7605565478159246,0.5944169947310758,0.07814584415766784,apartment_2/seq_0002
apartment_2,seq_0002,24,spaced0.3,9,3.1500000000000004,0.25,fixed,0.3,14659,62100,0.34497814140718774,0.9167144198833105,0.6308462806452491,0.3993451122177502,0.35988727858293074,0.37859086991764396,0.5306637560543012,0.4461996779388084,0.48478014184098894,0.7636264410942083,0.573317230273752,0.6549269135983522,0.11296942963915947,apartment_2/seq_0002
apartment_2,seq_0002,24,spaced0.3,9,3.1500000000000004,0.25,subset,0.3,14659,45351,0.34634406265476736,0.700850644947666,0.5235973538012166,0.3958660208745481,0.44680381909990957,0.4197953732009535,0.5288901016440412,0.544905294260325,0.5367782681262055,0.7624667439798076,0.6786619920178166,0.7181276542355033,0.12086935720876192,apartment_2/seq_0002
apartment_2,seq_0002,24,random_n0.3,9,3.3,1.0,fixed,0.3,55035,62100,0.8410753461560769,0.6414180440926249,0.7412466951243509,0.17203597710547833,0.44856682769726247,0.24869250316885608,0.2825111292813664,0.5503703703703704,0.3733682520775223,0.5132006904697011,0.6814331723027375,0.585471390745834,0.08263354738550562,apartment_2/seq_0002
apartment_2,seq_0002,24,random_n0.3,9,3.3,1.0,subset,0.3,55035,44844,0.8442138470893013,0.5250239705552923,0.6846189088222967,0.16580357954029254,0.5244179823387745,0.25194918110165093,0.27818660852184973,0.6194808670056194,0.38395349310212334,0.511092940855819,0.7441352243332441,0.6059810809640301,0.07921277385815076,apartment_2/seq_0002
apartment_2,seq_0002,24,random_n0.3,9,3.3,0.25,fixed,0.3,13758,62100,0.2962331674875313,0.8892609025990716,0.5927470350433015,0.41437708969326936,0.35056360708534623,0.37980859919770327,0.5534234627126036,0.43768115942028984,0.48879405342530047,0.796118621892717,0.5752657004830918,0.6679086660365724,0.11193748823197137,apartment_2/seq_0002
apartment_2,seq_0002,24,random_n0.3,9,3.3,0.25,subset,0.3,13758,44844,0.2976949925303174,0.6996937221030072,0.4986943573166623,0.4088530309638029,0.43000178396218003,0.41916081201320204,0.5505160633813054,0.5274284185175274,0.5387249928980061,0.7949556621601978,0.6683168316831684,0.7261562719163214,0.11855284263054713,apartment_2/seq_0002
apartment_2,seq_0002,24,consec_n0.3,9,1.2,1.0,fixed,0.3,51216,62100,0.9228224038355959,0.5325793197370263,0.7277008617863111,0.15858325523273978,0.4186473429951691,0.230030974277972,0.25691190253045926,0.5391304347826087,0.3479941184525234,0.4675687285223368,0.668743961352657,0.550348097848051,0.07466053341589632,apartment_2/seq_0002
apartment_2,seq_0002,24,consec_n0.3,9,1.2,1.0,subset,0.3,51216,42044,0.9328724976530647,0.4352024393252644,0.6840374684891646,0.15194470477975633,0.5001902768528208,0.23308445671735709,0.24783270852858483,0.6235610313005423,0.3546934347965245,0.4587628865979381,0.7433165255446675,0.5673602450390645,0.06695116168800379,apartment_2/seq_0002
apartment_2,seq_0002,24,consec_n0.3,9,1.2,0.25,fixed,0.3,12804,62100,0.37347292201204146,1.0469434933115789,0.7102082076618101,0.38409871915026556,0.2980193236714976,0.33562765773126235,0.5188222430490472,0.3884057971014493,0.44424016442877745,0.7396907216494846,0.5116747181964574,0.6049088931193909,0.09980861244019139,apartment_2/seq_0002
apartment_2,seq_0002,24,consec_n0.3,9,1.2,0.25,subset,0.3,12804,42044,0.38132115679632966,0.8666457639585204,0.623983460377425,0.3732427366447985,0.3675197412234802,0.3703591315261841,0.5051546391752577,0.46865188849776424,0.48621911828543973,0.729069040924711,0.6024878698506326,0.6597618920921702,0.09908956971780439,apartment_2/seq_0002
apartment_2,seq_0002,24,spaced0.5,6,3.0,1.0,fixed,0.5,44486,62100,0.8405416207513723,0.5956004851185633,0.7180710529349679,0.186777862698377,0.42618357487922703,0.25972810801174673,0.29692487524164907,0.5299838969404187,0.3806112784699502,0.5206132266330981,0.6581481481481481,0.5813570725009423,0.08524703103470901,apartment_2/seq_0002
apartment_2,seq_0002,24,spaced0.5,6,3.0,1.0,subset,0.5,44486,38893,0.848485519871091,0.41251464334828003,0.6305000816096855,0.17994425212426382,0.5520273571079629,0.27141530811862774,0.28991143281032233,0.6650039852929833,0.4037891828865757,0.5173088162567999,0.777440670557684,0.6212428227881793,0.08339867417492337,apartment_2/seq_0002
apartment_2,seq_0002,24,spaced0.5,6,3.0,0.25,fixed,0.5,11121,62100,0.28641537299484704,0.9163253768367174,0.6013703749157823,0.46317777178311303,0.3398872785829308,0.3920684439690433,0.59778796870785,0.44027375201288244,0.5070803530033456,0.814764859275245,0.5521900161030596,0.6582587748390648,0.111766500559341,apartment_2/seq_0002
apartment_2,seq_0002,24,spaced0.5,6,3.0,0.25,subset,0.5,11121,38893,0.2884267348869706,0.6236863968374585,0.45605656586221455,0.45967089290531427,0.4634767181755072,0.46156596047543225,0.5929322902616672,0.5849381636798395,0.5889080991743169,0.8134160597068609,0.7014115650631219,0.7532730749785475,0.12588244951567887,apartment_2/seq_0002
apartment_2,seq_0002,24,random_n0.5,6,1.9500000000000002,1.0,fixed,0.5,43156,62100,0.9308213206761008,0.6430504225621706,0.7869358716191357,0.17501622022430252,0.4,0.2434939593961814,0.2742608212067847,0.5290177133655395,0.3612416521943176,0.4691120585781815,0.667842190016103,0.5511089385543285,0.07749966759739396,apartment_2/seq_0002
apartment_2,seq_0002,24,random_n0.5,6,1.9500000000000002,1.0,subset,0.5,43156,36010,0.9400703319521588,0.4396632590349794,0.6898667954935691,0.16570117712484939,0.5278533740627603,0.25222507813336487,0.2653628695893966,0.6591502360455429,0.37839160323735055,0.4598897024747428,0.7828658705915024,0.5794091132750285,0.07173174092788241,apartment_2/seq_0002
apartment_2,seq_0002,24,random_n0.5,6,1.9500000000000002,0.25,fixed,0.5,10789,62100,0.37740166584468915,1.0669755753361614,0.7221886205904253,0.42524793771433866,0.2871658615136876,0.3428251685270079,0.5371211419037909,0.36628019323671496,0.43554692249253113,0.7285197886736491,0.5027053140096618,0.5949046495710364,0.09753541363805403,apartment_2/seq_0002
apartment_2,seq_0002,24,random_n0.5,6,1.9500000000000002,0.25,subset,0.5,10789,36010,0.3832140659995447,0.7577409981146632,0.5704775320571039,0.4178329780331819,0.41158011663426824,0.4146829774890208,0.5293354342385763,0.5023882254929186,0.5155099177755609,0.7201779590323477,0.6497917245209665,0.6831766915423244,0.10820847739787424,apartment_2/seq_0002
apartment_2,seq_0002,24,consec_n0.5,6,0.7500000000000003,1.0,fixed,0.5,37306,62100,0.9580023902097029,0.7914969053328144,0.8747496477712586,0.1723047231008417,0.35576489533011274,0.2321662509613589,0.2668739612930896,0.4562479871175523,0.33676396608256454,0.46378598616844474,0.5695813204508857,0.5112680316404689,0.07421775397952865,apartment_2/seq_0002
apartment_2,seq_0002,24,consec_n0.5,6,0.7500000000000003,1.0,subset,0.5,37306,34878,0.9737440520158164,0.5777998086409909,0.7757719303284036,0.16490644936471346,0.47995871322896955,0.2454723617629067,0.25416823031147806,0.5881357876025002,0.35494412738997827,0.4498472095641452,0.7047709157635186,0.5491672491252724,0.0676926901008762,apartment_2/seq_0002
apartment_2,seq_0002,24,consec_n0.5,6,0.7500000000000003,0.25,fixed,0.5,9326,62100,0.3318448327981912,1.1370842454807732,0.7344645391394822,0.43619987132747157,0.2569565217391304,0.32340292274731625,0.5681964400600472,0.3317874396135266,0.4189418195210797,0.7608835513617842,0.46876006441223833,0.5801222695277424,0.09343256207674944,apartment_2/seq_0002
apartment_2,seq_0002,24,consec_n0.5,6,0.7500000000000003,0.25,subset,0.5,9326,34878,0.34707178454591764,0.8398705698645056,0.5934711772052116,0.4209736221316749,0.36312288548655314,0.3899141365812812,0.5408535277718207,0.449825104650496,0.49115724669599464,0.7427621702766459,0.6064567922472619,0.6677243289642949,0.0986013986013986,apartment_2/seq_0002
apartment_2,seq_0002,24,spaced1.0,4,3.1500000000000004,1.0,fixed,1.0,32863,62100,0.8326852664466328,0.6963889263163305,0.7645370963814817,0.21531813894044974,0.3889694041867955,0.2771930984406893,0.3176520707178286,0.49895330112721414,0.38817660220984,0.5170556552962298,0.6542512077294687,0.5776185517551915,0.08984453059430078,apartment_2/seq_0002
apartment_2,seq_0002,24,spaced1.0,4,3.1500000000000004,1.0,subset,1.0,32863,32564,0.8388398874624513,0.41194048502661,0.6253901862445307,0.20643276633295804,0.5520513450436064,0.3004980186291696,0.3094057146334784,0.6614973590468002,0.42160967176303876,0.5141648662629705,0.8063505711829013,0.6279322783158614,0.08981772760917839,apartment_2/seq_0002
apartment_2,seq_0002,24,spaced1.0,4,3.1500000000000004,0.25,fixed,1.0,8215,62100,0.2890580476667739,1.0820478185006868,0.6855529330837303,0.49494826536822883,0.2906280193236715,0.36621735364139973,0.5975654290931224,0.3843317230273752,0.46779512597418854,0.7866098600121728,0.5198228663446055,0.6259760397563544,0.09395015188668887,apartment_2/seq_0002
apartment_2,seq_0002,24,spaced1.0,4,3.1500000000000004,0.25,subset,1.0,8215,32564,0.2908104416584893,0.6174769702541824,0.4541437059563358,0.4909312233718807,0.45909593416042255,0.4744801805200375,0.5941570298234936,0.5751750399213856,0.5845119657461553,0.7862446743761412,0.7301007247266921,0.7571333113341593,0.11603993840345736,apartment_2/seq_0002
apartment_2,seq_0002,24,random_n1.0,4,2.5500000000000003,1.0,fixed,1.0,33617,62100,0.9659361804589491,0.6932682196948603,0.8296022000769048,0.19055834845465092,0.3570692431561997,0.24849925862811253,0.2797096707023232,0.46325281803542673,0.34880978555123304,0.4661927001219621,0.637536231884058,0.5385647304314556,0.0784474351472596,apartment_2/seq_0002
apartment_2,seq_0002,24,random_n1.0,4,2.5500000000000003,1.0,subset,1.0,33617,30589,0.9782787900325615,0.4011847948683999,0.6897317924504807,0.18026593687717524,0.5260387721076204,0.26851547464265985,0.27108308296397654,0.6399359246788061,0.3808390426676037,0.4566737067555106,0.8030991532903985,0.582254593438333,0.0772892683038473,apartment_2/seq_0002
apartment_2,seq_0002,24,random_n1.0,4,2.5500000000000003,0.25,fixed,1.0,8404,62100,0.36885003162489594,0.9956047851708923,0.6822274083978941,0.45264159923845787,0.2747020933977456,0.3419060235994922,0.5453355544978582,0.33956521739130435,0.4185259907027562,0.7317943836268443,0.48434782608695653,0.5828973224039624,0.08330332060793777,apartment_2/seq_0002
apartment_2,seq_0002,24,random_n1.0,4,2.5500000000000003,0.25,subset,1.0,8404,30589,0.37323355980727063,0.5738006419047997,0.47351710085603516,0.447405997144217,0.45212331230180786,0.44975228544162144,0.5405759162303665,0.5346039425937429,0.5375733440617879,0.7258448357924798,0.6921769263460721,0.708611194634005,0.10283061708461577,apartment_2/seq_0002
apartment_2,seq_0002,24,consec_n1.0,4,0.44999999999999973,1.0,fixed,1.0,28993,62100,0.8704050333501802,0.7951083568007505,0.8327566950754653,0.19711654537302106,0.34128824476650566,0.24989955890757137,0.3039009416065947,0.4514814814814815,0.36327466233395445,0.508846963060049,0.5682769726247987,0.5369224508287105,0.07882297832474557,apartment_2/seq_0002
apartment_2,seq_0002,24,consec_n1.0,4,0.44999999999999973,1.0,subset,1.0,28993,29217,0.8927512538944945,0.5179179629526236,0.705334608423559,0.18480322836546753,0.5014204059280556,0.2700697124173722,0.28510330079674406,0.6211452236711503,0.39082116828108693,0.4878074017866382,0.7421022007735223,0.5886659404332454,0.07351725563132878,apartment_2/seq_0002
apartment_2,seq_0002,24,consec_n1.0,4,0.44999999999999973,0.25,fixed,1.0,7248,62100,0.27585639310870996,1.1252514299903933,0.7005539115495516,0.48427152317880795,0.23249597423510468,0.3141637420279309,0.6240342163355408,0.31925925925925924,0.42241085476413814,0.8089128035320088,0.4740257648953301,0.5977612956135917,0.08737170570322192,apartment_2/seq_0002
apartment_2,seq_0002,24,consec_n1.0,4,0.44999999999999973,0.25,subset,1.0,7248,29217,0.29671251513626884,0.7476185134567229,0.5221655142964958,0.46509381898454744,0.3724543929903823,0.41365078106967174,0.58719646799117,0.4753396994900229,0.5253803139674604,0.7826986754966887,0.6552691925933531,0.7133376767560525,0.10225312934631432,apartment_2/seq_0002
apartment_2,seq_0007,30,all,30,4.35,1.0,fixed,0.0,105097,75972,0.8539252465074939,0.45154923431314287,0.6527372404103184,0.15739745187778909,0.6155820565471489,0.25069499531660394,0.2831003739402647,0.7091560048438899,0.4046581799741924,0.525961730591739,0.7901068814826515,0.6315263184980019,0.0851832557514242,apartment_2/seq_0007
apartment_2,seq_0007,30,all,30,4.35,1.0,subset,0.0,105097,75972,0.8539252465074939,0.45154923431314287,0.6527372404103184,0.15739745187778909,0.6155820565471489,0.25069499531660394,0.2831003739402647,0.7091560048438899,0.4046581799741924,0.525961730591739,0.7901068814826515,0.6315263184980019,0.0851832557514242,apartment_2/seq_0007
apartment_2,seq_0007,30,all,30,4.35,0.25,fixed,0.0,26274,75972,0.2636899980575564,0.6569469733793535,0.4603184857184549,0.3716601963918703,0.4559442952666772,0.4095104558530607,0.5913450559488468,0.5698678460485442,0.580407835161622,0.861498058917561,0.6975596272310851,0.7709095951713758,0.14368495205199291,apartment_2/seq_0007
apartment_2,seq_0007,30,all,30,4.35,0.25,subset,0.0,26274,75972,0.2636899980575564,0.6569469733793535,0.4603184857184549,0.3716601963918703,0.4559442952666772,0.4095104558530607,0.5913450559488468,0.5698678460485442,0.580407835161622,0.861498058917561,0.6975596272310851,0.7709095951713758,0.14368495205199291,apartment_2/seq_0007
apartment_2,seq_0007,30,spaced0.3,11,4.2,1.0,fixed,0.3,60345,75972,0.7222518977244292,0.4900812459480242,0.6061665718362267,0.20155770983511476,0.5059890485968515,0.2882805768564237,0.3441378738917889,0.6525167166850945,0.45061893595228797,0.5938851603281133,0.7773653451271522,0.6733499689337674,0.09913007240714695,apartment_2/seq_0007
apartment_2,seq_0007,30,spaced0.3,11,4.2,1.0,subset,0.3,60345,58442,0.7240567960731706,0.36916839745016344,0.5466125967616671,0.19857486121468224,0.5858286848499367,0.2966096988553713,0.3396470295799155,0.7304164812976969,0.46368049318028004,0.5925925925925926,0.8402860956161664,0.6950306680088527,0.09859535751463451,apartment_2/seq_0007
apartment_2,seq_0007,30,spaced0.3,11,4.2,0.25,fixed,0.3,15086,75972,0.21641446765242098,0.7223164285170995,0.4693654480847603,0.47302134429272175,0.3775996419733586,0.41995834369131635,0.6556409916478855,0.5080950876638761,0.5725146329129476,0.8993769057404216,0.6641130942978992,0.7640445155347358,0.14273619058741097,apartment_2/seq_0007
apartment_2,seq_0007,30,spaced0.3,11,4.2,0.25,subset,0.3,15086,58442,0.21839363832663825,0.547242763835311,0.38281820108097464,0.46884528702107914,0.45318435371821636,0.46088181768671876,0.6489460426885855,0.5951028370007871,0.6208592562067803,0.8979186000265147,0.748006570617022,0.816135538453992,0.15102784615876466,apartment_2/seq_0007
apartment_2,seq_0007,30,random_n0.3,11,3.7500000000000004,1.0,fixed,0.3,58513,75972,0.791129457444452,0.5258645605975597,0.6584970090210058,0.19549501820108353,0.4784920760280103,0.2775804400799821,0.33440432040743084,0.6014584320539146,0.4298286211206288,0.5718729171295268,0.7448796925182962,0.647010713401835,0.09431161533160155,apartment_2/seq_0007
apartment_2,seq_0007,30,random_n0.3,11,3.7500000000000004,1.0,subset,0.3,58513,56779,0.7933651721414694,0.4314087387331309,0.6123869554373002,0.19182062105856817,0.5522464291375332,0.2847384600262016,0.3302172166868901,0.673435601190581,0.44314134505855585,0.5707449626578709,0.7961922541784815,0.664877234714996,0.09243153983762213,apartment_2/seq_0007
apartment_2,seq_0007,30,random_n0.3,11,3.7500000000000004,0.25,fixed,0.3,14628,75972,0.2337442662928403,0.7487525123545239,0.4912483893236821,0.450027344818157,0.3335702627283736,0.3831449667539497,0.626538146021329,0.43214605380929816,0.511495283310033,0.8782471971561389,0.6074211551624282,0.718149412259079,0.13423251722621315,apartment_2/seq_0007
apartment_2,seq_0007,30,random_n0.3,11,3.7500000000000004,0.25,subset,0.3,14628,56779,0.23555466496068314,0.6119207838923406,0.42373772442651186,0.4470194148208914,0.4089011782525229,0.4271115028689063,0.6201804757998359,0.5174096056640659,0.5641528361625898,0.8768115942028986,0.6856584300533648,0.7695421375138581,0.13908942150351333,apartment_2/seq_0007
apartment_2,seq_0007,30,consec_n0.3,11,1.5000000000000004,1.0,fixed,0.3,49472,75972,0.8805817691632658,0.9428701809950631,0.9117259750791644,0.16874191461837,0.33732164481651133,0.22495316695838954,0.28248302069857695,0.4202337703364397,0.3378570324734825,0.5152813712807245,0.5135576264939714,0.5144180548829428,0.07719241700606522,apartment_2/seq_0007
