scene,seq,n_steps,N_req,N,seed,span_m,n_ref_subset,n_ref_fixed,variant,ref,frac,n_pred,n_ref,acc,comp,chamfer,precision@0.1,recall@0.1,f1@0.1,precision@0.2,recall@0.2,f1@0.2,precision@0.5,recall@0.5,f1@0.5,iou,kept_frac_vox
frl_apartment_5,seq_0011,18,1,1,0,0.0,14163,29308,base,subset,1.0,7035,14163,0.3170700446902309,0.21570778988070954,0.2663889172854702,0.2935323383084577,0.33756972392854623,0.31401459870265913,0.5492537313432836,0.6030502012285532,0.5748961950912226,0.7951670220326936,0.8990326908140931,0.8439160295493822,0.09816214359326692,
frl_apartment_5,seq_0011,18,1,1,0,0.0,14163,29308,base,subset,0.25,1758,14163,0.18641146968175706,0.5322997239039239,0.35935559679284046,0.447098976109215,0.22551719268516557,0.2998099380372923,0.6848691695108078,0.41446021323165994,0.5164075962804227,0.9226393629124005,0.7249170373508438,0.8119139270726775,0.07408466819221968,
frl_apartment_5,seq_0011,18,1,1,0,0.0,14163,29308,base,fixed,1.0,7035,29308,0.305877032733791,0.24307240331906163,0.2744747180264263,0.337455579246624,0.2894431554524362,0.3116107986054894,0.5694385216773277,0.5603930667394568,0.564879585159242,0.7992892679459843,0.8691824757745326,0.8327719392168229,0.10104166666666667,
frl_apartment_5,seq_0011,18,1,1,0,0.0,14163,29308,base,fixed,0.25,1758,29308,0.18086890749149961,1.0036747374899606,0.5922718224907301,0.4852104664391354,0.13880169237068377,0.21585487701449288,0.70193401592719,0.2746007915927392,0.3947665458213441,0.9237770193401593,0.5260679677903644,0.6703744242583195,0.05991983967935872,
frl_apartment_5,seq_0011,18,1,1,0,0.0,14163,29308,contra0,subset,1.0,7035,14163,0.3170700446902309,0.21570778988070954,0.2663889172854702,0.2935323383084577,0.33756972392854623,0.31401459870265913,0.5492537313432836,0.6030502012285532,0.5748961950912226,0.7951670220326936,0.8990326908140931,0.8439160295493822,0.09816214359326692,1.0
frl_apartment_5,seq_0011,18,1,1,0,0.0,14163,29308,contra0,subset,0.25,1758,14163,0.18641146968175706,0.5322997239039239,0.35935559679284046,0.447098976109215,0.22551719268516557,0.2998099380372923,0.6848691695108078,0.41446021323165994,0.5164075962804227,0.9226393629124005,0.7249170373508438,0.8119139270726775,0.07408466819221968,1.0
frl_apartment_5,seq_0011,18,1,1,0,0.0,14163,29308,contra0,fixed,1.0,7035,29308,0.305877032733791,0.24307240331906163,0.2744747180264263,0.337455579246624,0.2894431554524362,0.3116107986054894,0.5694385216773277,0.5603930667394568,0.564879585159242,0.7992892679459843,0.8691824757745326,0.8327719392168229,0.10104166666666667,1.0
frl_apartment_5,seq_0011,18,1,1,0,0.0,14163,29308,contra0,fixed,0.25,1758,29308,0.18086890749149961,1.0036747374899606,0.5922718224907301,0.4852104664391354,0.13880169237068377,0.21585487701449288,0.70193401592719,0.2746007915927392,0.3947665458213441,0.9237770193401593,0.5260679677903644,0.6703744242583195,0.05991983967935872,1.0
frl_apartment_5,seq_0011,18,1,1,0,0.0,14163,29308,support_match0,subset,1.0,7035,14163,0.3170700446902309,0.21570778988070954,0.2663889172854702,0.2935323383084577,0.33756972392854623,0.31401459870265913,0.5492537313432836,0.6030502012285532,0.5748961950912226,0.7951670220326936,0.8990326908140931,0.8439160295493822,0.09816214359326692,1.0
frl_apartment_5,seq_0011,18,1,1,0,0.0,14163,29308,support_match0,subset,0.25,1758,14163,0.1850463676370367,0.5543026346645764,0.3696745011508066,0.4459613196814562,0.22601143825460707,0.2999894209304202,0.6871444823663254,0.4160841629598249,0.5183149259024731,0.9249146757679181,0.7162324366306574,0.8073059226634696,0.0736240171551108,1.0
frl_apartment_5,seq_0011,18,1,1,0,0.0,14163,29308,support_match0,fixed,1.0,7035,29308,0.305877032733791,0.24307240331906163,0.2744747180264263,0.337455579246624,0.2894431554524362,0.3116107986054894,0.5694385216773277,0.5603930667394568,0.564879585159242,0.7992892679459843,0.8691824757745326,0.8327719392168229,0.10104166666666667,1.0
frl_apartment_5,seq_0011,18,1,1,0,0.0,14163,29308,support_match0,fixed,0.25,1758,29308,0.17931074058043298,1.0561144703903713,0.6177126054854022,0.4857792946530148,0.139449979527774,0.21669462864847056,0.7059158134243458,0.2773986624812338,0.39828581245674427,0.926052332195677,0.5199604203630408,0.6659838359995183,0.06002605471490129,1.0
frl_apartment_5,seq_0011,18,1,1,0,0.0,14163,29308,contra1,subset,1.0,7035,14163,0.3170700446902309,0.21570778988070954,0.2663889172854702,0.2935323383084577,0.33756972392854623,0.31401459870265913,0.5492537313432836,0.6030502012285532,0.5748961950912226,0.7951670220326936,0.8990326908140931,0.8439160295493822,0.09816214359326692,1.0
frl_apartment_5,seq_0011,18,1,1,0,0.0,14163,29308,contra1,subset,0.25,1758,14163,0.18641146968175706,0.5322997239039239,0.35935559679284046,0.447098976109215,0.22551719268516557,0.2998099380372923,0.6848691695108078,0.41446021323165994,0.5164075962804227,0.9226393629124005,0.7249170373508438,0.8119139270726775,0.07408466819221968,1.0
frl_apartment_5,seq_0011,18,1,1,0,0.0,14163,29308,contra1,fixed,1.0,7035,29308,0.305877032733791,0.24307240331906163,0.2744747180264263,0.337455579246624,0.2894431554524362,0.3116107986054894,0.5694385216773277,0.5603930667394568,0.564879585159242,0.7992892679459843,0.8691824757745326,0.8327719392168229,0.10104166666666667,1.0
frl_apartment_5,seq_0011,18,1,1,0,0.0,14163,29308,contra1,fixed,0.25,1758,29308,0.18086890749149961,1.0036747374899606,0.5922718224907301,0.4852104664391354,0.13880169237068377,0.21585487701449288,0.70193401592719,0.2746007915927392,0.3947665458213441,0.9237770193401593,0.5260679677903644,0.6703744242583195,0.05991983967935872,1.0
frl_apartment_5,seq_0011,18,1,1,0,0.0,14163,29308,support_match1,subset,1.0,7035,14163,0.3170700446902309,0.21570778988070954,0.2663889172854702,0.2935323383084577,0.33756972392854623,0.31401459870265913,0.5492537313432836,0.6030502012285532,0.5748961950912226,0.7951670220326936,0.8990326908140931,0.8439160295493822,0.09816214359326692,1.0
