scene,seq,N_req,N,method,frac,n_cand,kept,n_pred,n_ref,acc,comp,chamfer,precision@0.1,recall@0.1,f1@0.1,precision@0.2,recall@0.2,f1@0.2,precision@0.5,recall@0.5,f1@0.5,iou,grid_voxel
apartment_2,seq_0000,1,1,A_point,1.0,9020,9020,9020,14393,0.5368370850825923,0.5822148514620559,0.5595259682723241,0.2933481152993348,0.4373653859515042,0.35116447539675893,0.39401330376940136,0.5217814215243521,0.448984507252669,0.6188470066518847,0.6626832488015008,0.6400153927447746,0.05877886744701044,
apartment_2,seq_0000,1,1,A_point,0.5,9020,4510,4510,14393,0.31425893851295833,0.6237446342233887,0.46900178636817347,0.4472283813747228,0.4111026193288404,0.4284052629361891,0.5505543237250554,0.5077468213715001,0.5282848065674698,0.7849223946784922,0.6458000416869312,0.7085971427023978,0.057805469020422294,
apartment_2,seq_0000,1,1,A_point,0.25,9020,2255,2255,14393,0.1831379677958839,0.7367711808403523,0.4599545743181181,0.5880266075388026,0.33912318488153964,0.43016448382752326,0.6909090909090909,0.433683040366845,0.5328786265338492,0.9086474501108648,0.5998054609879803,0.7226101639358193,0.03660185088905064,
apartment_2,seq_0000,1,1,A_point,0.1,9020,902,902,14393,0.13293153251486156,1.1891177082336077,0.6610246203742347,0.6929046563192904,0.18821649412909053,0.2960230499784818,0.7960088691796009,0.26637949002987565,0.39917688252740163,0.9700665188470067,0.40415479747099287,0.570587914483026,0.01055594651653765,
apartment_2,seq_0000,1,1,A_point,0.05,9020,451,451,14393,0.10142448330246165,1.408329912000966,0.7548771976517138,0.7827050997782705,0.11151254081845341,0.19521295582939277,0.8869179600886918,0.1691794622385882,0.2841561779535358,0.9955654101995566,0.29451816855415824,0.45456295408565733,0.005913514845386226,
apartment_2,seq_0000,1,1,A_point,0.02,9020,180,180,14393,0.08140916585405804,1.61790508459785,0.849657125225954,0.8944444444444445,0.05467935802126034,0.10305852172466677,0.9555555555555556,0.10373098033766415,0.18714618035109407,1.0,0.21663308552768706,0.35611901090742965,0.00254000508001016,
apartment_2,seq_0000,1,1,B_argmax,1.0,9477,9477,9477,14393,0.5239862864482202,0.5441935903377176,0.5340899383929689,0.2432204284056136,0.39262141318696586,0.3003688718482905,0.3779677113010446,0.5213645522128812,0.43823395322977937,0.6272027012767754,0.7049954839157924,0.6638277649897811,0.051501620894244295,
apartment_2,seq_0000,1,1,B_argmax,0.5,9477,4738,4738,14393,0.2982040646949277,0.5969006408306633,0.4475523527627955,0.3915154073448713,0.36434377822552627,0.3774412098673924,0.5620514985225834,0.48099770721878693,0.5183753185183474,0.803292528493035,0.6780379351073439,0.7353697513015021,0.05605970655584768,
apartment_2,seq_0000,1,1,B_argmax,0.25,9477,2369,2369,14393,0.17419258534649565,0.700846354606749,0.43751946997662233,0.5348248205994091,0.3104286806086292,0.39284064053715984,0.715913887716336,0.4128395747933023,0.5236884666316732,0.9273955255382018,0.6168971027582852,0.7409316114480289,0.043788819875776396,
apartment_2,seq_0000,1,1,B_argmax,0.1,9477,947,947,14393,0.1203616899452078,1.17399804104691,0.6471798654960589,0.6430834213305174,0.17675258806364205,0.2772912088723393,0.8331573389651531,0.25151115125408186,0.3863823156816489,0.986272439281943,0.406656013339818,0.57587109728491,0.026549721464975702,
