scene,seq,N_req,N,method,frac,n_cand,kept,n_pred,n_ref,acc,comp,chamfer,precision@0.1,recall@0.1,f1@0.1,precision@0.2,recall@0.2,f1@0.2,precision@0.5,recall@0.5,f1@0.5,iou,grid_voxel
apartment_2,seq_0000,1,1,A_point,1.0,8039,8039,8039,90479,0.5606212912387593,2.1455798416193903,1.3531005664290747,0.23659659161587263,0.09302711126338709,0.133545599181926,0.36434879960194055,0.14111561798870456,0.20343788496269452,0.5753203134718249,0.19775859591728467,0.2943413305241643,0.03367012950049808,
apartment_2,seq_0000,1,1,A_point,0.5,8039,4019,4019,90479,0.31351124345680953,2.160652271676052,1.2370817575664308,0.40009952724558345,0.088937764564153,0.1455265606625387,0.5434187608857924,0.1359873561820975,0.2175372836250929,0.7773077880069669,0.19623338012135413,0.3133585710165979,0.032974062110212046,
apartment_2,seq_0000,1,1,A_point,0.25,8039,2009,2009,90479,0.18143999514196268,2.2192869457312767,1.2003634704366197,0.5968143354902937,0.07703444998286896,0.13645573032858796,0.6988551518168243,0.10498568728655268,0.18254804896221946,0.9148830263812843,0.17152046331192874,0.2888819155127162,0.02570354566697145,
apartment_2,seq_0000,1,1,A_point,0.1,8039,803,803,90479,0.1160657050929282,3.2217267457282164,1.6688962254105724,0.7359900373599004,0.04185501608107959,0.07920568425019973,0.8306351183063512,0.05857712839443407,0.1094366843337676,0.9887920298879203,0.10000110522883764,0.18163284216455747,0.012040645879732739,
apartment_2,seq_0000,1,1,A_point,0.05,8039,401,401,90479,0.09382450373242655,3.5729183416403423,1.8333714226863844,0.8179551122194514,0.023585583395041944,0.045849116063402674,0.912718204488778,0.03437261685031886,0.06625027384564022,1.0,0.06638004398810773,0.12449603565321034,0.005962820063135742,
apartment_2,seq_0000,1,1,A_point,0.02,8039,160,160,90479,0.07204769786833012,3.7712707188632146,1.9216592083657724,0.9125,0.01121807270195294,0.02216367015660841,0.96875,0.019043092872379225,0.037351944153553245,1.0,0.04450756529139358,0.08522210230038305,0.0021848680269232123,
apartment_2,seq_0000,1,1,B_argmax,1.0,8472,8472,8472,90479,0.5207674390800773,2.076113303737215,1.298440371408646,0.24622285174693107,0.09958111827053792,0.14180951664309482,0.3459631728045326,0.1438234286409001,0.20318077117418082,0.5990321057601511,0.2210568198145426,0.32294091076367526,0.03916190691624724,
apartment_2,seq_0000,1,1,B_argmax,0.5,8472,4236,4236,90479,0.3013457482636269,2.1382819830156756,1.2198138656396513,0.4062795089707271,0.09307132041689231,0.15144851328115055,0.5269121813031161,0.12930072171443097,0.20764640563855605,0.79438149197356,0.2096177013450635,0.33170628710996375,0.038353452130037685,
apartment_2,seq_0000,1,1,B_argmax,0.25,8472,2118,2118,90479,0.1737638311272227,2.2469894843351503,1.2103766577311865,0.5750708215297451,0.07770863957382376,0.1369159842257585,0.6949952785646837,0.10811348489704793,0.18711876889188722,0.9305949008498584,0.18041755545485694,0.30223901843281936,0.03187589109919207,
apartment_2,seq_0000,1,1,B_argmax,0.1,8472,847,847,90479,0.10846676888299904,3.1958848655993433,1.6521758172411711,0.7367178276269185,0.04301550636059196,0.08128494452888124,0.8299881936245572,0.059848141557709525,0.11164581381832528,0.9834710743801653,0.10083002685706076,0.1829075239889464,0.019532343881265752,
